code,iso,country,WASTE.1990,WASTE.1991,WASTE.1992,WASTE.1993,WASTE.1994,WASTE.1995,WASTE.1996,WASTE.1997,WASTE.1998,WASTE.1999,WASTE.2000,WASTE.2001,WASTE.2002,WASTE.2003,WASTE.2004,WASTE.2005,WASTE.2006,WASTE.2007,WASTE.2008,WASTE.2009,WASTE.2010,WASTE.2011,WASTE.2012,WASTE.2013,WASTE.2014*
478,MRT,Mauritania,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
480,MUS,Mauritius,10,-9999,-9999,-9999,-9999,10,10,10,10,15,20,20,20,22,23,23,25,25,-9999,-9999,-9999,-9999,-9999,-9999,22.25
175,MYT,Mayotte,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
484,MEX,Mexico,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13,-9999,-9999,-9999,-9999,67.4,-9999,-9999,-9999,-9999,74.19976528,-9999,-9999,-9999,51.53325509
583,FSM,Micronesia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
498,MDA,Moldova,20,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,53,54,57,59,57,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,57.4
492,MCO,Monaco,100,-9999,-9999,-9999,-9999,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-9999,-9999,-9999,-9999,100
496,MNG,Mongolia,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,60
499,MNE,Montenegro,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10
500,MSR,Montserrat,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
504,MAR,Morocco,10,2.054794521,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.79310345,80,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13,-9999,-9999,-9999,-9999,46.5
508,MOZ,Mozambique,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,50,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,50
104,MMR,Myanmar,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
516,NAM,Namibia,25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,52
520,NRU,Nauru,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
524,NPL,Nepal,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
528,NLD,Netherlands,98,98.3,98.6,98.8,99.1,99.4,99.7,99.9,100,100,100,100,100,100,100,100,100,-9999,100,-9999,100,-9999,-9999,-9999,100
530,ANT,Netherlands Antilles,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
540,NCL,New Caledonia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
554,NZL,New Zealand,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,80,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,82,-9999,-9999,82
558,NIC,Nicaragua,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21
562,NER,Niger,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,0
566,NGA,Nigeria,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20,-9999,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,11
570,NIU,Niue,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
574,NFK,Norfolk Island,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
408,PRK,North Korea,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
580,MNP,Northern Mariana Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,82,-9999,-9999,-9999,-9999,-9999,82
578,NOR,Norway,80,-9999,-9999,86,86,87,87,90,93,93,94.13821597,92.87524015,93.48745133,93.96869945,95.02922693,95.16727188,95.15548727,95.28400597,95.34302224,95.4761492,96.12302831,96.36,-9999,-9999,94.86731656
512,OMN,Oman,20,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20
586,PAK,Pakistan,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.000130736,-9999,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.542916,-9999,6.514348912
585,PLW,Palau,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,100,-9999,100
591,PAN,Panama,30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,31,33,34,36,46,48,55,-9999,-9999,-9999,-9999,-9999,-9999,39.125
598,PNG,Papua New Guinea,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
600,PRY,Paraguay,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1
604,PER,Peru,20,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,28,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,28
608,PHL,Philippines,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,17,-9999,8.5
612,PCN,Pitcairn,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
616,POL,Poland,-9999,-9999,-9999,-9999,-9999,89.5,89.7,92.6,93.2,93.5,100,100,100,100,100,100,100,100,100,100,100,100,-9999,-9999,100
620,PRT,Portugal,65.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,77,-9999,-9999,-9999,84,86,-9999,91,95,95,92,89.33,-9999,-9999,-9999,-9999,90.33285714
630,PRI,Puerto Rico,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,100
634,QAT,Qatar,68,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,87.51281759,-9999,-9999,-9999,87.51281759
638,REU,Reunion,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,32.2,-9999,-9999,35.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.05
642,ROU,Romania,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,27,28,28,29,29,-9999,-9999,-9999,-9999,28
643,RUS,Russia,25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25
646,RWA,Rwanda,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,0
654,SHN,Saint Helena,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
659,KNA,Saint Kitts and Nevis,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
662,LCA,Saint Lucia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
666,SPM,Saint Pierre and Miquelon,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
670,VCT,Saint Vincent and the Grenadines,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
882,WSM,Samoa,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
674,SMR,San Marino,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
678,STP,Sao Tome and Principe,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
682,SAU,Saudi Arabia,25,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,55.96933187,-9999,-9999,-9999,55.96933187
686,SEN,Senegal,5,-9999,-9999,20,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.5
688,SRB,Serbia,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13,-9999,-9999,-9999,-9999,14,17,19,-9999,-9999,-9999,-9999,15.75
690,SYC,Seychelles,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
694,SLE,Sierra Leone,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
702,SGP,Singapore,97.5,-9999,-9999,-9999,-9999,99,99,99,99,99,99,99,99,99.9,99.9,99.9,99.9,99.9,100,100,-9999,-9999,-9999,-9999,99.65
703,SVK,Slovakia,92.36,91.87,93.3,95.46,95.94,95.83,95.6,95.3,94.8,95.2,95.8,96.2,96.8,97.42,97.65,98.07,98.11,98.9,97.88,98.46,98.55,98.4,-9999,-9999,97.68666667
705,SVN,Slovenia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,73.6013,74.52005,75.4246,77.02715,85.77535,87.2563,88.735,89.91005,89.88655,90.76655,91.91,93.32,-9999,-9999,84.84440833
90,SLB,Solomon Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,0
706,SOM,Somalia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
710,ZAF,South Africa,10,-9999,-9999,-9999,-9999,39,39,41,43,45,46,48,50,50,52,54,34,57,-9999,-9999,-9999,-9999,-9999,-9999,48.875
410,KOR,South Korea,100,-9999,-9999,-9999,-9999,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-9999,-9999,-9999,100
724,ESP,Spain,-9999,-9999,86.6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,88,-9999,89,-9999,-9999,-9999,95,-9999,96,-9999,98,-9999,-9999,-9999,93.2
144,LKA,Sri Lanka,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0
275,PSE,State of Palestine,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
736,SDN,Sudan,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,0
740,SUR,Suriname,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1
744,SJM,Svalbard and Jan Mayen Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
748,SWZ,Swaziland,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,75,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,75
752,SWE,Sweden,100,-9999,100,-9999,100,100,-9999,-9999,100,-9999,100,-9999,100,100,100,100,100,-9999,-9999,-9999,100,-9999,-9999,-9999,100
756,CHE,Switzerland,100,100,100,-9999,-9999,100,-9999,100,100,100,100,100,100,-9999,-9999,100,-9999,-9999,-9999,-9999,100,-9999,-9999,-9999,100
760,SYR,Syria,50,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,85.59463987,-9999,-9999,-9999,-9999,85.59463987
999,TWN,Taiwan,17,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17
762,TJK,Tajikistan,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5
834,TZA,Tanzania,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,-9999,-9999,-9999,-9999,-9999,5
764,THA,Thailand,12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,100,-9999,100
626,TLS,Timor-Leste,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,-9999,-9999,-9999,-9999,5
768,TGO,Togo,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
772,TKL,Tokelau,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
776,TON,Tonga,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
780,TTO,Trinidad and Tobago,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20,20,20,30,20,25.2,25.2,-9999,-9999,-9999,-9999,-9999,-9999,22.91428571
788,TUN,Tunisia,9.1,-9999,-9999,-9999,-9999,20,-9999,-9999,-9999,34.1,36.7,38.7,41.9,44.9,46.8,48.4,51.2,51.8,52.5,97.91666667,-9999,-9999,-9999,-9999,51.08166667
792,TUR,Turkey,-9999,-9999,-9999,-9999,57.6,54.8,55.9,56,57.4,-9999,63.29,63.78,62.03,62.87,67.75,73.31,71.51,74.63,72.96,76.24,73.3,-9999,-9999,-9999,69.24272727
795,TKM,Turkmenistan,20,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20
796,TCA,Turks and Caicos Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
798,TUV,Tuvalu,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
800,UGA,Uganda,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7
804,UKR,Ukraine,21,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21
784,ARE,United Arab Emirates,55,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,78.3,-9999,-9999,-9999,-9999,-9999,-9999,78.3
826,GBR,United Kingdom,92,83,90,88,89,88,91,90,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,99.57,99.57,99.57,-9999,-9999,-9999,99.57
840,USA,United States of America,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,74.9,-9999,-9999,-9999,-9999,-9999,74.9
850,VIR,United States Virgin Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
858,URY,Uruguay,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15
860,UZB,Uzbekistan,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
548,VUT,Vanuatu,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
862,VEN,Venezuela,27,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.2,20.6,20.9,21.1,21.3,21.7,21.9,22,22.3,20,-9999,-9999,-9999,-9999,21.2
704,VNM,Viet Nam,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,-9999,-9999,5
876,WLF,Wallis and Futuna Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
732,ESH,Western Sahara,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
887,YEM,Yemen,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.65
894,ZMB,Zambia,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15
716,ZWE,Zimbabwe,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,-9999,48.96907216,-9999,26.98453608
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Footnotes:,,,,,,,,,,,,,,,,,,,,,,,,,,
,*,"To address the challenge of inconsistent yearly observations from different countries, we created decadal averages from available data from 2000 to 2013 to derive single summary values of wastewater treatment and connection rate. If there were no values available for a country for 2000 to 2013, we used an average of available values for 1990 to 2000 to represent the summary wastewater treatment or connection rate value of that country. ",,,,,,,,,,,,,,,,,,,,,,,,,
,Note:,"The order of preference when merging datasets was: 1) OECD (2013); 2) the United Nations Statistics Division (UNSD, 2011); 3) Pinsent-Masons (2011); and 4) the FAO Aquastat database ",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
