am_sid,rgn_id,rgn_name,rgn_range_km2,iucn_sid,map_iucn_sid,spatial_source,cat_score,sciname
Fis-28112,210,Japan,NA,21104612,NA,am,0,Holtbyrnia innesi
Fis-28112,1e3,Gaviota,72701894.3168,21104612,NA,am,0,Holtbyrnia innesi
Fis-28170,112,Cuba,NA,18253303,NA,am,0,Valenciennellus tripunctulatus
Fis-28170,162,New Zealand,NA,18253303,NA,am,0,Valenciennellus tripunctulatus
Fis-28170,210,Japan,NA,18253303,NA,am,0,Valenciennellus tripunctulatus
Fis-28170,1e3,Gaviota,72701894.3168,18253303,NA,am,0,Valenciennellus tripunctulatus
Fis-28178,162,New Zealand,NA,18257501,NA,am,0,Rhadinesthes decimus
Fis-28178,210,Japan,NA,18257501,NA,am,0,Rhadinesthes decimus
Fis-28182,112,Cuba,NA,18257655,NA,am,0,Stomias longibarbatus
Fis-28182,162,New Zealand,NA,18257655,NA,am,0,Stomias longibarbatus
Fis-28182,210,Japan,NA,18257655,NA,am,0,Stomias longibarbatus
Fis-28184,112,Cuba,NA,18256458,NA,am,0,Bathophilus digitatus
Fis-28184,162,New Zealand,NA,18256458,NA,am,0,Bathophilus digitatus
Fis-28184,210,Japan,NA,18256458,NA,am,0,Bathophilus digitatus
Fis-28185,112,Cuba,NA,21132935,NA,am,0,Bathophilus longipinnis
Fis-28185,162,New Zealand,NA,21132935,NA,am,0,Bathophilus longipinnis
Fis-28185,210,Japan,NA,21132935,NA,am,0,Bathophilus longipinnis
Fis-28187,210,Japan,NA,196426,NA,am,0,Lamnostoma orientalis
Fis-28188,112,Cuba,NA,18256490,NA,am,0,Bathophilus vaillanti
Fis-28188,162,New Zealand,NA,18256490,NA,am,0,Bathophilus vaillanti
Fis-28188,210,Japan,NA,18256490,NA,am,0,Bathophilus vaillanti
Fis-28192,112,Cuba,NA,18256992,NA,am,0,Flagellostomias boureei
Fis-28192,162,New Zealand,NA,18256992,NA,am,0,Flagellostomias boureei
Fis-28192,210,Japan,NA,18256992,NA,am,0,Flagellostomias boureei
Fis-28193,210,Japan,NA,169359,NA,am,0,Tetraroge barbata
Fis-28194,162,New Zealand,NA,196450,NA,am,0,Tetraroge niger
Fis-28194,210,Japan,NA,196450,NA,am,0,Tetraroge niger
Fis-28196,112,Cuba,NA,18257269,NA,am,0,Leptostomias gladiator
Fis-28196,162,New Zealand,NA,18257269,NA,am,0,Leptostomias gladiator
Fis-28196,210,Japan,NA,18257269,NA,am,0,Leptostomias gladiator
Fis-28200,112,Cuba,NA,21133050,NA,am,0,Melanostomias tentaculatus
Fis-28200,162,New Zealand,NA,21133050,NA,am,0,Melanostomias tentaculatus
Fis-28200,210,Japan,NA,21133050,NA,am,0,Melanostomias tentaculatus
Fis-28201,162,New Zealand,NA,18257417,NA,am,0,Pachystomias microdon
Fis-28201,210,Japan,NA,18257417,NA,am,0,Pachystomias microdon
Fis-28203,112,Cuba,NA,21133108,NA,am,0,Photonectes margarita
Fis-28203,210,Japan,NA,21133108,NA,am,0,Photonectes margarita
Fis-28204,162,New Zealand,NA,196313,NA,am,0,Butis amboinensis
Fis-28204,210,Japan,NA,196313,NA,am,0,Butis amboinensis
Fis-28215,210,Japan,NA,196351,NA,am,0,Redigobius balteatus
Fis-28216,210,Japan,NA,19388,NA,am,0,Redigobius bikolanus
Fis-28238,112,Cuba,NA,190390,NA,am,0,Bolinichthys indicus
Fis-28238,162,New Zealand,NA,190390,NA,am,0,Bolinichthys indicus
Fis-28238,210,Japan,NA,190390,NA,am,0,Bolinichthys indicus
Fis-28239,112,Cuba,NA,190317,NA,am,0,Bolinichthys photothorax
Fis-28239,162,New Zealand,NA,190317,NA,am,0,Bolinichthys photothorax
Fis-28239,210,Japan,NA,190317,NA,am,0,Bolinichthys photothorax
Fis-28239,1e3,Gaviota,72701894.3168,190317,NA,am,0,Bolinichthys photothorax
Fis-28240,112,Cuba,NA,15598550,NA,am,0,Centrobranchus nigroocellatus
Fis-28240,162,New Zealand,NA,15598550,NA,am,0,Centrobranchus nigroocellatus
Fis-28240,210,Japan,NA,15598550,NA,am,0,Centrobranchus nigroocellatus
Fis-28240,1e3,Gaviota,72766378.8232,15598550,NA,am,0,Centrobranchus nigroocellatus
Fis-28255,112,Cuba,NA,195825,NA,am,0,Uropterygius macularius
Fis-28314,210,Japan,NA,154827,NA,am,0,Inimicus caledonicus
Fis-28451,162,New Zealand,NA,20431538,NA,am,0,Decapterus muroadsi
Fis-28451,210,Japan,NA,20431538,NA,am,0,Decapterus muroadsi
Fis-28451,1e3,Gaviota,72766378.8232,20431538,NA,am,0,Decapterus muroadsi
Fis-28508,112,Cuba,NA,185887,NA,am,0,Ginsburgellus novemlineatus
Fis-28517,162,New Zealand,NA,155255,NA,am,0,Neopomacentrus bankieri
Fis-28517,210,Japan,NA,155255,NA,am,0,Neopomacentrus bankieri
Fis-28524,162,New Zealand,NA,154718,NA,am,0,Parma victoriae
Fis-28541,1e3,Gaviota,72766378.8232,154663,NA,am,0,Oneirodes acanthias
Fis-28546,162,New Zealand,NA,69741351,NA,am,0,Arnoglossus polyspilus
Fis-28546,210,Japan,NA,69741351,NA,am,0,Arnoglossus polyspilus
Fis-28548,162,New Zealand,NA,69778589,NA,am,0,Parabothus kiensis
Fis-28548,210,Japan,NA,69778589,NA,am,0,Parabothus kiensis
Fis-28564,210,Japan,NA,69181948,NA,am,0,Parupeneus chrysonemus
Fis-28567,162,New Zealand,NA,68333312,NA,am,0,Valenciennea wardii
Fis-28567,210,Japan,NA,68333312,NA,am,0,Valenciennea wardii
Fis-28575,162,New Zealand,NA,69583348,NA,am,0,Cypho purpurascens
Fis-28575,210,Japan,NA,69583348,NA,am,0,Cypho purpurascens
Fis-28576,162,New Zealand,NA,69583407,NA,am,0,Pseudochromis bitaeniatus
Fis-28576,210,Japan,NA,69583407,NA,am,0,Pseudochromis bitaeniatus
Fis-28581,162,New Zealand,NA,155200,NA,am,0,Parapercis xanthozona
Fis-28581,210,Japan,NA,155200,NA,am,0,Parapercis xanthozona
Fis-28582,162,New Zealand,NA,69739648,NA,am,0,Trichonotus setiger
Fis-28582,210,Japan,NA,69739648,NA,am,0,Trichonotus setiger
Fis-28586,162,New Zealand,NA,154940,NA,am,0,Pseudanthias pictilis
Fis-28613,162,New Zealand,NA,67900591,NA,am,0,Pristilepis oligolepis
Fis-28613,210,Japan,NA,67900591,NA,am,0,Pristilepis oligolepis
Fis-28613,1e3,Gaviota,46576734.9352,67900591,NA,am,0,Pristilepis oligolepis
Fis-28620,112,Cuba,NA,186053,NA,am,0,Ptereleotris helenae
Fis-28621,162,New Zealand,NA,65367461,NA,am,0,Halicampus boothae
Fis-28621,210,Japan,NA,65367461,NA,am,0,Halicampus boothae
Fis-28672,162,New Zealand,NA,67904147,NA,am,0,Diademichthys lineatus
Fis-28672,210,Japan,NA,67904147,NA,am,0,Diademichthys lineatus
Fis-28673,112,Cuba,NA,67899991,NA,am,0,Plectrypops lima
Fis-28673,210,Japan,NA,67899991,NA,am,0,Plectrypops lima
Fis-28675,210,Japan,NA,67871203,NA,am,0,Neoniphon aurolineatus
Fis-28694,162,New Zealand,NA,44670,NA,am,0,Choerodon cyanodus
Fis-28694,210,Japan,NA,44670,NA,am,0,Choerodon cyanodus
Fis-28698,162,New Zealand,NA,197036,NA,am,0,Aldrichetta forsteri
Fis-28703,162,New Zealand,NA,154914,NA,am,0,Rhombosolea plebeia
Fis-28769,162,New Zealand,NA,69538564,NA,am,0,Upeneichthys lineatus
Fis-28923,210,Japan,NA,179053,NA,am,0,Helcogramma gymnauchen
Fis-28933,1e3,Gaviota,53027115.7928,183436,NA,am,0,Gnathophis cinctus
Fis-28942,210,Japan,NA,183575,NA,am,0,Cheilopogon dorsomacula
Fis-28975,162,New Zealand,NA,69740895,NA,am,0,Xenisthmus polyzonatus
Fis-28975,210,Japan,NA,69740895,NA,am,0,Xenisthmus polyzonatus
Fis-28978,1e3,Gaviota,53027115.7928,154992,NA,am,0,Lophiodes caulinaris
Fis-29016,112,Cuba,NA,184005,NA,am,0,Lepophidium pardale
Fis-29084,210,Japan,NA,179112,NA,am,0,Enneapterygius hemimelas
Fis-29085,210,Japan,NA,179074,NA,am,0,Enneapterygius minutus
Fis-29088,210,Japan,NA,178989,NA,am,0,Helcogramma hudsoni
Fis-29092,162,New Zealand,NA,65349869,NA,am,0,Centriscops humerosus
Fis-29097,162,New Zealand,NA,17177,NA,am,0.2,Phyllopteryx taeniolatus
Fis-29098,162,New Zealand,NA,20318,NA,am,0.4,Solegnathus spinosissimus
Fis-29099,210,Japan,NA,69583447,NA,am,0,Pseudoplesiops annae
Fis-29174,162,New Zealand,NA,69922114,NA,am,0,Brachaluteres jacksonianus
Fis-29174,210,Japan,NA,69922114,NA,am,0,Brachaluteres jacksonianus
Fis-29185,162,New Zealand,NA,154771,NA,am,0,Anoplocapros inermis
Fis-29191,162,New Zealand,NA,155056,NA,am,0,Cyttus novaezealandiae
Fis-29250,210,Japan,NA,172359,NA,am,0,Ambassis nalua
Fis-29263,112,Cuba,NA,154820,NA,am,0,Alepisaurus ferox
Fis-29263,162,New Zealand,NA,154820,NA,am,0,Alepisaurus ferox
Fis-29263,210,Japan,NA,154820,NA,am,0,Alepisaurus ferox
Fis-29263,1e3,Gaviota,72766378.8232,154820,NA,am,0,Alepisaurus ferox
Fis-29274,210,Japan,NA,166184,NA,am,0.6,Anguilla japonica
Fis-29276,162,New Zealand,NA,194360,NA,am,0,Aphareus rutilans
Fis-29276,210,Japan,NA,194360,NA,am,0,Aphareus rutilans
Fis-29278,162,New Zealand,NA,194379,NA,am,0,Aprion virescens
Fis-29278,210,Japan,NA,194379,NA,am,0,Aprion virescens
Fis-29290,112,Cuba,NA,18253276,NA,am,0,Argyropelecus aculeatus
Fis-29290,162,New Zealand,NA,18253276,NA,am,0,Argyropelecus aculeatus
Fis-29290,210,Japan,NA,18253276,NA,am,0,Argyropelecus aculeatus
Fis-29290,1e3,Gaviota,72701894.3168,18253276,NA,am,0,Argyropelecus aculeatus
Fis-29291,112,Cuba,NA,190118,NA,am,0,Argyropelecus affinis
Fis-29291,162,New Zealand,NA,190118,NA,am,0,Argyropelecus affinis
Fis-29291,210,Japan,NA,190118,NA,am,0,Argyropelecus affinis
Fis-29291,1e3,Gaviota,72701894.3168,190118,NA,am,0,Argyropelecus affinis
Fis-29292,112,Cuba,NA,16407630,NA,am,0,Ariomma bondi
Fis-29301,112,Cuba,NA,16421352,NA,am,0,Aulostomus maculatus
Fis-29302,112,Cuba,NA,2539,NA,am,0.2,Balistes vetula
Fis-29305,210,Japan,NA,155097,NA,am,0,Caesio caerulaurea
Fis-29306,210,Japan,NA,20249446,NA,am,0,Caesio lunaris
Fis-29309,210,Japan,NA,20250059,NA,am,0,Caesio teres
Fis-29316,112,Cuba,NA,16432098,NA,am,0,Caulolatilus intermedius
Fis-29349,210,Japan,NA,166216,NA,am,0,Coilia grayii
Fis-29358,112,Cuba,NA,170350,NA,am,0,Coryphaena equiselis
Fis-29358,162,New Zealand,NA,170350,NA,am,0,Coryphaena equiselis
Fis-29358,210,Japan,NA,170350,NA,am,0,Coryphaena equiselis
Fis-29358,1e3,Gaviota,72766378.8232,170350,NA,am,0,Coryphaena equiselis
Fis-29360,112,Cuba,NA,16439534,NA,am,0,Cyclopsetta chittendeni
Fis-29375,210,Japan,NA,154999,NA,am,0,Etelis carbunculus
Fis-29427,112,Cuba,NA,15599060,NA,am,0,Lampanyctus alatus
Fis-29427,162,New Zealand,NA,15599060,NA,am,0,Lampanyctus alatus
Fis-29427,210,Japan,NA,15599060,NA,am,0,Lampanyctus alatus
Fis-29428,112,Cuba,NA,193267,NA,am,0,Leiostomus xanthurus
Fis-29435,112,Cuba,NA,16545046,NA,am,0.6,Lopholatilus chamaeleonticeps
Fis-29439,210,Japan,NA,194335,NA,am,0,Lutjanus lutjanus
Fis-29444,210,Japan,NA,194348,NA,am,0,Macolor macularis
Fis-29454,112,Cuba,NA,135567,NA,am,0,Mugil cephalus
Fis-29454,162,New Zealand,NA,135567,NA,am,0,Mugil cephalus
Fis-29454,210,Japan,NA,135567,NA,am,0,Mugil cephalus
Fis-29454,1e3,Gaviota,46512250.4288,135567,NA,am,0,Mugil cephalus
Fis-29466,210,Japan,NA,194353,NA,am,0,Paracaesio gonzalesi
Fis-29467,210,Japan,NA,194391,NA,am,0,Paracaesio kusakarii
Fis-29468,162,New Zealand,NA,194339,NA,am,0,Paracaesio sordida
Fis-29468,210,Japan,NA,194339,NA,am,0,Paracaesio sordida
Fis-29469,210,Japan,NA,194380,NA,am,0,Paracaesio stonei
Fis-29470,112,Cuba,NA,190358,NA,am,0,Paralichthys albigutta
Fis-29483,210,Japan,NA,69545534,NA,am,0,Priacanthus macracanthus
Fis-29487,162,New Zealand,NA,194401,NA,am,0,Pristipomoides flavipinnis
Fis-29487,210,Japan,NA,194401,NA,am,0,Pristipomoides flavipinnis
Fis-29488,210,Japan,NA,194383,NA,am,0,Pristipomoides typus
Fis-29523,112,Cuba,NA,195097,NA,am,0,Seriola lalandi
Fis-29523,162,New Zealand,NA,195097,NA,am,0,Seriola lalandi
Fis-29523,210,Japan,NA,195097,NA,am,0,Seriola lalandi
Fis-29523,1e3,Gaviota,59555345.1944,195097,NA,am,0,Seriola lalandi
Fis-29563,112,Cuba,NA,44463,NA,am,0.4,Thalassophryne uranoscopus
Fis-29577,112,Cuba,NA,47141293,NA,am,0,Acanthemblemaria chaplini
Fis-29594,1e3,Gaviota,46576734.9352,234,NA,am,0,Acipenser transmontanus
Fis-29601,112,Cuba,NA,60469186,NA,am,0,Alepisaurus brevirostris
Fis-29601,162,New Zealand,NA,60469186,NA,am,0,Alepisaurus brevirostris
Fis-29601,210,Japan,NA,60469186,NA,am,0,Alepisaurus brevirostris
Fis-29601,1e3,Gaviota,52204163.3128,60469186,NA,am,0,Alepisaurus brevirostris
Fis-29630,112,Cuba,NA,190269,NA,am,0,Anchoa colonensis
Fis-29631,112,Cuba,NA,16406525,NA,am,0,Anchoa lamprotaenia
Fis-29643,112,Cuba,NA,16406968,NA,am,0,Antennarius pauciradiatus
Fis-29648,112,Cuba,NA,16407132,NA,am,0,Antigonia capros
Fis-29648,162,New Zealand,NA,16407132,NA,am,0,Antigonia capros
Fis-29648,210,Japan,NA,16407132,NA,am,0,Antigonia capros
Fis-29649,112,Cuba,NA,154928,NA,am,0,Antigonia combatia
Fis-29660,112,Cuba,NA,185926,NA,am,0,Apogon lachneri
Fis-29662,112,Cuba,NA,185934,NA,am,0,Apogon phenax
Fis-29663,112,Cuba,NA,185938,NA,am,0,Apogon pillionatus
Fis-29664,112,Cuba,NA,190973,NA,am,0,Apogon planifrons
Fis-29667,1e3,Gaviota,53027115.7928,183969,NA,am,0,Argentina sialis
Fis-29669,112,Cuba,NA,18253282,NA,am,0,Argyropelecus gigas
Fis-29669,162,New Zealand,NA,18253282,NA,am,0,Argyropelecus gigas
Fis-29669,210,Japan,NA,18253282,NA,am,0,Argyropelecus gigas
Fis-29669,1e3,Gaviota,69241935.8,18253282,NA,am,0,Argyropelecus gigas
Fis-29687,1e3,Gaviota,33442988.7192,183827,NA,am,0,Atherinopsis californiensis
Fis-29704,1e3,Gaviota,33442988.7192,65134524,NA,am,0,Aulorhynchus flavidus
Fis-29723,112,Cuba,NA,198761,NA,am,0,Bathophilus nigerrimus
Fis-29723,162,New Zealand,NA,198761,NA,am,0,Bathophilus nigerrimus
Fis-29723,210,Japan,NA,198761,NA,am,0,Bathophilus nigerrimus
Fis-29723,1e3,Gaviota,52204163.3128,198761,NA,am,0,Bathophilus nigerrimus
Fis-29724,112,Cuba,NA,190959,NA,am,0,Bathygobius mystacium
Fis-29730,112,Cuba,NA,16425187,NA,am,0,Bembrops anatirostris
Fis-29731,112,Cuba,NA,198578,NA,am,0,Beryx decadactylus
Fis-29731,162,New Zealand,NA,198578,NA,am,0,Beryx decadactylus
Fis-29731,210,Japan,NA,198578,NA,am,0,Beryx decadactylus
Fis-29731,1e3,Gaviota,66096377.502399996,198578,NA,am,0,Beryx decadactylus
Fis-29732,112,Cuba,NA,16425354,NA,am,0,Beryx splendens
Fis-29732,162,New Zealand,NA,16425354,NA,am,0,Beryx splendens
Fis-29732,210,Japan,NA,16425354,NA,am,0,Beryx splendens
Fis-29732,1e3,Gaviota,66096377.502399996,16425354,NA,am,0,Beryx splendens
Fis-29734,112,Cuba,NA,185947,NA,am,0,Bollmannia communis
Fis-29738,112,Cuba,NA,154997,NA,am,0,Bregmaceros atlanticus
Fis-29738,162,New Zealand,NA,154997,NA,am,0,Bregmaceros atlanticus
Fis-29738,210,Japan,NA,154997,NA,am,0,Bregmaceros atlanticus
Fis-29740,112,Cuba,NA,191208,NA,am,0,Brevoortia patronus
Fis-29741,112,Cuba,NA,190185,NA,am,0,Brevoortia smithi
Fis-29750,112,Cuba,NA,199390,NA,am,0,Callechelys muraena
Fis-29756,112,Cuba,NA,199347,NA,am,0,Caralophia loxochila
Fis-29760,210,Japan,NA,20429438,NA,am,0,Carangoides dinema
Fis-29762,162,New Zealand,NA,20430679,NA,am,0,Caranx melampygus
Fis-29762,210,Japan,NA,20430679,NA,am,0,Caranx melampygus
Fis-29763,210,Japan,NA,20429950,NA,am,0,Carangoides plagiotaenia
Fis-29766,162,New Zealand,NA,155130,NA,am,0,Caranx sexfasciatus
Fis-29766,210,Japan,NA,155130,NA,am,0,Caranx sexfasciatus
Fis-29767,162,New Zealand,NA,20430011,NA,am,0,Carangoides talamparoides
Fis-29767,210,Japan,NA,20430011,NA,am,0,Carangoides talamparoides
Fis-29768,162,New Zealand,NA,20430800,NA,am,0,Caranx tille
Fis-29768,210,Japan,NA,20430800,NA,am,0,Caranx tille
Fis-29786,112,Cuba,NA,191831,NA,am,0,Centropomus ensiferus
Fis-29787,112,Cuba,NA,190327,NA,am,0,Centropomus parallelus
Fis-29788,112,Cuba,NA,191833,NA,am,0,Centropomus pectinatus
Fis-29792,112,Cuba,NA,46104127,NA,am,0,Chaenopsis ocellata
Fis-29795,112,Cuba,NA,15601985,NA,am,0,Chascanopsetta lugubris
Fis-29795,210,Japan,NA,15601985,NA,am,0,Chascanopsetta lugubris
Fis-29801,112,Cuba,NA,190324,NA,am,0,Chauliodus sloani
Fis-29801,162,New Zealand,NA,190324,NA,am,0,Chauliodus sloani
Fis-29801,210,Japan,NA,190324,NA,am,0,Chauliodus sloani
Fis-29801,1e3,Gaviota,72701894.3168,190324,NA,am,0,Chauliodus sloani
Fis-29858,210,Japan,NA,62223,NA,am,0,Coregonus sardinella
Fis-29863,112,Cuba,NA,190420,NA,am,0,Corniger spinosus
Fis-29865,112,Cuba,NA,185962,NA,am,0,Coryphopterus dicrus
Fis-29867,112,Cuba,NA,185956,NA,am,0.4,Coryphopterus venezuelae
Fis-29868,112,Cuba,NA,155021,NA,am,0.4,Coryphopterus hyalinus
Fis-29870,112,Cuba,NA,185959,NA,am,0,Coryphopterus punctipectophorus
Fis-29876,1e3,Gaviota,39984021.0272,185142,NA,am,0,Cryptotrema corallinum
Fis-29877,112,Cuba,NA,190067,NA,am,0,Cryptopsaras couesii
Fis-29877,162,New Zealand,NA,190067,NA,am,0,Cryptopsaras couesii
Fis-29877,210,Japan,NA,190067,NA,am,0,Cryptopsaras couesii
Fis-29877,1e3,Gaviota,72766378.8232,190067,NA,am,0,Cryptopsaras couesii
Fis-29880,112,Cuba,NA,198757,NA,am,0,Cyclothone braueri
Fis-29880,162,New Zealand,NA,198757,NA,am,0,Cyclothone braueri
Fis-29880,210,Japan,NA,198757,NA,am,0,Cyclothone braueri
Fis-29880,1e3,Gaviota,72766378.8232,198757,NA,am,0,Cyclothone braueri
Fis-29881,1e3,Gaviota,46576734.9352,192929,NA,am,0,Cymatogaster aggregata
Fis-29882,112,Cuba,NA,196690,NA,am,0,Cynoscion arenarius
Fis-29903,112,Cuba,NA,47143394,NA,am,0,Dactyloscopus crossotus
Fis-29904,112,Cuba,NA,46104167,NA,am,0,Dactyloscopus tridigitatus
Fis-29908,210,Japan,NA,20431518,NA,am,0,Decapterus macrosoma
Fis-29912,112,Cuba,NA,193668,NA,am,0,Diodon hystrix
Fis-29912,162,New Zealand,NA,193668,NA,am,0,Diodon hystrix
Fis-29912,210,Japan,NA,193668,NA,am,0,Diodon hystrix
Fis-29912,1e3,Gaviota,19486290.023199998,193668,NA,am,0,Diodon hystrix
Fis-29926,112,Cuba,NA,199278,NA,am,0,Dysomma anguillare
Fis-29926,162,New Zealand,NA,199278,NA,am,0,Dysomma anguillare
Fis-29926,210,Japan,NA,199278,NA,am,0,Dysomma anguillare
Fis-29940,112,Cuba,NA,46104136,NA,am,0,Emblemaria pandionis
Fis-29944,112,Cuba,NA,195691,NA,am,0,Enchelycore carychroa
Fis-29948,1e3,Gaviota,53027115.7928,183856,NA,am,0,Engraulis mordax
Fis-29950,112,Cuba,NA,178910,NA,am,0,Enneanectes boehlkei
Fis-29952,112,Cuba,NA,198652,NA,am,0,Epigonus denticulatus
Fis-29952,210,Japan,NA,198652,NA,am,0,Epigonus denticulatus
Fis-29965,162,New Zealand,NA,194350,NA,am,0,Etelis radiosus
Fis-29965,210,Japan,NA,194350,NA,am,0,Etelis radiosus
Fis-30014,112,Cuba,NA,15521852,NA,am,0,Euleptorhamphus velox
Fis-30017,112,Cuba,NA,190163,NA,am,0,Exocoetus obtusirostris
Fis-30017,162,New Zealand,NA,190163,NA,am,0,Exocoetus obtusirostris
Fis-30017,210,Japan,NA,190163,NA,am,0,Exocoetus obtusirostris
Fis-30017,1e3,Gaviota,33442988.7192,190163,NA,am,0,Exocoetus obtusirostris
Fis-30018,112,Cuba,NA,198566,NA,am,0,Exocoetus volitans
Fis-30018,162,New Zealand,NA,198566,NA,am,0,Exocoetus volitans
Fis-30018,210,Japan,NA,198566,NA,am,0,Exocoetus volitans
Fis-30018,1e3,Gaviota,33442988.7192,198566,NA,am,0,Exocoetus volitans
Fis-30019,112,Cuba,NA,16781113,NA,am,0,Fistularia petimba
Fis-30019,162,New Zealand,NA,16781113,NA,am,0,Fistularia petimba
Fis-30019,210,Japan,NA,16781113,NA,am,0,Fistularia petimba
Fis-30020,112,Cuba,NA,16781124,NA,am,0,Fistularia tabacaria
Fis-30039,210,Japan,NA,8951,NA,am,0,Gasterosteus aculeatus
Fis-30039,1e3,Gaviota,46512250.4288,8951,NA,am,0,Gasterosteus aculeatus
Fis-30041,112,Cuba,NA,16509126,NA,am,0,Gempylus serpens
Fis-30041,162,New Zealand,NA,16509126,NA,am,0,Gempylus serpens
Fis-30041,210,Japan,NA,16509126,NA,am,0,Gempylus serpens
Fis-30041,1e3,Gaviota,72766378.8232,16509126,NA,am,0,Gempylus serpens
Fis-30042,1e3,Gaviota,33442988.7192,178917,NA,am,0,Gibbonsia metzi
Fis-30043,1e3,Gaviota,33442988.7192,178902,NA,am,0,Gibbonsia montereyensis
Fis-30050,112,Cuba,NA,46104170,NA,am,0,Gillellus greyae
Fis-30051,112,Cuba,NA,46104173,NA,am,0,Gillellus uranidea
Fis-30052,1e3,Gaviota,33442988.7192,184044,NA,am,0,Gillichthys mirabilis
Fis-30053,112,Cuba,NA,155296,NA,am,0,Glossanodon pygmaeus
Fis-30054,112,Cuba,NA,61984292,NA,am,0,Gnatholepis thompsoni
Fis-30056,112,Cuba,NA,199270,NA,am,0,Gnathophis bracheatopos
Fis-30060,112,Cuba,NA,186005,NA,am,0,Gobiesox strumosus
Fis-30060,1e3,Gaviota,33442988.7192,186005,NA,am,0,Gobiesox strumosus
Fis-30061,112,Cuba,NA,186007,NA,am,0,Gobioides broussonnetii
Fis-30062,112,Cuba,NA,186008,NA,am,0,Gobiomorus dormitor
Fis-30075,112,Cuba,NA,190471,NA,am,0,Gonostoma denudatum
Fis-30076,112,Cuba,NA,199267,NA,am,0,Gordiichthys irretitus
Fis-30081,112,Cuba,NA,195738,NA,am,0,Gymnothorax hubbsi
Fis-30082,112,Cuba,NA,195771,NA,am,0,Gymnothorax ocellatus
Fis-30083,112,Cuba,NA,195796,NA,am,0,Gymnothorax saxicola
Fis-30084,112,Cuba,NA,190481,NA,am,0,Haemulon aurolineatum
Fis-30087,112,Cuba,NA,190478,NA,am,0,Harengula jaguana
Fis-30096,1e3,Gaviota,59787768.563999996,183767,NA,am,0,Hemiramphus saltator
Fis-30110,112,Cuba,NA,18127836,NA,am,0,Himantolophus groenlandicus
Fis-30110,162,New Zealand,NA,18127836,NA,am,0,Himantolophus groenlandicus
Fis-30110,210,Japan,NA,18127836,NA,am,0,Himantolophus groenlandicus
Fis-30112,112,Cuba,NA,10066,NA,am,0.4,Hippocampus erectus
Fis-30113,1e3,Gaviota,39984021.0272,10072,NA,am,0.4,Hippocampus ingens
Fis-30115,112,Cuba,NA,10082,NA,am,0.4,Hippocampus reidi
Fis-30116,112,Cuba,NA,10089,NA,am,0.4,Hippocampus zosterae
Fis-30122,112,Cuba,NA,190142,NA,am,0,Hoplunnis tenuis
Fis-30130,112,Cuba,NA,198596,NA,am,0,Hymenocephalus italicus
Fis-30152,112,Cuba,NA,155253,NA,am,0,Jenkinsia majua
Fis-30155,1e3,Gaviota,53027115.7928,184006,NA,am,0,Kathetostoma averruncus
Fis-30202,112,Cuba,NA,190244,NA,am,0,Lepophidium jeannae
Fis-30223,210,Japan,NA,16719839,NA,am,0,Lethrinus amboinensis
Fis-30224,210,Japan,NA,16719843,NA,am,0,Lethrinus atkinsoni
Fis-30229,210,Japan,NA,16719994,NA,am,0,Lethrinus erythracanthus
Fis-30230,210,Japan,NA,16720002,NA,am,0,Lethrinus erythropterus
Fis-30231,162,New Zealand,NA,154951,NA,am,0,Lethrinus genivittatus
Fis-30231,210,Japan,NA,154951,NA,am,0,Lethrinus genivittatus
Fis-30234,210,Japan,NA,16720083,NA,am,0,Lethrinus microdon
Fis-30235,210,Japan,NA,16720328,NA,am,0,Lethrinus olivaceus
Fis-30236,210,Japan,NA,16720345,NA,am,0,Lethrinus ornatus
Fis-30237,210,Japan,NA,155115,NA,am,0,Lethrinus reticulatus
Fis-30238,210,Japan,NA,16720528,NA,am,0,Lethrinus rubrioperculatus
Fis-30239,210,Japan,NA,16720537,NA,am,0,Lethrinus semicinctus
Fis-30240,210,Japan,NA,16720568,NA,am,0,Lethrinus variegatus
Fis-30241,210,Japan,NA,16720577,NA,am,0,Lethrinus xanthochilus
Fis-30247,112,Cuba,NA,154649,NA,am,0,Lophius gastrophysus
Fis-30248,112,Cuba,NA,190207,NA,am,0,Lophotus lacepede
Fis-30248,1e3,Gaviota,72766378.8232,190207,NA,am,0,Lophotus lacepede
Fis-30255,112,Cuba,NA,190116,NA,am,0,Luvarus imperialis
Fis-30255,210,Japan,NA,190116,NA,am,0,Luvarus imperialis
Fis-30255,1e3,Gaviota,72766378.8232,190116,NA,am,0,Luvarus imperialis
Fis-30270,112,Cuba,NA,186033,NA,am,0,Lythrypnus nesiotes
Fis-30275,112,Cuba,NA,46104251,NA,am,0,Malacoctenus aurolineatus
Fis-30276,112,Cuba,NA,46104272,NA,am,0,Malacoctenus triangulatus
Fis-30294,112,Cuba,NA,186035,NA,am,0,Microgobius carri
Fis-30295,112,Cuba,NA,186038,NA,am,0,Microgobius microlepis
Fis-30318,112,Cuba,NA,183929,NA,am,0,Mugil hospes
Fis-30319,112,Cuba,NA,16545072,NA,am,0,Mullus auratus
Fis-30334,112,Cuba,NA,199106,NA,am,0,Myrophis punctatus
Fis-30341,112,Cuba,NA,16509242,NA,am,0,Nealotus tripes
Fis-30341,162,New Zealand,NA,16509242,NA,am,0,Nealotus tripes
Fis-30341,210,Japan,NA,16509242,NA,am,0,Nealotus tripes
