"country","commodity","year","value","category"
"Namibia","Fish liver oils, nei","1995",,"oil"
"Nepal","Fish body oils, nei","1995",,"oil"
"Netherlands","Fish body oils, nei","1995",16684,"oil"
"Netherlands","Fish liver oils, nei","1995",3478,"oil"
"Netherlands","Halibuts, liver oils","1995",24,"oil"
"Netherlands Antilles","Fish body oils, nei","1995",,"oil"
"Netherlands Antilles","Fish liver oils, nei","1995",,"oil"
"New Caledonia","Fish body oils, nei","1995",,"oil"
"New Zealand","Cod liver oil","1995",168,"oil"
"New Zealand","Fish body oils, nei","1995",1430,"oil"
"New Zealand","Fish liver oils, nei","1995",,"oil"
"Nicaragua","Fish liver oils, nei","1995",,"oil"
"Niger","Fish liver oils, nei","1995",,"oil"
"Nigeria","Fish liver oils, nei","1995",,"oil"
"Norway","Cod liver oil","1995",5196,"oil"
"Norway","Fish body oils, nei","1995",300,"oil"
"Norway","Fish liver oils, nei","1995",3470,"oil"
"Norway","Herring oil","1995",33273,"oil"
"Norway","Shark oil","1995",909,"oil"
"Oman","Fish body oils, nei","1995",23,"oil"
"Oman","Fish liver oils, nei","1995",,"oil"
"Pakistan","Cod liver oil","1995",0,"oil"
"Pakistan","Fish body oils, nei","1995",,"oil"
"Pakistan","Fish liver oils, nei","1995",,"oil"
"Panama","Fish body oils, nei","1995",1868,"oil"
"Papua New Guinea","Fish body oils, nei","1995",,"oil"
"Papua New Guinea","Fish liver oils, nei","1995",0,"oil"
"Peru","Fish body oils, nei","1995",61180,"oil"
"Peru","Fish liver oils, nei","1995",206,"oil"
"Philippines","Fish body oils, nei","1995",,"oil"
"Philippines","Fish liver oils, nei","1995",,"oil"
"Philippines","Shark liver oil","1995",109,"oil"
"Poland","Fish body oils, nei","1995",16,"oil"
"Poland","Fish liver oils, nei","1995",,"oil"
"Poland","Halibuts, liver oils","1995",,"oil"
"Portugal","Cod liver oil","1995",0,"oil"
"Portugal","Fish body oils, nei","1995",300,"oil"
"Portugal","Fish liver oils, nei","1995",5135,"oil"
"Portugal","Halibuts, liver oils","1995",872,"oil"
"Portugal","Sardine oil","1995",0,"oil"
"Portugal","Shark liver oil","1995",0,"oil"
"Romania","Fish body oils, nei","1995",,"oil"
"Romania","Fish liver oils, nei","1995",,"oil"
"Russian Federation","Fish body oils, nei","1995",685,"oil"
"Russian Federation","Fish liver oils, nei","1995",54,"oil"
"Réunion","Fish body oils, nei","1995",0,"oil"
"Saint Helena","Fish body oils, nei","1995",,"oil"
"Saint Vincent/Grenadines","Fish body oils, nei","1995",1,"oil"
"Saint Vincent/Grenadines","Fish liver oils, nei","1995",0,"oil"
"Sao Tome and Principe","Fish liver oils, nei","1995",9,"oil"
"Saudi Arabia","Fish body oils, nei","1995",,"oil"
"Saudi Arabia","Fish liver oils, nei","1995",,"oil"
"Senegal","Clupeoid oils, nei","1995",,"oil"
"Senegal","Fish body oils, nei","1995",,"oil"
"Senegal","Fish liver oils, nei","1995",100,"oil"
"Serbia","Fish body oils, nei","1995",,"oil"
"Serbia","Fish liver oils, nei","1995",,"oil"
"Serbia and Montenegro","Fish body oils, nei","1995",,"oil"
"Serbia and Montenegro","Fish liver oils, nei","1995",,"oil"
"Seychelles","Fish body oils, nei","1995",,"oil"
"Sierra Leone","Fish body oils, nei","1995",,"oil"
"Singapore","Fish body oils, nei","1995",14,"oil"
"Singapore","Fish liver oils, nei","1995",190,"oil"
"Slovakia","Fish body oils, nei","1995",,"oil"
"Slovakia","Fish liver oils, nei","1995",,"oil"
"Slovenia","Fish body oils, nei","1995",,"oil"
"Slovenia","Fish liver oils, nei","1995",,"oil"
"South Africa","Fish body oils, nei","1995",280,"oil"
"South Africa","Fish liver oils, nei","1995",4,"oil"
"Spain","Fish body oils, nei","1995",1269,"oil"
"Spain","Fish liver oils, nei","1995",5465,"oil"
"Sri Lanka","Fish body oils, nei","1995",,"oil"
"Sri Lanka","Fish liver oils, nei","1995",28,"oil"
"Swaziland","Fish liver oils, nei","1995",,"oil"
"Sweden","Fish body oils, nei","1995",4149,"oil"
"Sweden","Fish liver oils, nei","1995",745,"oil"
"Sweden","Halibuts, liver oils","1995",16,"oil"
"Switzerland","Fish body oils, nei","1995",71,"oil"
"Switzerland","Fish liver oils, nei","1995",81,"oil"
"Syrian Arab Republic","Fish body oils, nei","1995",10,"oil"
"Taiwan Province of China","Fish body oils, nei","1995",897,"oil"
"Taiwan Province of China","Fish liver oils, nei","1995",4,"oil"
"Tanzania, United Rep. of","Fish body oils, nei","1995",,"oil"
"Tanzania, United Rep. of","Fish liver oils, nei","1995",,"oil"
"Thailand","Cod liver oil","1995",0,"oil"
"Thailand","Fish body oils, nei","1995",188,"oil"
"Thailand","Fish liver oils, nei","1995",324,"oil"
"Togo","Fish body oils, nei","1995",,"oil"
"Trinidad and Tobago","Fish body oils, nei","1995",,"oil"
"Trinidad and Tobago","Fish liver oils, nei","1995",,"oil"
"Tunisia","Fish body oils, nei","1995",,"oil"
"Turkey","Cod liver oil","1995",32,"oil"
"Turkey","Fish body oils, nei","1995",2099,"oil"
"Turkey","Fish liver oils, nei","1995",,"oil"
"Uganda","Fish liver oils, nei","1995",,"oil"
"Ukraine","Fish body oils, nei","1995",,"oil"
"Ukraine","Fish liver oils, nei","1995",,"oil"
"Un. Sov. Soc. Rep.","Fish body oils, nei","1995",0,"oil"
"United Arab Emirates","Fish body oils, nei","1995",,"oil"
"United Arab Emirates","Fish liver oils, nei","1995",,"oil"
"United Kingdom","Fish body oils, nei","1995",12195,"oil"
"United Kingdom","Fish liver oils, nei","1995",3101,"oil"
"United Kingdom","Halibuts, liver oils","1995",247,"oil"
"United Kingdom","Herring oil","1995",0,"oil"
"United States of America","Fish body oils, nei","1995",8643,"oil"
"United States of America","Fish liver oils, nei","1995",1197,"oil"
"United States of America","Menhaden oil","1995",34357,"oil"
"Uruguay","Fish body oils, nei","1995",25,"oil"
"Uruguay","Fish liver oils, nei","1995",0,"oil"
"Uruguay","Shark liver oil","1995",0,"oil"
"Venezuela, Boliv Rep of","Cod liver oil","1995",0,"oil"
"Venezuela, Boliv Rep of","Fish body oils, nei","1995",,"oil"
"Venezuela, Boliv Rep of","Fish liver oils, nei","1995",,"oil"
"Viet Nam","Fish body oils, nei","1995",,"oil"
"Viet Nam","Fish liver oils, nei","1995",,"oil"
"Yemen","Fish body oils, nei","1995",,"oil"
"Yemen","Fish liver oils, nei","1995",,"oil"
"Zambia","Fish body oils, nei","1995",,"oil"
"Zambia","Fish liver oils, nei","1995",,"oil"
"Zimbabwe","Fish body oils, nei","1995",0,"oil"
"Algeria","Fish liver oils, nei","1996",,"oil"
"Angola","Fish body oils, nei","1996",,"oil"
"Angola","Fish liver oils, nei","1996",,"oil"
"Argentina","Fish body oils, nei","1996",178,"oil"
"Argentina","Fish liver oils, nei","1996",0,"oil"
"Argentina","Hake liver oil","1996",,"oil"
"Australia","Fish body oils, nei","1996",96,"oil"
"Australia","Fish liver oils, nei","1996",1530,"oil"
"Austria","Fish body oils, nei","1996",179,"oil"
"Austria","Fish liver oils, nei","1996",10,"oil"
"Austria","Halibuts, liver oils","1996",,"oil"
"Azerbaijan","Fish body oils, nei","1996",,"oil"
"Bahrain","Fish body oils, nei","1996",,"oil"
"Bangladesh","Fish body oils, nei","1996",,"oil"
"Barbados","Fish liver oils, nei","1996",,"oil"
"Belarus","Fish body oils, nei","1996",,"oil"
"Belarus","Fish liver oils, nei","1996",,"oil"
"Belgium","Fish body oils, nei","1996",1268,"oil"
"Belgium","Fish liver oils, nei","1996",141,"oil"
"Belgium","Halibuts, liver oils","1996",,"oil"
"Belize","Fish body oils, nei","1996",,"oil"
"Bermuda","Fish body oils, nei","1996",,"oil"
"Bosnia and Herzegovina","Fish body oils, nei","1996",,"oil"
"Botswana","Fish body oils, nei","1996",0,"oil"
"Botswana","Fish liver oils, nei","1996",,"oil"
"Brazil","Cod liver oil","1996",0,"oil"
"Brazil","Fish body oils, nei","1996",,"oil"
"Brazil","Fish liver oils, nei","1996",,"oil"
"Bulgaria","Fish body oils, nei","1996",0,"oil"
"Cameroon","Fish liver oils, nei","1996",0,"oil"
"Canada","Cod liver oil","1996",84,"oil"
"Canada","Fish body oils, nei","1996",632,"oil"
"Canada","Fish liver oils, nei","1996",20,"oil"
"Canada","Herring oil","1996",2721,"oil"
"Chile","Fish body oils, nei","1996",41712,"oil"
"Chile","Fish liver oils, nei","1996",0,"oil"
"China","Fish body oils, nei","1996",25,"oil"
"China","Fish liver oils, nei","1996",412,"oil"
"China, Hong Kong SAR","Fish body oils, nei","1996",0,"oil"
"China, Macao SAR","Fish body oils, nei","1996",0,"oil"
"China, Macao SAR","Fish liver oils, nei","1996",,"oil"
"Colombia","Cod liver oil","1996",0,"oil"
"Colombia","Fish body oils, nei","1996",30,"oil"
"Colombia","Fish liver oils, nei","1996",1,"oil"
"Congo, Republic of","Fish body oils, nei","1996",0,"oil"
"Congo, Republic of","Fish liver oils, nei","1996",0,"oil"
"Costa Rica","Fish body oils, nei","1996",,"oil"
"Costa Rica","Fish liver oils, nei","1996",17,"oil"
"Croatia","Fish body oils, nei","1996",9,"oil"
"Croatia","Fish liver oils, nei","1996",,"oil"
"Curaçao","Fish liver oils, nei","1996",,"oil"
"Cyprus","Fish body oils, nei","1996",,"oil"
"Cyprus","Fish liver oils, nei","1996",0,"oil"
"Czech Republic","Fish body oils, nei","1996",1,"oil"
"Czech Republic","Fish liver oils, nei","1996",15,"oil"
"Côte d'Ivoire","Fish body oils, nei","1996",,"oil"
"Côte d'Ivoire","Fish liver oils, nei","1996",66,"oil"
"Denmark","Fish body oils, nei","1996",51611,"oil"
"Denmark","Fish liver oils, nei","1996",341,"oil"
"Denmark","Halibuts, liver oils","1996",,"oil"
"Denmark","Herring oil","1996",0,"oil"
"Dominican Republic","Fish body oils, nei","1996",,"oil"
"Dominican Republic","Fish liver oils, nei","1996",,"oil"
"Ecuador","Fish body oils, nei","1996",153,"oil"
"Ecuador","Fish liver oils, nei","1996",30,"oil"
"Egypt","Fish body oils, nei","1996",,"oil"
"Egypt","Fish liver oils, nei","1996",,"oil"
"El Salvador","Fish body oils, nei","1996",0,"oil"
"El Salvador","Fish liver oils, nei","1996",0,"oil"
"Estonia","Fish body oils, nei","1996",8,"oil"
"Estonia","Fish liver oils, nei","1996",1,"oil"
"Faroe Islands","Fish body oils, nei","1996",3967,"oil"
"Faroe Islands","Fish liver oils, nei","1996",456,"oil"
"Fiji, Republic of","Fish body oils, nei","1996",0,"oil"
"Finland","Fish body oils, nei","1996",3,"oil"
"Finland","Fish liver oils, nei","1996",24,"oil"
"Finland","Halibuts, liver oils","1996",22,"oil"
"France","Fish body oils, nei","1996",8603,"oil"
"France","Fish liver oils, nei","1996",946,"oil"
"France","Halibuts, liver oils","1996",4,"oil"
"Georgia","Fish body oils, nei","1996",,"oil"
"Germany","Fish body oils, nei","1996",2958,"oil"
"Germany","Fish liver oils, nei","1996",604,"oil"
"Germany","Halibuts, liver oils","1996",0,"oil"
"Ghana","Fish body oils, nei","1996",,"oil"
"Ghana","Fish liver oils, nei","1996",,"oil"
"Greece","Fish body oils, nei","1996",0,"oil"
"Greece","Fish liver oils, nei","1996",19,"oil"
"Greenland","Fish body oils, nei","1996",,"oil"
"Greenland","Fish liver oils, nei","1996",,"oil"
"Greenland","Herring oil","1996",0,"oil"
"Guatemala","Fish body oils, nei","1996",0,"oil"
"Guatemala","Fish liver oils, nei","1996",,"oil"
"Guyana","Fish liver oils, nei","1996",,"oil"
"Honduras","Fish body oils, nei","1996",,"oil"
"Honduras","Fish liver oils, nei","1996",0,"oil"
"Hungary","Fish body oils, nei","1996",,"oil"
"Hungary","Fish liver oils, nei","1996",1,"oil"
"Hungary","Halibuts, liver oils","1996",,"oil"
"Iceland","Capelin oil","1996",42462,"oil"
"Iceland","Cod liver oil","1996",4766,"oil"
"Iceland","Fish body oils, nei","1996",371,"oil"
"Iceland","Fish liver oils, nei","1996",149,"oil"
"Iceland","Herring oil","1996",10841,"oil"
"Iceland","Redfish oil","1996",37,"oil"
"India","Cod liver oil","1996",,"oil"
"India","Fish body oils, nei","1996",51,"oil"
"India","Fish liver oils, nei","1996",112,"oil"
"India","Sardine oil","1996",,"oil"
"India","Squid oil","1996",,"oil"
"Indonesia","Cod liver oil","1996",157,"oil"
"Indonesia","Fish body oils, nei","1996",0.1,"oil"
"Indonesia","Fish liver oils, nei","1996",671,"oil"
"Iran (Islamic Rep. of)","Fish body oils, nei","1996",,"oil"
"Iran (Islamic Rep. of)","Fish liver oils, nei","1996",0,"oil"
"Ireland","Fish body oils, nei","1996",618,"oil"
"Ireland","Fish liver oils, nei","1996",41,"oil"
"Ireland","Halibuts, liver oils","1996",,"oil"
"Israel","Fish body oils, nei","1996",,"oil"
"Israel","Fish liver oils, nei","1996",,"oil"
"Italy","Fish body oils, nei","1996",18,"oil"
"Italy","Fish liver oils, nei","1996",98,"oil"
"Italy","Halibuts, liver oils","1996",,"oil"
"Japan","Cod liver oil","1996",0,"oil"
"Japan","Fish body oils, nei","1996",7633,"oil"
"Japan","Fish liver oils, nei","1996",2504,"oil"
"Kazakhstan","Fish body oils, nei","1996",,"oil"
"Kenya","Fish body oils, nei","1996",,"oil"
"Kenya","Fish liver oils, nei","1996",,"oil"
"Korea, Dem. People's Rep","Fish body oils, nei","1996",0,"oil"
"Korea, Dem. People's Rep","Fish liver oils, nei","1996",,"oil"
"Korea, Republic of","Fish body oils, nei","1996",960,"oil"
"Korea, Republic of","Fish liver oils, nei","1996",227,"oil"
"Korea, Republic of","Shark liver oil","1996",53,"oil"
"Kuwait","Fish body oils, nei","1996",,"oil"
"Latvia","Fish body oils, nei","1996",53,"oil"
"Latvia","Fish liver oils, nei","1996",,"oil"
"Lebanon","Fish body oils, nei","1996",,"oil"
"Lebanon","Fish liver oils, nei","1996",,"oil"
"Lesotho","Fish body oils, nei","1996",,"oil"
"Lesotho","Fish liver oils, nei","1996",,"oil"
"Liberia","Fish body oils, nei","1996",,"oil"
"Libya","Fish body oils, nei","1996",,"oil"
"Libya","Fish liver oils, nei","1996",,"oil"
"Lithuania","Fish body oils, nei","1996",29,"oil"
"Lithuania","Fish liver oils, nei","1996",,"oil"
"Luxembourg","Fish body oils, nei","1996",,"oil"
"Luxembourg","Fish liver oils, nei","1996",,"oil"
"Macedonia, Fmr Yug Rp of","Fish body oils, nei","1996",,"oil"
"Macedonia, Fmr Yug Rp of","Fish liver oils, nei","1996",,"oil"
"Madagascar","Fish body oils, nei","1996",,"oil"
"Madagascar","Fish liver oils, nei","1996",,"oil"
"Madagascar","Shark oil","1996",0,"oil"
"Malaysia","Fish body oils, nei","1996",11,"oil"
"Malaysia","Fish liver oils, nei","1996",377,"oil"
"Maldives","Fish liver oils, nei","1996",,"oil"
"Maldives","Shark liver oil","1996",18,"oil"
"Malta","Fish liver oils, nei","1996",,"oil"
"Marshall Islands","Fish body oils, nei","1996",,"oil"
"Mauritania","Cod liver oil","1996",,"oil"
"Mauritania","Fish body oils, nei","1996",,"oil"
"Mauritania","Fish liver oils, nei","1996",,"oil"
"Mauritius","Fish body oils, nei","1996",,"oil"
"Mauritius","Fish liver oils, nei","1996",,"oil"
"Mexico","Cod liver oil","1996",,"oil"
"Mexico","Fish body oils, nei","1996",931,"oil"
"Mexico","Fish liver oils, nei","1996",1,"oil"
"Mongolia","Fish liver oils, nei","1996",0,"oil"
"Morocco","Fish body oils, nei","1996",1755,"oil"
"Morocco","Fish liver oils, nei","1996",,"oil"
"Mozambique","Fish body oils, nei","1996",,"oil"
"Mozambique","Fish liver oils, nei","1996",,"oil"
"Namibia","Fish body oils, nei","1996",,"oil"
"Namibia","Fish liver oils, nei","1996",,"oil"
"Nepal","Fish body oils, nei","1996",,"oil"
"Netherlands","Fish body oils, nei","1996",12791,"oil"
"Netherlands","Fish liver oils, nei","1996",4029,"oil"
"Netherlands","Halibuts, liver oils","1996",88,"oil"
"Netherlands Antilles","Fish body oils, nei","1996",,"oil"
"Netherlands Antilles","Fish liver oils, nei","1996",,"oil"
"New Caledonia","Fish body oils, nei","1996",,"oil"
"New Zealand","Cod liver oil","1996",0,"oil"
"New Zealand","Fish body oils, nei","1996",2093,"oil"
"New Zealand","Fish liver oils, nei","1996",74,"oil"
"Nicaragua","Fish liver oils, nei","1996",,"oil"
"Niger","Fish liver oils, nei","1996",,"oil"
"Nigeria","Fish liver oils, nei","1996",,"oil"
"Norway","Cod liver oil","1996",5433,"oil"
"Norway","Fish body oils, nei","1996",558,"oil"
"Norway","Fish liver oils, nei","1996",3944,"oil"
"Norway","Herring oil","1996",34100,"oil"
"Norway","Shark oil","1996",648,"oil"
"Oman","Fish body oils, nei","1996",26,"oil"
"Oman","Fish liver oils, nei","1996",,"oil"
"Pakistan","Cod liver oil","1996",0,"oil"
"Pakistan","Fish body oils, nei","1996",,"oil"
"Pakistan","Fish liver oils, nei","1996",,"oil"
"Panama","Fish body oils, nei","1996",679,"oil"
"Papua New Guinea","Fish body oils, nei","1996",,"oil"
"Papua New Guinea","Fish liver oils, nei","1996",0,"oil"
"Peru","Fish body oils, nei","1996",75223,"oil"
"Peru","Fish liver oils, nei","1996",,"oil"
"Philippines","Fish body oils, nei","1996",,"oil"
"Philippines","Fish liver oils, nei","1996",,"oil"
"Philippines","Shark liver oil","1996",47,"oil"
"Poland","Fish body oils, nei","1996",1,"oil"
"Poland","Fish liver oils, nei","1996",,"oil"
"Poland","Halibuts, liver oils","1996",,"oil"
"Portugal","Cod liver oil","1996",0,"oil"
"Portugal","Fish body oils, nei","1996",305,"oil"
"Portugal","Fish liver oils, nei","1996",6361,"oil"
"Portugal","Halibuts, liver oils","1996",0,"oil"
"Portugal","Sardine oil","1996",0,"oil"
"Portugal","Shark liver oil","1996",0,"oil"
"Romania","Fish body oils, nei","1996",,"oil"
"Romania","Fish liver oils, nei","1996",,"oil"
"Russian Federation","Fish body oils, nei","1996",1354,"oil"
"Russian Federation","Fish liver oils, nei","1996",21,"oil"
"Réunion","Fish body oils, nei","1996",0,"oil"
"Saint Helena","Fish body oils, nei","1996",,"oil"
"Saint Vincent/Grenadines","Fish body oils, nei","1996",,"oil"
"Saint Vincent/Grenadines","Fish liver oils, nei","1996",0,"oil"
"Sao Tome and Principe","Fish liver oils, nei","1996",,"oil"
"Saudi Arabia","Fish body oils, nei","1996",,"oil"
"Saudi Arabia","Fish liver oils, nei","1996",,"oil"
"Senegal","Clupeoid oils, nei","1996",,"oil"
"Senegal","Fish body oils, nei","1996",,"oil"
"Senegal","Fish liver oils, nei","1996",109,"oil"
"Serbia","Fish body oils, nei","1996",,"oil"
"Serbia","Fish liver oils, nei","1996",,"oil"
"Serbia and Montenegro","Fish body oils, nei","1996",,"oil"
"Serbia and Montenegro","Fish liver oils, nei","1996",,"oil"
"Seychelles","Fish body oils, nei","1996",,"oil"
"Sierra Leone","Fish body oils, nei","1996",,"oil"
"Singapore","Fish body oils, nei","1996",62,"oil"
"Singapore","Fish liver oils, nei","1996",84,"oil"
"Slovakia","Fish body oils, nei","1996",,"oil"
"Slovakia","Fish liver oils, nei","1996",,"oil"
"Slovenia","Fish body oils, nei","1996",0.1,"oil"
"Slovenia","Fish liver oils, nei","1996",0.1,"oil"
"South Africa","Fish body oils, nei","1996",274,"oil"
"South Africa","Fish liver oils, nei","1996",3,"oil"
"Spain","Fish body oils, nei","1996",4361,"oil"
"Spain","Fish liver oils, nei","1996",5113,"oil"
"Sri Lanka","Fish body oils, nei","1996",,"oil"
"Sri Lanka","Fish liver oils, nei","1996",81,"oil"
"Swaziland","Fish liver oils, nei","1996",,"oil"
"Sweden","Fish body oils, nei","1996",4536,"oil"
"Sweden","Fish liver oils, nei","1996",1201,"oil"
"Sweden","Halibuts, liver oils","1996",0,"oil"
"Switzerland","Fish body oils, nei","1996",55,"oil"
"Switzerland","Fish liver oils, nei","1996",2,"oil"
"Syrian Arab Republic","Fish body oils, nei","1996",0,"oil"
"Taiwan Province of China","Fish body oils, nei","1996",1071,"oil"
"Taiwan Province of China","Fish liver oils, nei","1996",57,"oil"
"Tanzania, United Rep. of","Fish body oils, nei","1996",,"oil"
"Tanzania, United Rep. of","Fish liver oils, nei","1996",,"oil"
"Thailand","Cod liver oil","1996",0,"oil"
"Thailand","Fish body oils, nei","1996",10,"oil"
"Thailand","Fish liver oils, nei","1996",438,"oil"
"Togo","Fish body oils, nei","1996",,"oil"
"Trinidad and Tobago","Fish body oils, nei","1996",,"oil"
"Trinidad and Tobago","Fish liver oils, nei","1996",,"oil"
"Tunisia","Fish body oils, nei","1996",,"oil"
"Turkey","Cod liver oil","1996",0,"oil"
"Turkey","Fish body oils, nei","1996",8,"oil"
"Turkey","Fish liver oils, nei","1996",16,"oil"
"Uganda","Fish liver oils, nei","1996",,"oil"
"Ukraine","Fish body oils, nei","1996",,"oil"
"Ukraine","Fish liver oils, nei","1996",,"oil"
"Un. Sov. Soc. Rep.","Fish body oils, nei","1996",0,"oil"
"United Arab Emirates","Fish body oils, nei","1996",,"oil"
"United Arab Emirates","Fish liver oils, nei","1996",,"oil"
"United Kingdom","Fish body oils, nei","1996",8355,"oil"
"United Kingdom","Fish liver oils, nei","1996",3301,"oil"
"United Kingdom","Halibuts, liver oils","1996",213,"oil"
"United Kingdom","Herring oil","1996",0,"oil"
"United States of America","Fish body oils, nei","1996",13414,"oil"
"United States of America","Fish liver oils, nei","1996",1102,"oil"
"United States of America","Menhaden oil","1996",21764,"oil"
"Uruguay","Fish body oils, nei","1996",24,"oil"
"Uruguay","Fish liver oils, nei","1996",0,"oil"
"Uruguay","Shark liver oil","1996",0,"oil"
"Venezuela, Boliv Rep of","Cod liver oil","1996",0,"oil"
"Venezuela, Boliv Rep of","Fish body oils, nei","1996",,"oil"
"Venezuela, Boliv Rep of","Fish liver oils, nei","1996",,"oil"
"Viet Nam","Fish body oils, nei","1996",,"oil"
"Viet Nam","Fish liver oils, nei","1996",,"oil"
"Yemen","Fish body oils, nei","1996",,"oil"
"Yemen","Fish liver oils, nei","1996",,"oil"
"Zambia","Fish body oils, nei","1996",,"oil"
"Zambia","Fish liver oils, nei","1996",,"oil"
"Zimbabwe","Fish body oils, nei","1996",0,"oil"
"Algeria","Fish liver oils, nei","1997",,"oil"
"Angola","Fish body oils, nei","1997",,"oil"
"Angola","Fish liver oils, nei","1997",227,"oil"
"Argentina","Fish body oils, nei","1997",224,"oil"
"Argentina","Fish liver oils, nei","1997",1,"oil"
"Argentina","Hake liver oil","1997",,"oil"
"Australia","Fish body oils, nei","1997",7,"oil"
"Australia","Fish liver oils, nei","1997",1768,"oil"
"Austria","Fish body oils, nei","1997",1123,"oil"
"Austria","Fish liver oils, nei","1997",9,"oil"
"Austria","Halibuts, liver oils","1997",,"oil"
"Azerbaijan","Fish body oils, nei","1997",,"oil"
"Bahrain","Fish body oils, nei","1997",77,"oil"
"Bangladesh","Fish body oils, nei","1997",,"oil"
"Barbados","Fish liver oils, nei","1997",,"oil"
"Belarus","Fish body oils, nei","1997",,"oil"
"Belarus","Fish liver oils, nei","1997",,"oil"
"Belgium","Fish body oils, nei","1997",831,"oil"
"Belgium","Fish liver oils, nei","1997",124,"oil"
"Belgium","Halibuts, liver oils","1997",3,"oil"
"Belize","Fish body oils, nei","1997",,"oil"
"Bermuda","Fish body oils, nei","1997",,"oil"
"Bosnia and Herzegovina","Fish body oils, nei","1997",,"oil"
"Botswana","Fish body oils, nei","1997",0,"oil"
"Botswana","Fish liver oils, nei","1997",,"oil"
"Brazil","Cod liver oil","1997",0,"oil"
"Brazil","Fish body oils, nei","1997",26,"oil"
"Brazil","Fish liver oils, nei","1997",17,"oil"
"Bulgaria","Fish body oils, nei","1997",0,"oil"
"Cameroon","Fish liver oils, nei","1997",0,"oil"
"Canada","Cod liver oil","1997",4,"oil"
"Canada","Fish body oils, nei","1997",1514,"oil"
"Canada","Fish liver oils, nei","1997",71,"oil"
"Canada","Herring oil","1997",1936,"oil"
"Chile","Fish body oils, nei","1997",13222,"oil"
"Chile","Fish liver oils, nei","1997",0,"oil"
"China","Fish body oils, nei","1997",143,"oil"
"China","Fish liver oils, nei","1997",411,"oil"
"China, Hong Kong SAR","Fish body oils, nei","1997",0,"oil"
"China, Macao SAR","Fish body oils, nei","1997",0,"oil"
"China, Macao SAR","Fish liver oils, nei","1997",,"oil"
"Colombia","Cod liver oil","1997",0,"oil"
"Colombia","Fish body oils, nei","1997",90,"oil"
"Colombia","Fish liver oils, nei","1997",2,"oil"
"Congo, Republic of","Fish body oils, nei","1997",0,"oil"
"Congo, Republic of","Fish liver oils, nei","1997",0,"oil"
"Costa Rica","Fish body oils, nei","1997",,"oil"
"Costa Rica","Fish liver oils, nei","1997",0,"oil"
"Croatia","Fish body oils, nei","1997",7,"oil"
"Croatia","Fish liver oils, nei","1997",,"oil"
"Curaçao","Fish liver oils, nei","1997",,"oil"
"Cyprus","Fish body oils, nei","1997",,"oil"
"Cyprus","Fish liver oils, nei","1997",0,"oil"
"Czech Republic","Fish body oils, nei","1997",0.1,"oil"
"Czech Republic","Fish liver oils, nei","1997",3,"oil"
"Côte d'Ivoire","Fish body oils, nei","1997",,"oil"
"Côte d'Ivoire","Fish liver oils, nei","1997",65,"oil"
"Denmark","Fish body oils, nei","1997",54669,"oil"
"Denmark","Fish liver oils, nei","1997",268,"oil"
"Denmark","Halibuts, liver oils","1997",,"oil"
"Denmark","Herring oil","1997",0,"oil"
"Dominican Republic","Fish body oils, nei","1997",1,"oil"
"Dominican Republic","Fish liver oils, nei","1997",,"oil"
"Ecuador","Fish body oils, nei","1997",1651,"oil"
"Ecuador","Fish liver oils, nei","1997",10,"oil"
"Egypt","Fish body oils, nei","1997",,"oil"
"Egypt","Fish liver oils, nei","1997",,"oil"
"El Salvador","Fish body oils, nei","1997",474,"oil"
"El Salvador","Fish liver oils, nei","1997",3,"oil"
"Estonia","Fish body oils, nei","1997",3,"oil"
"Estonia","Fish liver oils, nei","1997",,"oil"
"Faroe Islands","Fish body oils, nei","1997",3245,"oil"
"Faroe Islands","Fish liver oils, nei","1997",255,"oil"
"Fiji, Republic of","Fish body oils, nei","1997",0,"oil"
"Finland","Fish body oils, nei","1997",227,"oil"
"Finland","Fish liver oils, nei","1997",22,"oil"
"Finland","Halibuts, liver oils","1997",0,"oil"
"France","Fish body oils, nei","1997",10097,"oil"
"France","Fish liver oils, nei","1997",826,"oil"
"France","Halibuts, liver oils","1997",24,"oil"
"Georgia","Fish body oils, nei","1997",,"oil"
"Germany","Fish body oils, nei","1997",3241,"oil"
"Germany","Fish liver oils, nei","1997",437,"oil"
"Germany","Halibuts, liver oils","1997",6,"oil"
"Ghana","Fish body oils, nei","1997",,"oil"
"Ghana","Fish liver oils, nei","1997",,"oil"
"Greece","Fish body oils, nei","1997",0,"oil"
"Greece","Fish liver oils, nei","1997",,"oil"
"Greenland","Fish body oils, nei","1997",,"oil"
"Greenland","Fish liver oils, nei","1997",,"oil"
"Greenland","Herring oil","1997",0,"oil"
"Guatemala","Fish body oils, nei","1997",0,"oil"
"Guatemala","Fish liver oils, nei","1997",,"oil"
"Guyana","Fish liver oils, nei","1997",,"oil"
"Honduras","Fish body oils, nei","1997",,"oil"
"Honduras","Fish liver oils, nei","1997",0,"oil"
"Hungary","Fish body oils, nei","1997",,"oil"
"Hungary","Fish liver oils, nei","1997",,"oil"
"Hungary","Halibuts, liver oils","1997",,"oil"
"Iceland","Capelin oil","1997",49504,"oil"
"Iceland","Cod liver oil","1997",4421,"oil"
"Iceland","Fish body oils, nei","1997",695,"oil"
"Iceland","Fish liver oils, nei","1997",118,"oil"
"Iceland","Herring oil","1997",10983,"oil"
"Iceland","Redfish oil","1997",11,"oil"
"India","Cod liver oil","1997",,"oil"
