"rgn_id","label","sciname","category","popn_trend","Ncells"
275,"Pacific, Eastern Central","Caretta caretta","EN",NA,1476
275,"Pacific, Eastern Central","Cetorhinus maximus","VU","Decreasing",3756
275,"Pacific, Eastern Central","Chelonia mydas","EN","Decreasing",9710
275,"Pacific, Eastern Central","Daption capense","LC","Stable",304
275,"Pacific, Eastern Central","Delphinus delphis","LC","Unknown",5599
275,"Pacific, Eastern Central","Dermochelys coriacea","CR","Decreasing",6802
275,"Pacific, Eastern Central","Grampus griseus","LC","Unknown",10926
275,"Pacific, Eastern Central","Isurus paucus","VU","Decreasing",4618
275,"Pacific, Eastern Central","Lagenodelphis hosei","LC","Unknown",7334
275,"Pacific, Eastern Central","Megaptera novaeangliae","LC","Increasing",10926
275,"Pacific, Eastern Central","Oceanites oceanicus","LC","Stable",5588
275,"Pacific, Eastern Central","Peponocephala electra","LC","Unknown",8563
275,"Pacific, Eastern Central","Physeter macrocephalus","VU","Unknown",10926
275,"Pacific, Eastern Central","Prionace glauca","NT","Unknown",10904
275,"Pacific, Eastern Central","Rhincodon typus","VU","Decreasing",4971
275,"Pacific, Eastern Central","Stenella attenuata","LC","Unknown",8824
275,"Pacific, Eastern Central","Stenella coeruleoalba","LC","Unknown",10926
275,"Pacific, Eastern Central","Steno bredanensis","LC","Unknown",10370
275,"Pacific, Eastern Central","Stercorarius maccormicki","LC","Stable",363
275,"Pacific, Eastern Central","Tursiops truncatus","LC","Unknown",10863
275,"Pacific, Eastern Central","Ziphius cavirostris","LC","Unknown",10926
276,"Pacific, Southwest","Alopias vulpinus","VU","Decreasing",4154
276,"Pacific, Southwest","Aptenodytes patagonicus","LC","Increasing",450
276,"Pacific, Southwest","Arctocephalus gazella","LC","Increasing",168
276,"Pacific, Southwest","Balaenoptera acutorostrata","LC","Stable",9523
276,"Pacific, Southwest","Balaenoptera borealis","EN","Unknown",9520
276,"Pacific, Southwest","Balaenoptera musculus","EN","Increasing",9523
276,"Pacific, Southwest","Balaenoptera physalus","EN","Unknown",9523
276,"Pacific, Southwest","Carcharhinus amblyrhynchos","NT","Unknown",26
276,"Pacific, Southwest","Carcharodon carcharias","VU","Unknown",2746
276,"Pacific, Southwest","Caretta caretta","EN",NA,578
276,"Pacific, Southwest","Cetorhinus maximus","VU","Decreasing",7180
276,"Pacific, Southwest","Chelonia mydas","EN","Decreasing",662
276,"Pacific, Southwest","Daption capense","LC","Stable",9504
276,"Pacific, Southwest","Delphinus delphis","LC","Unknown",877
276,"Pacific, Southwest","Dermochelys coriacea","CR","Decreasing",1189
276,"Pacific, Southwest","Diomedea exulans","VU","Decreasing",7288
276,"Pacific, Southwest","Eretmochelys imbricata","CR","Decreasing",16
276,"Pacific, Southwest","Eubalaena australis","LC","Increasing",5817
276,"Pacific, Southwest","Galeocerdo cuvier","NT","Unknown",20
276,"Pacific, Southwest","Grampus griseus","LC","Unknown",2190
276,"Pacific, Southwest","Hydrurga leptonyx","LC","Unknown",1512
276,"Pacific, Southwest","Hyperoodon planifrons","LC","Unknown",5145
276,"Pacific, Southwest","Isurus oxyrinchus","VU","Decreasing",68
276,"Pacific, Southwest","Isurus paucus","VU","Decreasing",11
276,"Pacific, Southwest","Lagenodelphis hosei","LC","Unknown",48
276,"Pacific, Southwest","Lagenorhynchus cruciger","LC","Unknown",4907
276,"Pacific, Southwest","Lamna nasus","VU","Decreasing",6498
276,"Pacific, Southwest","Leptonychotes weddellii","LC","Unknown",3
276,"Pacific, Southwest","Lobodon carcinophaga","LC","Unknown",68
276,"Pacific, Southwest","Macronectes giganteus","LC","Increasing",6656
276,"Pacific, Southwest","Megaptera novaeangliae","LC","Increasing",9523
276,"Pacific, Southwest","Mirounga leonina","LC","Unknown",3446
276,"Pacific, Southwest","Oceanites oceanicus","LC","Stable",9523
276,"Pacific, Southwest","Ommatophoca rossii","LC","Unknown",68
276,"Pacific, Southwest","Peponocephala electra","LC","Unknown",880
276,"Pacific, Southwest","Physeter macrocephalus","VU","Unknown",9523
276,"Pacific, Southwest","Prionace glauca","NT","Unknown",7755
276,"Pacific, Southwest","Pygoscelis antarcticus","LC","Increasing",2271
276,"Pacific, Southwest","Pygoscelis papua","NT","Decreasing",410
276,"Pacific, Southwest","Rhincodon typus","VU","Decreasing",433
276,"Pacific, Southwest","Stenella attenuata","LC","Unknown",2572
276,"Pacific, Southwest","Stenella coeruleoalba","LC","Unknown",5014
276,"Pacific, Southwest","Steno bredanensis","LC","Unknown",680
276,"Pacific, Southwest","Stercorarius lonnbergi","LC","Stable",6782
276,"Pacific, Southwest","Thalassarche melanophrys","EN","Decreasing",8851
276,"Pacific, Southwest","Triaenodon obesus","NT","Unknown",14
276,"Pacific, Southwest","Tursiops truncatus","LC","Unknown",5524
276,"Pacific, Southwest","Ziphius cavirostris","LC","Unknown",6136
277,"Pacific, Southeast","Alopias vulpinus","VU","Decreasing",5163
277,"Pacific, Southeast","Balaenoptera acutorostrata","LC","Stable",9872
277,"Pacific, Southeast","Balaenoptera borealis","EN","Unknown",9872
277,"Pacific, Southeast","Balaenoptera musculus","EN","Increasing",9872
277,"Pacific, Southeast","Balaenoptera physalus","EN","Unknown",6344
277,"Pacific, Southeast","Carcharodon carcharias","VU","Unknown",4572
277,"Pacific, Southeast","Caretta caretta","EN",NA,1904
277,"Pacific, Southeast","Cetorhinus maximus","VU","Decreasing",6478
277,"Pacific, Southeast","Chelonia mydas","EN","Decreasing",3953
277,"Pacific, Southeast","Chionis albus","LC","Stable",5
277,"Pacific, Southeast","Daption capense","LC","Stable",6916
277,"Pacific, Southeast","Delphinus delphis","LC","Unknown",1658
277,"Pacific, Southeast","Dermochelys coriacea","CR","Decreasing",3574
277,"Pacific, Southeast","Diomedea exulans","VU","Decreasing",3464
277,"Pacific, Southeast","Eretmochelys imbricata","CR","Decreasing",1
277,"Pacific, Southeast","Eubalaena australis","LC","Increasing",2697
277,"Pacific, Southeast","Eudyptes chrysolophus","VU","Decreasing",241
277,"Pacific, Southeast","Galeocerdo cuvier","NT","Unknown",13
277,"Pacific, Southeast","Grampus griseus","LC","Unknown",4971
277,"Pacific, Southeast","Hydrurga leptonyx","LC","Unknown",586
277,"Pacific, Southeast","Hyperoodon planifrons","LC","Unknown",2779
277,"Pacific, Southeast","Isurus oxyrinchus","VU","Decreasing",20
277,"Pacific, Southeast","Isurus paucus","VU","Decreasing",3650
277,"Pacific, Southeast","Lagenodelphis hosei","LC","Unknown",3212
277,"Pacific, Southeast","Lagenorhynchus cruciger","LC","Unknown",3391
277,"Pacific, Southeast","Lamna nasus","VU","Decreasing",4149
277,"Pacific, Southeast","Lobodon carcinophaga","LC","Unknown",24
277,"Pacific, Southeast","Macronectes giganteus","LC","Increasing",2737
277,"Pacific, Southeast","Megaptera novaeangliae","LC","Increasing",9872
277,"Pacific, Southeast","Mirounga leonina","LC","Unknown",2537
277,"Pacific, Southeast","Oceanites oceanicus","LC","Stable",9767
277,"Pacific, Southeast","Ommatophoca rossii","LC","Unknown",24
277,"Pacific, Southeast","Peponocephala electra","LC","Unknown",4635
277,"Pacific, Southeast","Physeter macrocephalus","VU","Unknown",9872
277,"Pacific, Southeast","Prionace glauca","NT","Unknown",8730
277,"Pacific, Southeast","Pygoscelis antarcticus","LC","Increasing",1125
277,"Pacific, Southeast","Pygoscelis papua","NT","Decreasing",564
277,"Pacific, Southeast","Rhincodon typus","VU","Decreasing",3326
277,"Pacific, Southeast","Stenella attenuata","LC","Unknown",5689
277,"Pacific, Southeast","Stenella coeruleoalba","LC","Unknown",6411
277,"Pacific, Southeast","Steno bredanensis","LC","Unknown",4392
277,"Pacific, Southeast","Stercorarius lonnbergi","LC","Stable",3410
277,"Pacific, Southeast","Stercorarius maccormicki","LC","Stable",90
277,"Pacific, Southeast","Thalassarche melanophrys","EN","Decreasing",5384
277,"Pacific, Southeast","Tursiops truncatus","LC","Unknown",6521
277,"Pacific, Southeast","Ziphius cavirostris","LC","Unknown",8441
