"country","year","value","layer"
"Cambodia",2009,1.04019e+10,"gdp"
"Cambodia",2010,1.12423e+10,"gdp"
"Cambodia",2011,1.28295e+10,"gdp"
"Cambodia",2012,1.40544e+10,"gdp"
"Cambodia",2013,1.52387e+10,"gdp"
"Cameroon",1960,6.18741e+08,"gdp"
"Cameroon",1961,6.57597e+08,"gdp"
"Cameroon",1962,6.99374e+08,"gdp"
"Cameroon",1963,7.23624e+08,"gdp"
"Cameroon",1964,7.82384e+08,"gdp"
"Cameroon",1965,8.1414e+08,"gdp"
"Cameroon",1966,8.53269e+08,"gdp"
"Cameroon",1967,9.34079e+08,"gdp"
"Cameroon",1968,1.05308e+09,"gdp"
"Cameroon",1969,1.15242e+09,"gdp"
"Cameroon",1970,1.16e+09,"gdp"
"Cameroon",1971,1.23399e+09,"gdp"
"Cameroon",1972,1.43095e+09,"gdp"
"Cameroon",1973,1.75873e+09,"gdp"
"Cameroon",1974,2.2555e+09,"gdp"
"Cameroon",1975,2.75277e+09,"gdp"
"Cameroon",1976,3.07659e+09,"gdp"
"Cameroon",1977,3.36637e+09,"gdp"
"Cameroon",1978,4.40992e+09,"gdp"
"Cameroon",1979,5.81144e+09,"gdp"
"Cameroon",1980,6.74076e+09,"gdp"
"Cameroon",1981,7.63635e+09,"gdp"
"Cameroon",1982,7.32291e+09,"gdp"
"Cameroon",1983,7.38185e+09,"gdp"
"Cameroon",1984,7.80186e+09,"gdp"
"Cameroon",1985,8.14822e+09,"gdp"
"Cameroon",1986,1.06212e+10,"gdp"
"Cameroon",1987,1.23025e+10,"gdp"
"Cameroon",1988,1.24933e+10,"gdp"
"Cameroon",1989,1.11401e+10,"gdp"
"Cameroon",1990,1.11516e+10,"gdp"
"Cameroon",1991,1.24344e+10,"gdp"
"Cameroon",1992,1.13963e+10,"gdp"
"Cameroon",1993,1.35321e+10,"gdp"
"Cameroon",1994,9.22047e+09,"gdp"
"Cameroon",1995,8.73323e+09,"gdp"
"Cameroon",1996,9.73233e+09,"gdp"
"Cameroon",1997,9.84055e+09,"gdp"
"Cameroon",1998,9.62965e+09,"gdp"
"Cameroon",1999,1.04865e+10,"gdp"
"Cameroon",2000,9.28737e+09,"gdp"
"Cameroon",2001,9.63311e+09,"gdp"
"Cameroon",2002,1.08798e+10,"gdp"
"Cameroon",2003,1.36217e+10,"gdp"
"Cameroon",2004,1.57754e+10,"gdp"
"Cameroon",2005,1.65879e+10,"gdp"
"Cameroon",2006,1.79531e+10,"gdp"
"Cameroon",2007,2.04318e+10,"gdp"
"Cameroon",2008,2.33223e+10,"gdp"
"Cameroon",2009,2.33811e+10,"gdp"
"Cameroon",2010,2.36225e+10,"gdp"
"Cameroon",2011,2.65873e+10,"gdp"
"Cameroon",2012,2.64721e+10,"gdp"
"Cameroon",2013,2.95675e+10,"gdp"
"Canada",1960,4.10935e+10,"gdp"
"Canada",1961,4.0768e+10,"gdp"
"Canada",1962,4.19789e+10,"gdp"
"Canada",1963,4.46572e+10,"gdp"
"Canada",1964,4.88829e+10,"gdp"
"Canada",1965,5.39096e+10,"gdp"
"Canada",1966,6.03586e+10,"gdp"
"Canada",1967,6.47688e+10,"gdp"
"Canada",1968,7.0759e+10,"gdp"
"Canada",1969,7.78875e+10,"gdp"
"Canada",1970,8.77623e+10,"gdp"
"Canada",1971,9.91208e+10,"gdp"
"Canada",1972,1.12911e+11,"gdp"
"Canada",1973,1.31122e+11,"gdp"
"Canada",1974,1.60164e+11,"gdp"
"Canada",1975,1.73569e+11,"gdp"
"Canada",1976,2.06261e+11,"gdp"
"Canada",1977,2.1129e+11,"gdp"
"Canada",1978,2.183e+11,"gdp"
"Canada",1979,2.42702e+11,"gdp"
"Canada",1980,2.73437e+11,"gdp"
"Canada",1981,3.05749e+11,"gdp"
"Canada",1982,3.13453e+11,"gdp"
"Canada",1983,3.40319e+11,"gdp"
"Canada",1984,3.53888e+11,"gdp"
"Canada",1985,3.6296e+11,"gdp"
"Canada",1986,3.75654e+11,"gdp"
"Canada",1987,4.29021e+11,"gdp"
"Canada",1988,5.06018e+11,"gdp"
"Canada",1989,5.63639e+11,"gdp"
"Canada",1990,5.92015e+11,"gdp"
"Canada",1991,6.08259e+11,"gdp"
"Canada",1992,5.90148e+11,"gdp"
"Canada",1993,5.74834e+11,"gdp"
"Canada",1994,5.75999e+11,"gdp"
"Canada",1995,6.02021e+11,"gdp"
"Canada",1996,6.2695e+11,"gdp"
"Canada",1997,6.51001e+11,"gdp"
"Canada",1998,6.31432e+11,"gdp"
"Canada",1999,6.74325e+11,"gdp"
"Canada",2000,7.39456e+11,"gdp"
"Canada",2001,7.32717e+11,"gdp"
"Canada",2002,7.52532e+11,"gdp"
"Canada",2003,8.87752e+11,"gdp"
"Canada",2004,1.01839e+12,"gdp"
"Canada",2005,1.16418e+12,"gdp"
"Canada",2006,1.3108e+12,"gdp"
"Canada",2007,1.45787e+12,"gdp"
"Canada",2008,1.54256e+12,"gdp"
"Canada",2009,1.37084e+12,"gdp"
"Canada",2010,1.61407e+12,"gdp"
"Canada",2011,1.77863e+12,"gdp"
"Canada",2012,1.82145e+12,"gdp"
"Canada",2013,1.82677e+12,"gdp"
"Caribbean small states",1960,1.85923e+09,"gdp"
"Caribbean small states",1961,2.01081e+09,"gdp"
"Caribbean small states",1962,2.12035e+09,"gdp"
"Caribbean small states",1963,2.25823e+09,"gdp"
"Caribbean small states",1964,2.42989e+09,"gdp"
"Caribbean small states",1965,2.6144e+09,"gdp"
"Caribbean small states",1966,2.83472e+09,"gdp"
"Caribbean small states",1967,3.0474e+09,"gdp"
"Caribbean small states",1968,3.03124e+09,"gdp"
"Caribbean small states",1969,3.30391e+09,"gdp"
"Caribbean small states",1970,3.64698e+09,"gdp"
"Caribbean small states",1971,3.97187e+09,"gdp"
"Caribbean small states",1972,4.59532e+09,"gdp"
"Caribbean small states",1973,5.05046e+09,"gdp"
"Caribbean small states",1974,6.53504e+09,"gdp"
"Caribbean small states",1975,7.65058e+09,"gdp"
"Caribbean small states",1976,7.87482e+09,"gdp"
"Caribbean small states",1977,9.11531e+09,"gdp"
"Caribbean small states",1978,9.32952e+09,"gdp"
"Caribbean small states",1979,1.07155e+10,"gdp"
"Caribbean small states",1980,1.31983e+10,"gdp"
"Caribbean small states",1981,1.44161e+10,"gdp"
"Caribbean small states",1982,1.60216e+10,"gdp"
"Caribbean small states",1983,1.64068e+10,"gdp"
"Caribbean small states",1984,1.55725e+10,"gdp"
"Caribbean small states",1985,1.53397e+10,"gdp"
"Caribbean small states",1986,1.39104e+10,"gdp"
"Caribbean small states",1987,1.49314e+10,"gdp"
"Caribbean small states",1988,1.58058e+10,"gdp"
"Caribbean small states",1989,1.61513e+10,"gdp"
"Caribbean small states",1990,1.75811e+10,"gdp"
"Caribbean small states",1991,1.7458e+10,"gdp"
"Caribbean small states",1992,1.71779e+10,"gdp"
"Caribbean small states",1993,1.78812e+10,"gdp"
"Caribbean small states",1994,1.89827e+10,"gdp"
"Caribbean small states",1995,2.08218e+10,"gdp"
"Caribbean small states",1996,2.26806e+10,"gdp"
"Caribbean small states",1997,2.53568e+10,"gdp"
"Caribbean small states",1998,2.78472e+10,"gdp"
"Caribbean small states",1999,2.96133e+10,"gdp"
"Caribbean small states",2000,3.22836e+10,"gdp"
"Caribbean small states",2001,3.31566e+10,"gdp"
"Caribbean small states",2002,3.49526e+10,"gdp"
"Caribbean small states",2003,3.74224e+10,"gdp"
"Caribbean small states",2004,4.07705e+10,"gdp"
"Caribbean small states",2005,4.65871e+10,"gdp"
"Caribbean small states",2006,5.24909e+10,"gdp"
"Caribbean small states",2007,5.84387e+10,"gdp"
"Caribbean small states",2008,6.66987e+10,"gdp"
"Caribbean small states",2009,5.61453e+10,"gdp"
"Caribbean small states",2010,5.9375e+10,"gdp"
"Caribbean small states",2011,6.40081e+10,"gdp"
"Caribbean small states",2012,6.53603e+10,"gdp"
"Caribbean small states",2013,6.70331e+10,"gdp"
"Cayman Islands",1996,1.01244e+09,"gdp"
"Central African Republic",1960,1.12156e+08,"gdp"
"Central African Republic",1961,1.23135e+08,"gdp"
"Central African Republic",1962,1.24483e+08,"gdp"
"Central African Republic",1963,1.29379e+08,"gdp"
"Central African Republic",1964,1.42025e+08,"gdp"
"Central African Republic",1965,1.50575e+08,"gdp"
"Central African Republic",1966,1.5793e+08,"gdp"
"Central African Republic",1967,1.63821e+08,"gdp"
"Central African Republic",1968,1.91767e+08,"gdp"
"Central African Republic",1969,1.88039e+08,"gdp"
"Central African Republic",1970,1.89107e+08,"gdp"
"Central African Republic",1971,2.01451e+08,"gdp"
"Central African Republic",1972,2.30318e+08,"gdp"
"Central African Republic",1973,2.71183e+08,"gdp"
"Central African Republic",1974,2.81399e+08,"gdp"
"Central African Republic",1975,3.7866e+08,"gdp"
"Central African Republic",1976,4.51152e+08,"gdp"
"Central African Republic",1977,5.07298e+08,"gdp"
"Central African Republic",1978,6.10579e+08,"gdp"
"Central African Republic",1979,7.00765e+08,"gdp"
"Central African Republic",1980,7.97048e+08,"gdp"
"Central African Republic",1981,6.94804e+08,"gdp"
"Central African Republic",1982,7.48312e+08,"gdp"
"Central African Republic",1983,6.58679e+08,"gdp"
"Central African Republic",1984,6.37821e+08,"gdp"
"Central African Republic",1985,8.6485e+08,"gdp"
"Central African Republic",1986,1.12227e+09,"gdp"
"Central African Republic",1987,1.20099e+09,"gdp"
"Central African Republic",1988,1.2649e+09,"gdp"
"Central African Republic",1989,1.23393e+09,"gdp"
"Central African Republic",1990,1.44071e+09,"gdp"
"Central African Republic",1991,1.37737e+09,"gdp"
"Central African Republic",1992,1.41192e+09,"gdp"
"Central African Republic",1993,1.27878e+09,"gdp"
"Central African Republic",1994,8.51174e+08,"gdp"
"Central African Republic",1995,1.11539e+09,"gdp"
"Central African Republic",1996,1.00779e+09,"gdp"
"Central African Republic",1997,9.37742e+08,"gdp"
"Central African Republic",1998,9.67338e+08,"gdp"
"Central African Republic",1999,9.99477e+08,"gdp"
"Central African Republic",2000,9.145e+08,"gdp"
"Central African Republic",2001,9.31833e+08,"gdp"
"Central African Republic",2002,9.91388e+08,"gdp"
"Central African Republic",2003,1.13975e+09,"gdp"
"Central African Republic",2004,1.27008e+09,"gdp"
"Central African Republic",2005,1.3503e+09,"gdp"
"Central African Republic",2006,1.47372e+09,"gdp"
"Central African Republic",2007,1.69813e+09,"gdp"
"Central African Republic",2008,1.98537e+09,"gdp"
"Central African Republic",2009,1.98173e+09,"gdp"
"Central African Republic",2010,1.98601e+09,"gdp"
"Central African Republic",2011,2.1956e+09,"gdp"
"Central African Republic",2012,2.16971e+09,"gdp"
"Central African Republic",2013,1.53818e+09,"gdp"
"Central Europe and the Baltics",1990,2.64565e+11,"gdp"
"Central Europe and the Baltics",1991,2.50655e+11,"gdp"
"Central Europe and the Baltics",1992,2.62985e+11,"gdp"
"Central Europe and the Baltics",1993,2.74766e+11,"gdp"
"Central Europe and the Baltics",1994,3.0996e+11,"gdp"
"Central Europe and the Baltics",1995,3.8056e+11,"gdp"
"Central Europe and the Baltics",1996,4.07476e+11,"gdp"
"Central Europe and the Baltics",1997,4.06275e+11,"gdp"
"Central Europe and the Baltics",1998,4.45862e+11,"gdp"
"Central Europe and the Baltics",1999,4.31623e+11,"gdp"
"Central Europe and the Baltics",2000,4.2713e+11,"gdp"
"Central Europe and the Baltics",2001,4.68271e+11,"gdp"
"Central Europe and the Baltics",2002,5.26448e+11,"gdp"
"Central Europe and the Baltics",2003,6.32905e+11,"gdp"
"Central Europe and the Baltics",2004,7.59226e+11,"gdp"
"Central Europe and the Baltics",2005,8.81333e+11,"gdp"
"Central Europe and the Baltics",2006,9.96747e+11,"gdp"
"Central Europe and the Baltics",2007,1.25513e+12,"gdp"
"Central Europe and the Baltics",2008,1.5108e+12,"gdp"
"Central Europe and the Baltics",2009,1.27015e+12,"gdp"
"Central Europe and the Baltics",2010,1.30358e+12,"gdp"
"Central Europe and the Baltics",2011,1.43487e+12,"gdp"
"Central Europe and the Baltics",2012,1.34063e+12,"gdp"
"Central Europe and the Baltics",2013,1.41754e+12,"gdp"
"Chad",1960,3.13583e+08,"gdp"
"Chad",1961,3.33975e+08,"gdp"
"Chad",1962,3.57636e+08,"gdp"
"Chad",1963,3.71767e+08,"gdp"
"Chad",1964,3.92247e+08,"gdp"
"Chad",1965,4.16926e+08,"gdp"
"Chad",1966,4.32795e+08,"gdp"
"Chad",1967,4.49826e+08,"gdp"
"Chad",1968,4.5398e+08,"gdp"
"Chad",1969,4.71636e+08,"gdp"
"Chad",1970,4.69267e+08,"gdp"
"Chad",1971,5.01867e+08,"gdp"
"Chad",1972,5.85428e+08,"gdp"
"Chad",1973,6.47199e+08,"gdp"
"Chad",1974,6.52533e+08,"gdp"
"Chad",1975,8.64602e+08,"gdp"
"Chad",1976,8.66045e+08,"gdp"
"Chad",1977,9.3536e+08,"gdp"
"Chad",1978,1.11392e+09,"gdp"
"Chad",1979,1.00432e+09,"gdp"
"Chad",1980,1.033e+09,"gdp"
"Chad",1981,8.76937e+08,"gdp"
"Chad",1982,8.3437e+08,"gdp"
"Chad",1983,8.32416e+08,"gdp"
"Chad",1984,9.19104e+08,"gdp"
"Chad",1985,1.03307e+09,"gdp"
"Chad",1986,1.06783e+09,"gdp"
"Chad",1987,1.16343e+09,"gdp"
"Chad",1988,1.4826e+09,"gdp"
"Chad",1989,1.43369e+09,"gdp"
"Chad",1990,1.73861e+09,"gdp"
"Chad",1991,1.87714e+09,"gdp"
"Chad",1992,1.88185e+09,"gdp"
"Chad",1993,1.46325e+09,"gdp"
"Chad",1994,1.17984e+09,"gdp"
"Chad",1995,1.44592e+09,"gdp"
"Chad",1996,1.60735e+09,"gdp"
"Chad",1997,1.54469e+09,"gdp"
"Chad",1998,1.74479e+09,"gdp"
"Chad",1999,1.53467e+09,"gdp"
"Chad",2000,1.38506e+09,"gdp"
"Chad",2001,1.70935e+09,"gdp"
"Chad",2002,1.98762e+09,"gdp"
"Chad",2003,2.73667e+09,"gdp"
"Chad",2004,4.41493e+09,"gdp"
"Chad",2005,6.64666e+09,"gdp"
"Chad",2006,7.4221e+09,"gdp"
"Chad",2007,8.63871e+09,"gdp"
"Chad",2008,1.03519e+10,"gdp"
"Chad",2009,9.25349e+09,"gdp"
"Chad",2010,1.06577e+10,"gdp"
"Chad",2011,1.21564e+10,"gdp"
"Chad",2012,1.28871e+10,"gdp"
"Chad",2013,1.35136e+10,"gdp"
"Chile",1960,4.21176e+09,"gdp"
"Chile",1961,4.70538e+09,"gdp"
"Chile",1962,5.50276e+09,"gdp"
"Chile",1963,5.48275e+09,"gdp"
"Chile",1964,5.7943e+09,"gdp"
"Chile",1965,6.05379e+09,"gdp"
"Chile",1966,7.01358e+09,"gdp"
"Chile",1967,6.91356e+09,"gdp"
"Chile",1968,7.07482e+09,"gdp"
"Chile",1969,8.17977e+09,"gdp"
"Chile",1970,8.98111e+09,"gdp"
"Chile",1971,1.06946e+10,"gdp"
"Chile",1972,1.15325e+10,"gdp"
"Chile",1973,1.63875e+10,"gdp"
"Chile",1974,1.55355e+10,"gdp"
"Chile",1975,7.22648e+09,"gdp"
"Chile",1976,9.85755e+09,"gdp"
"Chile",1977,1.33591e+10,"gdp"
"Chile",1978,1.53994e+10,"gdp"
"Chile",1979,2.07298e+10,"gdp"
"Chile",1980,2.75723e+10,"gdp"
"Chile",1981,3.26449e+10,"gdp"
"Chile",1982,2.43394e+10,"gdp"
"Chile",1983,1.97704e+10,"gdp"
"Chile",1984,1.92327e+10,"gdp"
"Chile",1985,1.6486e+10,"gdp"
"Chile",1986,1.77225e+10,"gdp"
"Chile",1987,2.09021e+10,"gdp"
"Chile",1988,2.46409e+10,"gdp"
"Chile",1989,2.8385e+10,"gdp"
"Chile",1990,3.15589e+10,"gdp"
"Chile",1991,3.64242e+10,"gdp"
"Chile",1992,4.44679e+10,"gdp"
"Chile",1993,4.7694e+10,"gdp"
"Chile",1994,5.51542e+10,"gdp"
"Chile",1995,7.13492e+10,"gdp"
"Chile",1996,7.5769e+10,"gdp"
"Chile",1997,8.2809e+10,"gdp"
"Chile",1998,7.93736e+10,"gdp"
"Chile",1999,7.29953e+10,"gdp"
"Chile",2000,7.93286e+10,"gdp"
"Chile",2001,7.2337e+10,"gdp"
"Chile",2002,7.09846e+10,"gdp"
"Chile",2003,7.78402e+10,"gdp"
"Chile",2004,1.00631e+11,"gdp"
"Chile",2005,1.24404e+11,"gdp"
"Chile",2006,1.54671e+11,"gdp"
"Chile",2007,1.73006e+11,"gdp"
"Chile",2008,1.79858e+11,"gdp"
"Chile",2009,1.72323e+11,"gdp"
"Chile",2010,2.17502e+11,"gdp"
"Chile",2011,2.51162e+11,"gdp"
"Chile",2012,2.66259e+11,"gdp"
"Chile",2013,2.77199e+11,"gdp"
"China",1960,5.91841e+10,"gdp"
"China",1961,4.95571e+10,"gdp"
"China",1962,4.66852e+10,"gdp"
"China",1963,5.00973e+10,"gdp"
"China",1964,5.90623e+10,"gdp"
"China",1965,6.97092e+10,"gdp"
"China",1966,7.58794e+10,"gdp"
"China",1967,7.2057e+10,"gdp"
"China",1968,6.99935e+10,"gdp"
"China",1969,7.87188e+10,"gdp"
"China",1970,9.15062e+10,"gdp"
"China",1971,9.8562e+10,"gdp"
"China",1972,1.1216e+11,"gdp"
"China",1973,1.3677e+11,"gdp"
"China",1974,1.42255e+11,"gdp"
"China",1975,1.61162e+11,"gdp"
"China",1976,1.51628e+11,"gdp"
"China",1977,1.72349e+11,"gdp"
"China",1978,1.4818e+11,"gdp"
"China",1979,1.76634e+11,"gdp"
"China",1980,1.89401e+11,"gdp"
"China",1981,1.9411e+11,"gdp"
"China",1982,2.03181e+11,"gdp"
"China",1983,2.28454e+11,"gdp"
"China",1984,2.5743e+11,"gdp"
"China",1985,3.06668e+11,"gdp"
"China",1986,2.97831e+11,"gdp"
"China",1987,2.70373e+11,"gdp"
"China",1988,3.09523e+11,"gdp"
"China",1989,3.43974e+11,"gdp"
"China",1990,3.56937e+11,"gdp"
"China",1991,3.79469e+11,"gdp"
"China",1992,4.22661e+11,"gdp"
"China",1993,4.40501e+11,"gdp"
"China",1994,5.59224e+11,"gdp"
"China",1995,7.28008e+11,"gdp"
"China",1996,8.56085e+11,"gdp"
"China",1997,9.52653e+11,"gdp"
"China",1998,1.01946e+12,"gdp"
"China",1999,1.08328e+12,"gdp"
"China",2000,1.19847e+12,"gdp"
"China",2001,1.32481e+12,"gdp"
"China",2002,1.45383e+12,"gdp"
"China",2003,1.64096e+12,"gdp"
"China",2004,1.93164e+12,"gdp"
"China",2005,2.2569e+12,"gdp"
"China",2006,2.71295e+12,"gdp"
"China",2007,3.49406e+12,"gdp"
"China",2008,4.52183e+12,"gdp"
"China",2009,4.99023e+12,"gdp"
"China",2010,5.9305e+12,"gdp"
"China",2011,7.32189e+12,"gdp"
"China",2012,8.22949e+12,"gdp"
"China",2013,9.24027e+12,"gdp"
"Colombia",1960,4.04095e+09,"gdp"
"Colombia",1961,4.55291e+09,"gdp"
"Colombia",1962,4.9686e+09,"gdp"
"Colombia",1963,4.83884e+09,"gdp"
"Colombia",1964,5.99217e+09,"gdp"
"Colombia",1965,5.79025e+09,"gdp"
"Colombia",1966,5.45276e+09,"gdp"
"Colombia",1967,5.72721e+09,"gdp"
"Colombia",1968,5.91847e+09,"gdp"
"Colombia",1969,6.40544e+09,"gdp"
"Colombia",1970,7.19837e+09,"gdp"
"Colombia",1971,7.82037e+09,"gdp"
"Colombia",1972,8.67137e+09,"gdp"
"Colombia",1973,1.03158e+10,"gdp"
"Colombia",1974,1.237e+10,"gdp"
"Colombia",1975,1.30986e+10,"gdp"
"Colombia",1976,1.53414e+10,"gdp"
"Colombia",1977,1.9471e+10,"gdp"
"Colombia",1978,2.32635e+10,"gdp"
"Colombia",1979,2.79404e+10,"gdp"
"Colombia",1980,3.34007e+10,"gdp"
"Colombia",1981,3.63884e+10,"gdp"
"Colombia",1982,3.8968e+10,"gdp"
"Colombia",1983,3.87298e+10,"gdp"
"Colombia",1984,3.82531e+10,"gdp"
"Colombia",1985,3.48944e+10,"gdp"
"Colombia",1986,3.49425e+10,"gdp"
"Colombia",1987,3.63733e+10,"gdp"
"Colombia",1988,3.92125e+10,"gdp"
"Colombia",1989,3.95401e+10,"gdp"
"Colombia",1990,4.02742e+10,"gdp"
"Colombia",1991,4.12396e+10,"gdp"
"Colombia",1992,4.92796e+10,"gdp"
"Colombia",1993,5.58025e+10,"gdp"
"Colombia",1994,8.17035e+10,"gdp"
"Colombia",1995,9.25073e+10,"gdp"
"Colombia",1996,9.71601e+10,"gdp"
"Colombia",1997,1.0666e+11,"gdp"
"Colombia",1998,9.84437e+10,"gdp"
"Colombia",1999,8.61862e+10,"gdp"
"Colombia",2000,9.98866e+10,"gdp"
"Colombia",2001,9.82035e+10,"gdp"
"Colombia",2002,9.79334e+10,"gdp"
"Colombia",2003,9.46846e+10,"gdp"
"Colombia",2004,1.17075e+11,"gdp"
"Colombia",2005,1.4652e+11,"gdp"
"Colombia",2006,1.62774e+11,"gdp"
"Colombia",2007,2.0752e+11,"gdp"
"Colombia",2008,2.44057e+11,"gdp"
"Colombia",2009,2.33822e+11,"gdp"
"Colombia",2010,2.87018e+11,"gdp"
"Colombia",2011,3.35415e+11,"gdp"
"Colombia",2012,3.70328e+11,"gdp"
"Colombia",2013,3.78415e+11,"gdp"
"Comoros",1980,1.23506e+08,"gdp"
"Comoros",1981,1.14272e+08,"gdp"
"Comoros",1982,1.0709e+08,"gdp"
"Comoros",1983,1.1152e+08,"gdp"
"Comoros",1984,1.0749e+08,"gdp"
"Comoros",1985,1.14491e+08,"gdp"
"Comoros",1986,1.62488e+08,"gdp"
"Comoros",1987,1.96434e+08,"gdp"
"Comoros",1988,2.07477e+08,"gdp"
"Comoros",1989,1.98733e+08,"gdp"
"Comoros",1990,2.50031e+08,"gdp"
"Comoros",1991,2.46823e+08,"gdp"
"Comoros",1992,2.66191e+08,"gdp"
"Comoros",1993,2.63568e+08,"gdp"
"Comoros",1994,1.85762e+08,"gdp"
"Comoros",1995,2.31896e+08,"gdp"
"Comoros",1996,2.30496e+08,"gdp"
"Comoros",1997,2.121e+08,"gdp"
"Comoros",1998,2.15394e+08,"gdp"
"Comoros",1999,2.2258e+08,"gdp"
"Comoros",2000,2.019e+08,"gdp"
"Comoros",2001,2.20094e+08,"gdp"
"Comoros",2002,2.46738e+08,"gdp"
"Comoros",2003,3.17562e+08,"gdp"
"Comoros",2004,3.68143e+08,"gdp"
"Comoros",2005,3.80373e+08,"gdp"
"Comoros",2006,4.06112e+08,"gdp"
"Comoros",2007,4.62454e+08,"gdp"
"Comoros",2008,5.17478e+08,"gdp"
"Comoros",2009,5.14788e+08,"gdp"
"Comoros",2010,5.16963e+08,"gdp"
"Comoros",2011,5.66025e+08,"gdp"
"Comoros",2012,5.50476e+08,"gdp"
"Comoros",2013,5.98926e+08,"gdp"
"Congo, Dem. Rep.",1960,3.3594e+09,"gdp"
"Congo, Dem. Rep.",1961,3.08675e+09,"gdp"
"Congo, Dem. Rep.",1962,3.77984e+09,"gdp"
"Congo, Dem. Rep.",1963,6.21319e+09,"gdp"
"Congo, Dem. Rep.",1964,2.88155e+09,"gdp"
"Congo, Dem. Rep.",1965,4.0439e+09,"gdp"
"Congo, Dem. Rep.",1966,4.53266e+09,"gdp"
"Congo, Dem. Rep.",1967,3.38406e+09,"gdp"
"Congo, Dem. Rep.",1968,3.90978e+09,"gdp"
"Congo, Dem. Rep.",1969,5.03243e+09,"gdp"
"Congo, Dem. Rep.",1970,4.87768e+09,"gdp"
"Congo, Dem. Rep.",1971,5.59477e+09,"gdp"
"Congo, Dem. Rep.",1972,6.17371e+09,"gdp"
"Congo, Dem. Rep.",1973,7.87024e+09,"gdp"
"Congo, Dem. Rep.",1974,9.59696e+09,"gdp"
"Congo, Dem. Rep.",1975,1.02373e+10,"gdp"
"Congo, Dem. Rep.",1976,9.64858e+09,"gdp"
"Congo, Dem. Rep.",1977,1.23444e+10,"gdp"
"Congo, Dem. Rep.",1978,1.53726e+10,"gdp"
"Congo, Dem. Rep.",1979,1.50684e+10,"gdp"
"Congo, Dem. Rep.",1980,1.43949e+10,"gdp"
"Congo, Dem. Rep.",1981,1.25378e+10,"gdp"
"Congo, Dem. Rep.",1982,1.36517e+10,"gdp"
"Congo, Dem. Rep.",1983,1.10067e+10,"gdp"
"Congo, Dem. Rep.",1984,7.85773e+09,"gdp"
"Congo, Dem. Rep.",1985,7.19504e+09,"gdp"
"Congo, Dem. Rep.",1986,8.09537e+09,"gdp"
"Congo, Dem. Rep.",1987,7.66163e+09,"gdp"
"Congo, Dem. Rep.",1988,8.8613e+09,"gdp"
"Congo, Dem. Rep.",1989,9.02186e+09,"gdp"
"Congo, Dem. Rep.",1990,9.34976e+09,"gdp"
"Congo, Dem. Rep.",1991,9.08797e+09,"gdp"
"Congo, Dem. Rep.",1992,8.20623e+09,"gdp"
"Congo, Dem. Rep.",1993,1.07078e+10,"gdp"
"Congo, Dem. Rep.",1994,5.82038e+09,"gdp"
"Congo, Dem. Rep.",1995,5.64344e+09,"gdp"
"Congo, Dem. Rep.",1996,5.77145e+09,"gdp"
"Congo, Dem. Rep.",1997,6.09084e+09,"gdp"
"Congo, Dem. Rep.",1998,6.21559e+09,"gdp"
"Congo, Dem. Rep.",1999,4.71126e+09,"gdp"
"Congo, Dem. Rep.",2000,1.9088e+10,"gdp"
"Congo, Dem. Rep.",2001,7.43804e+09,"gdp"
"Congo, Dem. Rep.",2002,8.72804e+09,"gdp"
"Congo, Dem. Rep.",2003,8.93756e+09,"gdp"
"Congo, Dem. Rep.",2004,1.02975e+10,"gdp"
"Congo, Dem. Rep.",2005,1.19645e+10,"gdp"
"Congo, Dem. Rep.",2006,1.42965e+10,"gdp"
"Congo, Dem. Rep.",2007,1.6364e+10,"gdp"
"Congo, Dem. Rep.",2008,1.9206e+10,"gdp"
"Congo, Dem. Rep.",2009,1.82627e+10,"gdp"
"Congo, Dem. Rep.",2010,2.15619e+10,"gdp"
"Congo, Dem. Rep.",2011,2.58354e+10,"gdp"
"Congo, Dem. Rep.",2012,2.93062e+10,"gdp"
"Congo, Dem. Rep.",2013,3.26909e+10,"gdp"
"Congo, Rep.",1960,1.31732e+08,"gdp"
"Congo, Rep.",1961,1.51676e+08,"gdp"
"Congo, Rep.",1962,1.66521e+08,"gdp"
"Congo, Rep.",1963,1.72233e+08,"gdp"
"Congo, Rep.",1964,1.85694e+08,"gdp"
"Congo, Rep.",1965,1.98318e+08,"gdp"
"Congo, Rep.",1966,2.20614e+08,"gdp"
"Congo, Rep.",1967,2.37397e+08,"gdp"
"Congo, Rep.",1968,2.51247e+08,"gdp"
"Congo, Rep.",1969,2.6504e+08,"gdp"
"Congo, Rep.",1970,2.74961e+08,"gdp"
"Congo, Rep.",1971,3.22128e+08,"gdp"
"Congo, Rep.",1972,4.10669e+08,"gdp"
"Congo, Rep.",1973,5.41973e+08,"gdp"
"Congo, Rep.",1974,5.85365e+08,"gdp"
"Congo, Rep.",1975,7.67103e+08,"gdp"
"Congo, Rep.",1976,7.5455e+08,"gdp"
"Congo, Rep.",1977,7.65224e+08,"gdp"
"Congo, Rep.",1978,8.78772e+08,"gdp"
"Congo, Rep.",1979,1.19875e+09,"gdp"
"Congo, Rep.",1980,1.7058e+09,"gdp"
"Congo, Rep.",1981,1.99351e+09,"gdp"
"Congo, Rep.",1982,2.16064e+09,"gdp"
"Congo, Rep.",1983,2.09727e+09,"gdp"
"Congo, Rep.",1984,2.19358e+09,"gdp"
"Congo, Rep.",1985,2.16087e+09,"gdp"
"Congo, Rep.",1986,1.84927e+09,"gdp"
