am_sid,iucn_sid,map_iucn_sid,map_subpop,sciname,spp_group,spatial_source,cat_code,cat_score,pop_trend,trend_score
Fis-23796,193270,NA,NA,Sciaenops ocellatus,NA,am,LC,0,stable,0
Fis-23835,193271,NA,NA,Stellifer lanceolatus,NA,am,LC,0,unknown,NA
Fis-23764,193272,193272,NA,Rypticus saponaceus,MARINEFISH_PART_2,iucn,LC,0,unknown,NA
Fis-24400,193273,NA,NA,Achirus lineatus,NA,am,LC,0,unknown,NA
Fis-26602,193274,NA,NA,Trinectes paulistanus,NA,am,LC,0,unknown,NA
Fis-170316,193318,NA,NA,Apogon hyalosoma,NA,am,LC,0,unknown,NA
Fis-161097,193467,NA,NA,Asterropteryx senoui,NA,am,LC,0,unknown,NA
Fis-163891,193471,NA,NA,Eviota shimadai,NA,am,LC,0,stable,0
Fis-163888,193472,NA,NA,Eviota winterbottomi,NA,am,LC,0,unknown,NA
NA,193487,193487,NA,Paracontias fasika,REPTILES_marine,iucn,CR,0.8,decreasing,-0.5
NA,193513,193513,NA,Typhlops arenarius,REPTILES_marine,iucn,LC,0,stable,0
Fis-27753,193598,193598,NA,Takifugu vermicularis,PUFFERFISH,iucn,NT,0.2,decreasing,-0.5
Fis-35467,193599,193599,NA,Arothron caeruleopunctatus,PUFFERFISH,iucn,LC,0,unknown,NA
NA,193600,193600,NA,Chelonodon dapsilis,PUFFERFISH,iucn,DD,NA,NA,NA
NA,193601,193601,NA,Canthigaster flavoreticulata,PUFFERFISH,iucn,DD,NA,NA,NA
Fis-145529,193602,193602,NA,Takifugu bimaculatus,PUFFERFISH,iucn,LC,0,decreasing,-0.5
NA,193605,193605,NA,Takifugu chinensis,PUFFERFISH,iucn,CR,0.8,decreasing,-0.5
Fis-35868,193606,NA,NA,Diodon eydouxii,NA,am,LC,0,unknown,NA
Fis-26417,193607,193607,NA,Arothron manilensis,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-23186,193609,NA,NA,Melichthys niger,NA,am,LC,0,unknown,NA
Fis-30893,193611,193611,NA,Sphoeroides parvus,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-26899,193612,193612,NA,Takifugu rubripes,PUFFERFISH,iucn,NT,0.2,decreasing,-0.5
Fis-134073,193613,193613,NA,Arothron carduus,PUFFERFISH,iucn,DD,NA,NA,NA
Fis-134060,193614,193614,NA,Torquigener vicinus,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-23758,193615,NA,NA,Ranzania laevis,NA,am,LC,0,unknown,NA
NA,193620,193620,NA,Sphoeroides andersonianus,PUFFERFISH,iucn,DD,NA,NA,NA
Fis-26955,193621,193621,NA,Torquigener hypselogeneion,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-26889,193622,193622,NA,Lagocephalus spadiceus,PUFFERFISH,iucn,LC,0,decreasing,-0.5
Fis-134077,193623,193623,NA,Canthigaster papua,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-145527,193624,193624,NA,Takifugu reticularis,PUFFERFISH,iucn,LC,0,decreasing,-0.5
Fis-134084,193628,193628,NA,Lagocephalus suezensis,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-23819,193630,193630,NA,Sphoeroides spengleri,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-127179,193631,193631,NA,Contusus brevicaudus,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-25618,193632,193632,NA,Sphoeroides greeleyi,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-27715,193634,NA,NA,Masturus lanceolatus,NA,am,LC,0,unknown,NA
Fis-29190,193636,193636,NA,Torquigener pleurogramma,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-127175,193637,193637,NA,Torquigener andersonae,PUFFERFISH,iucn,LC,0,unknown,NA
NA,193638,193638,NA,Pelagocephalus marki,PUFFERFISH,iucn,LC,0,unknown,NA
NA,193641,193641,NA,Takifugu coronoidus,PUFFERFISH,iucn,LC,0,decreasing,-0.5
Fis-133901,193642,193642,NA,Canthigaster axiologus,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-24494,193644,NA,NA,Chilomycterus antennatus,NA,am,LC,0,unknown,NA
Fis-22736,193647,NA,NA,Acanthostracion quadricornis,NA,am,LC,0,stable,0
Fis-26564,193650,193650,NA,Colomesus psittacus,PUFFERFISH,iucn,LC,0,unknown,NA
NA,193654,193654,NA,Takifugu plagiocellatus,PUFFERFISH,iucn,EN,0.6,unknown,NA
Fis-28622,193655,193655,NA,Canthigaster margaritata,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-26177,193656,193656,NA,Canthigaster bennetti,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-28766,193659,193659,NA,Takifugu exascurus,PUFFERFISH,iucn,LC,0,stable,0
Fis-134051,193660,193660,NA,Torquigener gloerfelti,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-127185,193661,193661,NA,Tetractenos glaber,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-26098,193662,193662,NA,Arothron meleagris,PUFFERFISH,iucn,LC,0,stable,0
Fis-26721,193663,193663,NA,Canthigaster jactator,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-26935,193664,193664,NA,Lagocephalus lunaris,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-55124,193666,193666,NA,Takifugu flavidus,PUFFERFISH,iucn,NT,0.2,decreasing,-0.5
Fis-27754,193667,193667,NA,Takifugu porphyreus,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-29912,193668,NA,NA,Diodon hystrix,NA,am,LC,0,unknown,NA
Fis-26178,193669,193669,NA,Canthigaster compressa,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-134062,193670,193670,NA,Torquigener paxtoni,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-26728,193671,193671,NA,Arothron mappa,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-34021,193672,193672,NA,Torquigener parcuspinus,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-26717,193675,193675,NA,Canthigaster amboinensis,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-29189,193676,193676,NA,Omegophora armilla,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-28092,193677,193677,NA,Feroxodon multistriatus,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-34404,193678,193678,NA,Torquigener pallimaculatus,PUFFERFISH,iucn,LC,0,unknown,NA
NA,193679,193679,NA,Sphoeroides georgemilleri,PUFFERFISH,iucn,DD,NA,NA,NA
NA,193680,193680,NA,Takifugu variomaculatus,PUFFERFISH,iucn,DD,NA,NA,NA
NA,193685,193685,NA,Reicheltia halsteadi,PUFFERFISH,iucn,LC,0,stable,0
Fis-63048,193686,193686,NA,Marilyna pleurosticta,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-113028,193689,193689,NA,Torquigener randalli,PUFFERFISH,iucn,DD,NA,NA,NA
Fis-150243,193691,193691,NA,Canthigaster capistrata,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-28768,193693,193693,NA,Takifugu pardalis,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-150910,193695,193695,NA,Canthigaster natalensis,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-55216,193696,193696,NA,Takifugu chrysops,PUFFERFISH,iucn,LC,0,stable,0
Fis-58037,193697,193697,NA,Canthigaster pygmaea,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-141491,193698,193698,NA,Sphoeroides tyleri,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-25619,193699,193699,NA,Arothron hispidus,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-31154,193700,NA,NA,Balistes punctatus,NA,am,VU,0.4,decreasing,-0.5
Fis-134050,193701,193701,NA,Torquigener marleyi,PUFFERFISH,iucn,DD,NA,NA,NA
NA,193702,193702,NA,Canthigaster investigatoris,PUFFERFISH,iucn,DD,NA,NA,NA
Fis-60581,193703,193703,NA,Torquigener flavimaculosus,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-62637,193704,193704,NA,Torquigener altipinnis,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-26249,193705,193705,NA,Canthigaster rivulata,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-133916,193706,193706,NA,Canthigaster marquesensis,PUFFERFISH,iucn,VU,0.4,unknown,NA
Fis-28618,193709,193709,NA,Canthigaster callisterna,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-35347,193711,193711,NA,Canthigaster smithae,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-163987,193712,193712,NA,Arothron stellatus,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-26210,193716,193716,NA,Arothron reticularis,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-26839,193717,193717,NA,Lagocephalus inermis,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-64430,193718,193718,NA,Lagocephalus guentheri,PUFFERFISH,iucn,LC,0,unknown,NA
NA,193721,193721,NA,Tetraodon implutus,PUFFERFISH,iucn,DD,NA,NA,NA
Fis-58036,193722,193722,NA,Arothron diadematus,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-35313,193723,193723,NA,Canthigaster ocellicincta,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-150216,193725,193725,NA,Canthigaster jamestyleri,PUFFERFISH,iucn,LC,0,unknown,NA
NA,193730,193730,NA,Polyspina piosae,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-26723,193733,193733,NA,Canthigaster epilampra,PUFFERFISH,iucn,LC,0,unknown,NA
NA,193734,193734,NA,Chelonodon pleurospilus,PUFFERFISH,iucn,EN,0.6,unknown,NA
Fis-34019,193735,193735,NA,Torquigener hicksi,PUFFERFISH,iucn,DD,NA,NA,NA
Fis-32303,193736,NA,NA,Balistes capriscus,NA,am,VU,0.4,decreasing,-0.5
NA,193737,193737,NA,Lagocephalus cheesemanii,PUFFERFISH,iucn,DD,NA,NA,NA
Fis-127173,193741,193741,NA,Torquigener perlevis,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-32650,193742,193742,NA,Chelonodon laticeps,PUFFERFISH,iucn,LC,0,unknown,NA
NA,193743,193743,NA,Sphoeroides nitidus,PUFFERFISH,iucn,DD,NA,NA,NA
NA,193746,193746,NA,Arothron leopardus,PUFFERFISH,iucn,DD,NA,NA,NA
Fis-26842,193747,193747,NA,Amblyrhynchotes honckenii,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-26722,193749,193749,NA,Canthigaster coronata,PUFFERFISH,iucn,LC,0,unknown,NA
NA,193750,193750,NA,Tetraodon fluviatilis,PUFFERFISH,iucn,LC,0,unknown,NA
NA,193751,193751,NA,Canthigaster cyanetron,PUFFERFISH,iucn,EN,0.6,unknown,NA
Fis-27714,193752,NA,NA,Chilomycterus reticulatus,NA,am,LC,0,unknown,NA
NA,193753,193753,NA,Canthigaster supramacula,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-25401,193758,193758,NA,Ephippion guttifer,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-30892,193759,193759,NA,Sphoeroides dorsalis,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-127171,193760,193760,NA,Torquigener squamicauda,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-23818,193762,193762,NA,Sphoeroides nephelus,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-26179,193766,193766,NA,Canthigaster janthinoptera,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-53659,193767,NA,NA,Acanthostracion guineensis,NA,am,LC,0,unknown,NA
Fis-53665,193768,NA,NA,Acanthostracion notacanthus,NA,am,DD,NA,NA,NA
Fis-26843,193769,193769,NA,Tylerius spinosissimus,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-28989,193771,193771,NA,Sphoeroides marmoratus,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-28767,193772,193772,NA,Takifugu stictonotus,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-26199,193775,193775,NA,Canthigaster solandri,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-145524,193779,193779,NA,Takifugu snyderi,PUFFERFISH,iucn,LC,0,unknown,NA
NA,193780,193780,NA,Canthigaster punctata,PUFFERFISH,iucn,DD,NA,NA,NA
NA,193781,193781,NA,Takifugu basilevskianus,PUFFERFISH,iucn,DD,NA,NA,NA
Fis-28169,193782,193782,NA,Torquigener whitleyi,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-133990,193784,193784,NA,Tetractenos hamiltoni,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-62815,193785,193785,NA,Marilyna darwinii,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-53116,193786,193786,NA,Arothron inconditus,PUFFERFISH,iucn,VU,0.4,unknown,NA
NA,193787,193787,NA,Javichthys kailolae,PUFFERFISH,iucn,LC,0,unknown,NA
NA,193788,193788,NA,Torquigener florealis,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-145532,193789,193789,NA,Takifugu alboplumbeus,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-25271,193792,193792,NA,Contusus richei,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-24480,193793,193793,NA,Canthigaster rostrata,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-26180,193796,193796,NA,Canthigaster valentini,PUFFERFISH,iucn,LC,0,decreasing,-0.5
Fis-163700,193799,193799,NA,Canthigaster cyanospilota,PUFFERFISH,iucn,LC,0,unknown,NA
NA,193802,193802,NA,Canthigaster sanctaehelenae,PUFFERFISH,iucn,EN,0.6,unknown,NA
Fis-133976,193803,193803,NA,Omegophora cyanopunctata,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-26097,193804,193804,NA,Arothron nigropunctatus,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-26418,193805,193805,NA,Arothron immaculatus,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-150207,193809,193809,NA,Takifugu pseudommus,PUFFERFISH,iucn,DD,NA,NA,NA
Fis-26952,193810,193810,NA,Takifugu oblongus,PUFFERFISH,iucn,LC,0,decreasing,-0.5
Fis-23820,193813,193813,NA,Sphoeroides testudineus,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-30779,193815,NA,NA,Chilomycterus antillarum,NA,am,LC,0,unknown,NA
Fis-23578,193816,NA,NA,Lactophrys trigonus,NA,am,LC,0,unknown,NA
Fis-31054,193817,NA,NA,Diodon holocanthus,NA,am,LC,0,unknown,NA
Fis-35377,193820,193820,NA,Canthigaster tyleri,PUFFERFISH,iucn,LC,0,unknown,NA
Fis-29188,193822,193822,NA,Arothron firmamentum,PUFFERFISH,iucn,LC,0,unknown,NA
NA,193825,NA,NA,Chilomycterus spinosus ssp. mauretanicus,NA,NA,LC,0,NA,NA
NA,193826,NA,NA,Chilomycterus spinosus ssp. spinosus,NA,NA,LC,0,NA,NA
NA,194134,NA,NA,Quercus geminata,NA,NA,LC,0,NA,NA
NA,194204,NA,NA,Quercus myrtifolia,NA,NA,LC,0,NA,NA
Fis-22737,194289,NA,NA,Aphareus furca,NA,am,LC,0,unknown,NA
Fis-142645,194298,194298,NA,Albula argentea,BONEFISH_TARPONS,iucn,DD,NA,NA,NA
Fis-28123,194299,194299,NA,Albula glossodonta,BONEFISH_TARPONS,iucn,VU,0.4,decreasing,-0.5
NA,194300,22563,Fiordland,Tursiops truncatus,MARINE_MAMMALS,iucn,CR,0.8,decreasing,-0.5
Fis-161121,194301,194301,NA,Albula oligolepis,BONEFISH_TARPONS,iucn,DD,NA,NA,NA
NA,194302,194302,NA,Albula virgata,BONEFISH_TARPONS,iucn,DD,NA,NA,NA
Fis-22841,194303,194303,NA,Albula vulpes,BONEFISH_TARPONS,iucn,NT,0.2,decreasing,-0.5
Fis-29498,194305,194305,NA,Pterothrissus belloci,BONEFISH_TARPONS,iucn,DD,NA,NA,NA
Fis-52465,194306,194306,NA,Pterothrissus gissu,BONEFISH_TARPONS,iucn,DD,NA,NA,NA
Fis-31830,194307,194307,NA,Elops hawaiensis,BONEFISH_TARPONS,iucn,DD,NA,NA,NA
Fis-31194,194308,194308,NA,Elops senegalensis,BONEFISH_TARPONS,iucn,DD,NA,NA,NA
NA,194309,194309,NA,Elops smithi,BONEFISH_TARPONS,iucn,DD,NA,NA,NA
Fis-22937,194331,NA,NA,Pristipomoides filamentosus,NA,am,LC,0,unknown,NA
Fis-30252,194332,NA,NA,Lutjanus agennes,NA,am,DD,NA,NA,NA
Fis-53903,194334,NA,NA,Lutjanus russellii,NA,am,LC,0,unknown,NA
Fis-29439,194335,NA,NA,Lutjanus lutjanus,NA,am,LC,0,unknown,NA
Fis-23600,194336,NA,NA,Lipocheilus carnolabrum,NA,am,LC,0,unknown,NA
Fis-22783,194337,NA,NA,Lutjanus kasmira,NA,am,LC,0,unknown,NA
Fis-22803,194338,NA,NA,Macolor niger,NA,am,LC,0,unknown,NA
Fis-29468,194339,NA,NA,Paracaesio sordida,NA,am,LC,0,unknown,NA
Fis-23620,194342,NA,NA,Lutjanus boutton,NA,am,LC,0,unknown,NA
Fis-22797,194343,NA,NA,Lutjanus sebae,NA,am,LC,0,decreasing,-0.5
Fis-22798,194344,NA,NA,Lutjanus synagris,NA,am,NT,0.2,decreasing,-0.5
Fis-23630,194345,NA,NA,Lutjanus goreensis,NA,am,DD,NA,NA,NA
Fis-22960,194347,NA,NA,Symphorus nematophorus,NA,am,LC,0,unknown,NA
Fis-29444,194348,NA,NA,Macolor macularis,NA,am,LC,0,unknown,NA
Fis-47262,194349,NA,NA,Paracaesio xanthura,NA,am,LC,0,unknown,NA
Fis-29965,194350,NA,NA,Etelis radiosus,NA,am,LC,0,unknown,NA
Fis-22936,194351,NA,NA,Pristipomoides auricilla,NA,am,LC,0,unknown,NA
Fis-29466,194353,NA,NA,Paracaesio gonzalesi,NA,am,LC,0,unknown,NA
Fis-29440,194354,NA,NA,Lutjanus mizenkoi,NA,am,LC,0,unknown,NA
Fis-22794,194356,NA,NA,Lutjanus rivulatus,NA,am,LC,0,unknown,NA
Fis-22793,194359,NA,NA,Lutjanus quinquelineatus,NA,am,LC,0,unknown,NA
Fis-29276,194360,NA,NA,Aphareus rutilans,NA,am,LC,0,unknown,NA
NA,194361,NA,NA,Parapristipomoides squamimaxillaris,NA,NA,LC,0,NA,NA
Fis-23619,194363,NA,NA,Lutjanus bohar,NA,am,LC,0,unknown,NA
Fis-29288,194364,NA,NA,Apsilus fuscus,NA,am,LC,0,unknown,NA
Fis-23622,194365,NA,NA,Lutjanus campechanus,NA,am,VU,0.4,decreasing,-0.5
Fis-22940,194366,NA,NA,Pristipomoides sieboldii,NA,am,LC,0,unknown,NA
Fis-22811,194368,NA,NA,Pristipomoides argyrogrammicus,NA,am,LC,0,unknown,NA
Fis-146035,194370,NA,NA,Lutjanus fulviflamma,NA,am,LC,0,unknown,NA
Fis-22941,194371,NA,NA,Pristipomoides zonatus,NA,am,LC,0,unknown,NA
Fis-32817,194373,NA,NA,Pinjalo lewisi,NA,am,LC,0,unknown,NA
Fis-22801,194374,NA,NA,Lutjanus vitta,NA,am,LC,0,unknown,NA
Fis-22790,194376,NA,NA,Lutjanus monostigma,NA,am,LC,0,stable,0
Fis-22893,194377,NA,NA,Lutjanus fulvus,NA,am,LC,0,unknown,NA
Fis-29278,194379,NA,NA,Aprion virescens,NA,am,LC,0,unknown,NA
Fis-29469,194380,NA,NA,Paracaesio stonei,NA,am,LC,0,unknown,NA
Fis-29964,194382,NA,NA,Etelis coruscans,NA,am,LC,0,unknown,NA
Fis-29488,194383,NA,NA,Pristipomoides typus,NA,am,LC,0,unknown,NA
Fis-22894,194385,NA,NA,Lutjanus gibbus,NA,am,LC,0,unknown,NA
Fis-22939,194387,NA,NA,Pristipomoides multidens,NA,am,LC,0,unknown,NA
NA,194388,NA,NA,Lutjanus endecacanthus,NA,NA,DD,NA,NA,NA
Fis-23628,194389,NA,NA,Lutjanus fulgens,NA,am,LC,0,unknown,NA
Fis-29467,194391,NA,NA,Paracaesio kusakarii,NA,am,LC,0,unknown,NA
Fis-23617,194393,NA,NA,Lutjanus biguttatus,NA,am,LC,0,unknown,NA
Fis-23627,194394,NA,NA,Lutjanus dentatus,NA,am,DD,NA,NA,NA
Fis-29442,194398,NA,NA,Lutjanus semicinctus,NA,am,LC,0,unknown,NA
Fis-23609,194399,NA,NA,Lutjanus adetii,NA,am,LC,0,unknown,NA
Fis-22944,194400,NA,NA,Randallichthys filamentosus,NA,am,LC,0,unknown,NA
Fis-29487,194401,NA,NA,Pristipomoides flavipinnis,NA,am,LC,0,unknown,NA
Fis-22959,194402,NA,NA,Symphorichthys spilurus,NA,am,LC,0,unknown,NA
NA,194405,NA,NA,Paracaesio paragrapsimodon,NA,NA,DD,NA,NA,NA
Fis-22802,194406,NA,NA,Lutjanus vivanus,NA,am,LC,0,decreasing,-0.5
Fis-23178,194407,NA,NA,Lutjanus ehrenbergii,NA,am,LC,0,unknown,NA
Fis-23367,194408,NA,NA,Anisotremus surinamensis,NA,am,DD,NA,NA,NA
Fis-23368,194409,NA,NA,Anisotremus virginicus,NA,am,LC,0,unknown,NA
Fis-23040,194413,NA,NA,Brachydeuterus auritus,NA,am,NT,0.2,unknown,NA
Fis-23096,194414,NA,NA,Conodon nobilis,NA,am,LC,0,unknown,NA
Fis-23524,194415,NA,NA,Haemulon boschmae,NA,am,LC,0,unknown,NA
Fis-22235,194416,NA,NA,Haemulon carbonarium,NA,am,LC,0,unknown,NA
Fis-22236,194417,NA,NA,Haemulon chrysargyreum,NA,am,LC,0,unknown,NA
Fis-23525,194418,NA,NA,Haemulon flavolineatum,NA,am,LC,0,unknown,NA
Fis-53542,194419,NA,NA,Haemulon macrostomum,NA,am,LC,0,unknown,NA
Fis-23526,194420,NA,NA,Haemulon melanurum,NA,am,LC,0,unknown,NA
Fis-16335,194421,NA,NA,Haemulon parra,NA,am,LC,0,unknown,NA
Fis-23529,194422,NA,NA,Haemulon sciurus,NA,am,LC,0,unknown,NA
Fis-25415,194425,NA,NA,Parakuhlia macrophthalmus,NA,am,DD,NA,NA,NA
NA,194427,NA,NA,Parapristipoma humile,NA,NA,LC,0,NA,NA
Fis-26852,194428,NA,NA,Parapristipoma octolineatum,NA,am,LC,0,unknown,NA
Fis-27540,194432,NA,NA,Plectorhinchus macrolepis,NA,am,LC,0,unknown,NA
Fis-22931,194433,NA,NA,Plectorhinchus mediterraneus,NA,am,DD,NA,NA,NA
Fis-23734,194436,NA,NA,Haemulopsis corvinaeformis,NA,am,LC,0,unknown,NA
Fis-25269,194437,NA,NA,Pomadasys jubelini,NA,am,LC,0,unknown,NA
Fis-62927,194440,NA,NA,Pomadasys perotaei,NA,am,LC,0,unknown,NA
Fis-25419,194441,NA,NA,Pomadasys rogerii,NA,am,LC,0,unknown,NA
Fis-23171,194812,NA,NA,Lepadogaster lepadogaster,NA,am,LC,0,unknown,NA
NA,194814,NA,NA,Panturichthys fowleri,NA,NA,DD,NA,NA,NA
Fis-23677,194815,NA,NA,Ophichthus rufus,NA,am,LC,0,stable,0
Fis-33202,194816,NA,NA,Bathypterois mediterraneus,NA,am,LC,0,unknown,NA
Fis-16019,194818,NA,NA,Paralepis speciosa,NA,am,LC,0,unknown,NA
NA,194819,NA,NA,Coelorinchus mediterraneus,NA,NA,LC,0,NA,NA
Fis-139533,194821,NA,NA,Eretmophorus kleinenbergi,NA,am,LC,0,unknown,NA
Fis-24088,194838,NA,NA,Lepidion lepidion,NA,am,LC,0,unknown,NA
NA,194840,NA,NA,Rhynchogadus hepaticus,NA,NA,DD,NA,NA,NA
NA,194843,NA,NA,Opeatogenys gracilis,NA,NA,LC,0,NA,NA
Fis-23196,194844,NA,NA,Notoscopelus elongatus,NA,am,LC,0,stable,0
NA,194845,NA,NA,Grammonus ater,NA,NA,LC,0,NA,NA
Fis-112814,194846,NA,NA,Echiodon dentatus,NA,am,LC,0,unknown,NA
Fis-59163,194847,NA,NA,Ophidion rochei,NA,am,DD,NA,NA,NA
Fis-23716,194848,NA,NA,Parophidion vassali,NA,am,DD,NA,NA,NA
NA,194850,NA,NA,Nansenia iberica,NA,NA,DD,NA,NA,NA
Fis-166722,194851,194851,NA,Microlipophrys adriaticus,COMBTOOTHBLENNIES,iucn,LC,0,unknown,NA
Fis-166721,194853,194853,NA,Microlipophrys dalmatinus,COMBTOOTHBLENNIES,iucn,LC,0,unknown,NA
Fis-165433,194854,194854,NA,Microlipophrys nigriceps,COMBTOOTHBLENNIES,iucn,LC,0,unknown,NA
Fis-112810,194855,194855,NA,Parablennius rouxi,COMBTOOTHBLENNIES,iucn,LC,0,stable,0
Fis-139731,194856,194856,NA,Salaria basilisca,COMBTOOTHBLENNIES,iucn,LC,0,unknown,NA
Fis-59175,194857,NA,NA,Callionymus fasciatus,NA,am,LC,0,unknown,NA
NA,194859,NA,NA,Microichthys coccoi,NA,NA,LC,0,NA,NA
NA,194860,NA,NA,Microichthys sanzoi,NA,NA,DD,NA,NA,NA
Fis-137577,194862,NA,NA,Buenia affinis,NA,am,LC,0,unknown,NA
NA,194863,NA,NA,Chromogobius zebratus,NA,NA,LC,0,NA,NA
NA,194865,NA,NA,Corcyrogobius liechtensteini,NA,NA,LC,0,NA,NA
NA,194867,NA,NA,Didogobius bentuvii,NA,NA,DD,NA,NA,NA
NA,194868,NA,NA,Didogobius schlieweni,NA,NA,LC,0,NA,NA
NA,194869,NA,NA,Didogobius splechtnai,NA,NA,LC,0,NA,NA
Fis-49010,194871,NA,NA,Gammogobius steinitzi,NA,am,LC,0,unknown,NA
Fis-112797,194872,NA,NA,Gobius ater,NA,am,LC,0,unknown,NA
Fis-112801,194873,NA,NA,Gobius bucchichi,NA,am,LC,0,stable,0
Fis-49022,194874,NA,NA,Gobius geniporus,NA,am,LC,0,unknown,NA
Fis-141086,194875,NA,NA,Gobius kolombatovici,NA,am,LC,0,unknown,NA
NA,194876,NA,NA,Gobius strictus,NA,NA,DD,NA,NA,NA
Fis-112805,194877,NA,NA,Gobius vittatus,NA,am,LC,0,stable,0
Fis-49086,194879,NA,NA,Millerigobius macrocephalus,NA,am,LC,0,stable,0
Fis-49115,194881,NA,NA,Odondebuenia balearica,NA,am,LC,0,stable,0
Fis-33242,194882,NA,NA,Pomatoschistus bathi,NA,am,LC,0,stable,0
NA,194883,NA,NA,Pomatoschistus knerii,NA,NA,LC,0,NA,NA
Fis-27325,194884,NA,NA,Pomatoschistus quagga,NA,am,LC,0,stable,0
NA,194885,NA,NA,Pomatoschistus tortonesei,NA,NA,EN,0.6,NA,NA
Fis-49152,194887,NA,NA,Pseudaphya ferreri,NA,am,LC,0,stable,0
NA,194889,NA,NA,Speleogobius trigloides,NA,NA,LC,0,NA,NA
NA,194891,NA,NA,Thorogobius macrolepis,NA,NA,LC,0,NA,NA
Fis-49171,194893,NA,NA,Zebrus zebrus,NA,am,LC,0,stable,0
NA,194895,NA,NA,Tripterygion melanurum,NA,NA,LC,0,NA,NA
Fis-163884,194896,NA,NA,Tripterygion tripteronotum,NA,am,LC,0,stable,0
Fis-29682,194897,NA,NA,Arnoglossus kessleri,NA,am,DD,NA,NA,NA
NA,194898,NA,NA,Solea aegyptiaca,NA,NA,LC,0,NA,NA
Fis-139688,194900,NA,NA,Eutelichthys leptochirus,NA,am,DD,NA,NA,NA
NA,194901,NA,NA,Paraliparis murieli,NA,NA,DD,NA,NA,NA
Fis-33742,194902,NA,NA,Cyclothone pygmaea,NA,am,LC,0,unknown,NA
NA,194903,NA,NA,Syngnathus taenionotus,NA,NA,DD,NA,NA,NA
NA,194904,NA,NA,Syngnathus tenuirostris,NA,NA,DD,NA,NA,NA
Fis-49708,194905,NA,NA,Starksia atlantica,NA,am,LC,0,stable,0
