iucn_sid,am_sid,sciname,am_sciname,fbname,am_cat
187757.0,Fis-160832,Paracheilinus nursalim,Paracheilinus nursalim,Nursalim flasherwrasse,NA
187758.0,Fis-31144,Anampses cuvier,Anampses cuvier,Pearl wrasse,NA
187759.0,Fis-31134,Anampses neoguinaicus,Anampses neoguinaicus,New Guinea wrasse,NA
187762.0,Fis-47564,Oxycheilinus celebicus,Oxycheilinus celebicus,Celebes wrasse,NA
187763.0,Fis-164874,Novaculichthys macrolepidotus,Novaculoides macrolepidotus,Seagrass wrasse,NA
187765.0,Fis-58720,Paracheilinus bellae,Paracheilinus bellae,Bell's flasher,NA
187766.0,Fis-145088,Halichoeres kallochroma,Halichoeres kallochroma,null,NA
187767.0,Fis-31477,Labroides bicolor,Labroides bicolor,Bicolor cleaner wrasse,NA
187768.0,Fis-35326,Macropharyngodon ornatus,Macropharyngodon ornatus,False leopard,NA
187769.0,Fis-35455,Cirrhilabrus punctatus,Cirrhilabrus punctatus,Dotted wrasse,NA
187770.0,Fis-132106,Cirrhilabrus walindi,Cirrhilabrus walindi,Walindi fairy-warsse,NA
187772.0,Fis-21770,Macropharyngodon negrosensis,Macropharyngodon negrosensis,Yellowspotted wrasse,NA
187775.0,Fis-132769,Symphodus doderleini,Symphodus doderleini,null,NA
187777.0,Fis-28744,Polylepion russelli,Polylepion russelli,null,NA
187779.0,Fis-26804,Thalassoma hebraicum,Thalassoma hebraicum,Goldbar wrasse,NA
187780.0,Fis-25734,Thalassoma jansenii,Thalassoma jansenii,Jansen's wrasse,NA
187781.0,Fis-26672,Bodianus perditio,Bodianus perditio,Golden-spot hogfish,NA
187782.0,Fis-168177,Xyrichtys halsteadi,Novaculops halsteadi,Halstead's sandy,NA
187783.0,Fis-25720,Halichoeres hartzfeldii,Halichoeres hartzfeldii,Hartzfeld's wrasse,NA
187784.0,Fis-31137,Anampses twistii,Anampses twistii,Yellowbreasted wrasse,NA
187785.0,Fis-32554,Coris venusta,Coris venusta,Elegant coris,NA
187786.0,Fis-138798,Halichoeres pallidus,Halichoeres pallidus,Pale wrasse,NA
187787.0,Fis-61804,Thalassoma noronhanum,Thalassoma noronhanum,Noronha wrasse,NA
187788.0,Fis-148962,Cirrhilabrus joanallenae,Cirrhilabrus joanallenae,Joan's fairy-warsse,NA
187790.0,Fis-60896,Halichoeres leptotaenia,Halichoeres leptotaenia,null,NA
187791.0,Fis-153188,Paracheilinus rubricaudalis,Paracheilinus rubricaudalis,Redtail flasherwrasse,NA
187792.0,Fis-134783,Coris centralis,Coris centralis,null,NA
187793.0,Fis-53997,Macropharyngodon moyeri,Macropharyngodon moyeri,null,NA
187794.0,Fis-31896,Choerodon monostigma,Choerodon monostigma,Dark-spot tuskfish,NA
187795.0,Fis-26807,Pteragogus taeniops,Pteragogus taeniops,Cheekbar wrasse,NA
187797.0,Fis-27845,Leptojulis cyanopleura,Leptojulis cyanopleura,Shoulder-spot wrasse,NA
187798.0,Fis-138523,Cirrhilabrus adornatus,Cirrhilabrus adornatus,Red-fin fairy wrasse,NA
187799.0,Fis-26709,Stethojulis balteata,Stethojulis balteata,Belted wrasse,NA
187801.0,Fis-32431,Cirrhilabrus rubrimarginatus,Cirrhilabrus rubrimarginatus,Red-margined wrasse,NA
187802.0,Fis-31472,Coris aygula,Coris aygula,Clown coris,NA
187803.0,Fis-22745,Centrolabrus exoletus,Centrolabrus exoletus,Rock cook,NA
187804.0,Fis-26336,Bodianus oxycephalus,Bodianus oxycephalus,null,NA
187805.0,Fis-23847,Symphodus tinca,Symphodus tinca,East Atlantic peacock wrasse,NA
187807.0,Fis-149158,Bodianus flavifrons,Bodianus flavifrons,Masked pigfish,NA
187808.0,Fis-31136,Anampses femininus,Anampses femininus,Blue-striped orange tamarin,NA
187809.0,Fis-32762,Xiphocheilus typus,Xiphocheilus typus,Blue-banded wrasse,NA
187810.0,Fis-25353,Halichoeres chloropterus,Halichoeres chloropterus,Pastel-green wrasse,NA
187812.0,Fis-62626,Bodianus unimaculatus,Bodianus unimaculatus,Red pigfish,NA
187813.0,Fis-30960,Suezichthys arquatus,Suezichthys arquatus,Rainbow slender wrasse,NA
187815.0,Fis-59764,Leptojulis polylepis,Leptojulis polylepis,Smallscale wrasse,NA
187935.0,Fis-25342,Terapon theraps,Terapon theraps,Largescaled terapon,NA
187987.0,Fis-165257,Eugnathogobius illotus,Eugnathogobius illotus,null,NA
188101.0,Fis-27612,Ophiocara porocephala,Ophiocara porocephala,Northern mud gudgeon,NA
188319.0,Fis-149757,Neopomacentrus aquadulcis,Neopomacentrus aquadulcis,Sweetwater demoiselle,NA
189357.0,MFW-1755,Cerithidea pliculosa,Cerithidea pliculosa,plicate hornsnail,NA
189436.0,MFW-1717,Neritina virginea,Neritina virginea,virgin nerite,NA
189453.0,SLB-166102,Clithon chlorostomum,Clithon chlorostomus,null,NA
189550.0,W-Msc-208934,Littoraria undulata,Littoraria undulata,undulate periwinkle,NA
189731.0,SLB-103656,Sepia smithi,Sepia smithi,Smith's cuttlefish,NA
189736.0,W-Msc-342133,Sepia filibrachia,Sepia filibrachia,null,NA
189823.0,Fis-122362,Cyprinodon variegatus,Cyprinodon variegatus variegatus,Sheepshead minnow,NA
189824.0,Fis-24618,Fundulus heteroclitus,Fundulus heteroclitus,Mummichog,NA
190082.0,Fis-25037,Trinectes maculatus,Trinectes maculatus,Hogchoker,NA
190443.0,Fis-30023,Fundulus confluentus,Fundulus confluentus,Marsh killifish,NA
190674.0,Fis-28641,Haletta semifasciata,Haletta semifasciata,Blue weed whiting,NA
190675.0,Fis-165475,Heteroscarus acroptilus,Heteroscarus acroptilus,Rainbow cale,NA
190676.0,Fis-28640,Neoodax balteatus,Neoodax balteatus,Little weed whiting,NA
190679.0,Fis-21342,Olisthops cyanomelas,Olisthops cyanomelas,Herring cale,NA
190680.0,Fis-149524,Siphonognathus caninis,Siphonognathus caninis,Sharpnose weed whiting,NA
190681.0,Fis-35385,Siphonognathus argyrophanes,Siphonognathus argyrophanes,Tubemouth,NA
190682.0,Fis-28644,Siphonognathus attenuatus,Siphonognathus attenuatus,Slender weed whiting,NA
190683.0,Fis-28647,Siphonognathus radiatus,Siphonognathus radiatus,Long-rayed weed whiting,NA
190684.0,Fis-35386,Siphonognathus tanyourus,Siphonognathus tanyourus,Longtail weed whiting,NA
190685.0,Fis-25080,Calotomus spinidens,Calotomus spinidens,Spinytooth parrotfish,NA
190686.0,Fis-25079,Calotomus japonicus,Calotomus japonicus,Japanese parrotfish,NA
190687.0,Fis-25082,Calotomus zonarchus,Calotomus zonarchus,Yellowbar parrot,NA
190688.0,Fis-25078,Calotomus carolinus,Calotomus carolinus,Carolines parrotfish,NA
190690.0,Fis-25690,Cetoscarus bicolor,Cetoscarus bicolor,Bicolour parrotfish,NA
190691.0,Fis-165595,Cetoscarus ocellatus,Cetoscarus ocellatus,Spotted parrotfish,NA
190692.0,Fis-123150,Chlorurus enneacanthus,Chlorurus enneacanthus,Captain parrotfish,NA
190693.0,Fis-35826,Scarus collana,Scarus collana,Red Sea parrotfish,NA
190694.0,Fis-21840,Scarus globiceps,Scarus globiceps,Globehead parrotfish,NA
190695.0,Fis-21827,Scarus flavipectoralis,Scarus flavipectoralis,Yellowfin parrotfish,NA
190697.0,Fis-58514,Chlorurus capistratoides,Chlorurus capistratoides,Indian parrotfish,NA
190698.0,Fis-30609,Scarus vetula,Scarus vetula,Queen parrotfish,NA
190699.0,Fis-123148,Chlorurus atrilunula,Chlorurus atrilunula,Bluemoon parrotfish,NA
190700.0,Fis-32580,Scarus scaber,Scarus scaber,Fivesaddle parrotfish,NA
190701.0,Fis-52069,Nicholsina collettei,Nicholsina usta collettei,null,NA
190702.0,Fis-143281,Scarus fuscocaudalis,Scarus fuscocaudalis,Darktail parrotfish,NA
190703.0,Fis-25425,Scarus hoefleri,Scarus hoefleri,Guinean parrotfish,NA
190704.0,Fis-8368,Scarus tricolor,Scarus tricolor,Tricolour parrotfish,NA
190705.0,Fis-31420,Scarus ghobban,Scarus ghobban,Blue-barred parrotfish,NA
190706.0,Fis-32579,Scarus russelii,Scarus russelii,Eclipse parrotfish,NA
190707.0,Fis-31416,Scarus chameleon,Scarus chameleon,Chameleon parrotfish,NA
190708.0,Fis-31425,Scarus quoyi,Scarus quoyi,Quoy's parrotfish,NA
190709.0,Fis-159655,Scarus coeruleus,Scarus coeruleus,Blue parrotfish,NA
190710.0,Fis-28736,Sparisoma cretense,Sparisoma cretense,Parrotfish,NA
190711.0,Fis-123151,Chlorurus bowersi,Chlorurus bowersi,Bower's parrotfish,NA
190712.0,Fis-24998,Sparisoma radians,Sparisoma radians,Bucktooth parrotfish,NA
190713.0,Fis-25405,Scarus spinus,Scarus spinus,Greensnout parrotfish,NA
190714.0,Fis-29128,Scarus fuscopurpureus,Scarus fuscopurpureus,Purple-brown parrotfish,NA
190715.0,Fis-63983,Chlorurus sordidus,Chlorurus sordidus,Daisy parrotfish,NA
190717.0,Fis-21834,Scarus rivulatus,Scarus rivulatus,Rivulated parrotfish,NA
190718.0,Fis-123153,Chlorurus perspicillatus,Chlorurus perspicillatus,Spectacled parrotfish,NA
190719.0,Fis-58516,Chlorurus japanensis,Chlorurus japanensis,Palecheek parrotfish,NA
190720.0,Fis-30606,Scarus coelestinus,Scarus coelestinus,Midnight parrotfish,NA
190721.0,Fis-23815,Sparisoma rubripinne,Sparisoma rubripinne,Redfin parrotfish,NA
190722.0,Fis-26762,Scarus falcipinnis,Scarus falcipinnis,Sicklefin parrotfish,NA
190723.0,Fis-145196,Sparisoma amplum,Sparisoma amplum,null,NA
190724.0,Fis-149813,Sparisoma frondosum,Sparisoma frondosum,null,NA
190725.0,Fis-121730,Scarus xanthopleura,Scarus xanthopleura,Red parrotfish,NA
190726.0,Fis-25692,Scarus altipinnis,Scarus altipinnis,Filament-finned parrotfish,NA
190728.0,Fis-5683,Chlorurus microrhinos,Chlorurus microrhinos,Steephead parrots,NA
190729.0,Fis-30665,Sparisoma aurofrenatum,Sparisoma aurofrenatum,Redband parrotfish,NA
190730.0,Fis-54288,Nicholsina usta,Nicholsina usta usta,Emerald parrotfish,NA
190731.0,Fis-25696,Scarus rubroviolaceus,Scarus rubroviolaceus,Ember parrotfish,NA
190732.0,Fis-145135,Scarus iseri,Scarus iseri,Striped parrotfish,NA
190733.0,Fis-26760,Hipposcarus harid,Hipposcarus harid,Candelamoa parrotfish,NA
190734.0,Fis-23816,Sparisoma viride,Sparisoma viride,Stoplight parrotfish,NA
190735.0,Fis-160362,Scarus maculipinna,Scarus maculipinna,Spot fin parrotfish,NA
190736.0,Fis-31424,Scarus psittacus,Scarus psittacus,Common parrotfish,NA
190738.0,Fis-23814,Sparisoma chrysopterum,Sparisoma chrysopterum,Redtail parrotfish,NA
190739.0,Fis-21826,Scarus dimidiatus,Scarus dimidiatus,Yellowbarred parrotfish,NA
190740.0,Fis-31422,Scarus niger,Scarus niger,Dusky parrotfish,NA
190741.0,Fis-112193,Chlorurus troschelii,Chlorurus troschelii,Troschel's parrotfish,NA
190742.0,Fis-57950,Chlorurus strongylocephalus,Chlorurus strongylocephalus,Steephead parrotfish,NA
190743.0,Fis-53974,Scarus ovifrons,Scarus ovifrons,Knobsnout parrotfish,NA
190744.0,Fis-121729,Chlorurus bleekeri,Chlorurus bleekeri,Bleeker's parrotfish,NA
190745.0,Fis-25691,Hipposcarus longiceps,Hipposcarus longiceps,Pacific longnose parrotfish,NA
190746.0,Fis-119366,Chlorurus oedema,Chlorurus oedema,Knothead parrotfish,NA
190747.0,Fis-25694,Scarus forsteni,Scarus forsteni,Forsten's parrotfish,NA
190748.0,Fis-145208,Scarus trispinosus,Scarus trispinosus,null,NA
190750.0,Fis-30608,Scarus taeniopterus,Scarus taeniopterus,Princess parrotfish,NA
190751.0,Fis-145200,Sparisoma axillare,Sparisoma axillare,null,NA
190753.0,Fis-5681,Chlorurus gibbus,Chlorurus gibbus,Heavybeak parrotfish,NA
190754.0,Fis-31170,Scarus koputea,Scarus koputea,Marquesan parrotfish,NA
190755.0,Fis-31418,Scarus frenatus,Scarus frenatus,Bridled parrotfish,NA
190756.0,Fis-25083,Leptoscarus vaigiensis,Leptoscarus vaigiensis,Marbled parrotfish,NA
190757.0,Fis-29875,Cryptotomus roseus,Cryptotomus roseus,Bluelip parrotfish,NA
190758.0,Fis-29129,Chlorurus genazonatus,Chlorurus genazonatus,Sinai parrotfish,NA
190759.0,Fis-35827,Scarus ferrugineus,Scarus ferrugineus,Rusty parrotfish,NA
190761.0,Fis-28592,Scarus hypselopterus,Scarus hypselopterus,Yellow-tail parrotfish,NA
190762.0,Fis-123152,Chlorurus frontalis,Chlorurus frontalis,Pacific slopehead parrotfish,NA
190765.0,Fis-35828,Scarus persicus,Scarus persicus,Gulf parrotfish,NA
190766.0,Fis-26761,Scarus caudofasciatus,Scarus caudofasciatus,Redbarred parrotfish,NA
190767.0,Fis-114324,Chlorurus rhakoura,Chlorurus rhakoura,Raggedfin parrotfish,NA
190768.0,Fis-24997,Sparisoma atomarium,Sparisoma atomarium,Greenblotch parrotfish,NA
190769.0,Fis-31171,Scarus longipinnis,Scarus longipinnis,Highfin parrotfish,NA
190951.0,W-Msc-346432,Rossia pacifica,Rossia pacifica,North Pacific bobtail,NA
191108.0,Fis-22845,Anguilla rostrata,Anguilla rostrata,American eel,NA
191191.0,Fis-24770,Menidia beryllina,Menidia beryllina,Inland silverside,NA
191206.0,Fis-23335,Alosa sapidissima,Alosa sapidissima,American shad,NA
191210.0,Fis-23481,Dorosoma cepedianum,Dorosoma cepedianum,American gizzard shad,NA
191211.0,Fis-23482,Dorosoma petenense,Dorosoma petenense,Threadfin shad,NA
191368.0,Fis-24749,Lucania parva,Lucania parva,Rainwater killifish,NA
191822.0,Fis-29369,Elops saurus,Elops saurus,Ladyfish,NA
191823.0,Fis-2518,Megalops atlanticus,Megalops atlanticus,Tarpon,NA
192269.0,W-Msc-428185,Conus lischkeanus,Conus lischkeanus,Lischke's cone,NA
192271.0,W-Msc-428256,Conus pusio,Conus pusio,null,NA
192276.0,W-Msc-428247,Conus praecellens,Conus praecellens,Sowerby's cone,NA
192296.0,W-Msc-215478,Conus sanguinolentus,Conus sanguinolentus,blood-stained cone,NA
192297.0,W-Msc-215495,Conus bullatus,Conus bullatus,bubble cone,NA
192298.0,W-Msc-215517,Conus betulinus,Conus betulinus,beech cone,NA
192304.0,W-Msc-426441,Conus capitanellus,Conus capitanellus,null,NA
192305.0,W-Msc-215530,Conus distans,Conus distans,distantly-lineated cone,NA
192316.0,W-Msc-215529,Conus textile,Conus textile,textile cone,NA
192318.0,W-Msc-215434,Conus nussatella,Conus nussatella,nussatella cone,NA
192321.0,W-Msc-215466,Conus striatus,Conus striatus,striated cone,NA
192323.0,W-Msc-215532,Conus milneedwardsi,Conus milneedwardsi,null,NA
192327.0,W-Msc-428213,Conus muriculatus,Conus muriculatus,null,NA
192328.0,W-Msc-215437,Conus coelinae,Conus coelinae,null,NA
192334.0,W-Msc-428372,Conus sulcatus,Conus sulcatus,sulcate cone,NA
192340.0,W-Msc-420199,Conus amphiurgus,Conus amphiurgus,null,NA
192342.0,W-Msc-215514,Conus emaciatus,Conus emaciatus,false virgin cone,NA
192345.0,W-Msc-428134,Conus gladiator,Conus gladiator,null,NA
192356.0,W-Msc-215445,Conus mustelinus,Conus mustelinus,null,NA
192362.0,W-Msc-215487,Conus moluccensis,Conus moluccensis,molucca cone,NA
192367.0,W-Msc-215441,Conus catus,Conus catus,cat cone,NA
192370.0,W-Msc-420208,Conus daucus,Conus daucus,carrot cone,NA
192374.0,W-Msc-426405,Conus boeticus,Conus boeticus,null,NA
192378.0,W-Msc-215430,Conus litoglyphus,Conus litoglyphus,lithograph cone,NA
192380.0,SLB-120088,Conus floridulus,Conus floridulus,null,NA
192383.0,W-Msc-426315,Conus ammiralis,Conus ammiralis,admiral cone,NA
192386.0,W-Msc-215464,Conus leopardus,Conus leopardus,leopard cone,NA
192393.0,W-Msc-215433,Conus coccineus,Conus coccineus,berry cone,NA
192399.0,SLB-118879,Conus monachus,Conus monachus,null,NA
192400.0,W-Msc-426383,Conus baileyi,Conus baileyi,null,NA
192408.0,W-Msc-428212,Conus monile,Conus monile,null,NA
192413.0,W-Msc-426369,Conus aureus,Conus aureus,asiatic jackal,NA
192419.0,W-Msc-215561,Conus frigidus,Conus frigidus,frigid cone,NA
192424.0,W-Msc-215476,Conus obscurus,Conus obscurus,obsure cone,NA
192425.0,W-Msc-426500,Conus flammeacolor,Conus flammeacolor,null,NA
192426.0,W-Msc-430446,Conus kimioi,Conus kimioi,kimio's cone,NA
192428.0,W-Msc-215458,Conus rattus,Conus rattus,rat cone,NA
192440.0,SLB-100648,Conus circumactus,Conus circumactis,null,NA
192444.0,W-Msc-420226,Conus villepinii,Conus villepinii,null,NA
192447.0,W-Msc-428976,Conus armadillo,Conus armadillo,null,NA
192449.0,W-Msc-426424,Conus brunneus,Conus brunneus,null,NA
192460.0,W-Msc-215520,Conus generalis,Conus generalis,general cone,NA
192477.0,W-Msc-215562,Conus articulatus,Conus articulatus,null,NA
192498.0,W-Msc-428154,Conus howelli,Conus howelli,null,NA
192505.0,W-Msc-428144,Conus granum,Conus granum,null,NA
192506.0,W-Msc-215492,Conus pulicarius,Conus pulicarius,flea-bitten cone,NA
192507.0,W-Msc-215525,Conus capitaneus,Conus capitaneus,captain cone,NA
192521.0,W-Msc-215537,Conus retifer,Conus retifer,null,NA
192532.0,W-Msc-420224,Conus stearnsii,Conus stearnsii,null,NA
192549.0,W-Msc-215429,Conus magus,Conus magus,null,NA
192553.0,W-Msc-420213,Conus mazei,Conus mazei,null,NA
192562.0,W-Msc-215518,Conus flavidus,Conus flavidus,yellow Pacific cone,NA
192563.0,W-Msc-215471,Conus aulicus,Conus aulicus,princely cone,NA
192564.0,W-Msc-215428,Conus moreleti,Conus moreleti,null,NA
192566.0,W-Msc-426496,Conus fergusoni,Conus fergusoni,null,NA
192573.0,W-Msc-215551,Conus magnificus,Conus magnificus,null,NA
192578.0,W-Msc-215538,Conus ermineus,Conus ermineus,agate cone,NA
192580.0,W-Msc-430457,Conus chaldaeus,Conus chaldaeus,astrologer'sp.  cone,NA
192586.0,W-Msc-215550,Conus terebra,Conus terebra,terebra cone,NA
192587.0,W-Msc-215557,Conus bandanus,Conus bandanus,banded marcle cone,NA
192589.0,W-Msc-430177,Conus sazanka,Conus sazanka,sazanka's cone,NA
192590.0,W-Msc-215533,Conus miliaris,Conus miliaris,thousand-spot cone,NA
192593.0,W-Msc-215501,Conus imperialis,Conus imperialis,imperial cone,NA
192599.0,W-Msc-420215,Conus mindanus,Conus mindanus,Bermuda cone,NA
192611.0,W-Msc-215436,Conus ebraeus,Conus ebraeus,Hebrew cone,NA
192614.0,W-Msc-428375,Conus suratensis,Conus suratensis,Suratan cone,NA
192624.0,W-Msc-420211,Conus granulatus,Conus granulatus,glory-of-the-Atlantic cone,NA
192629.0,W-Msc-420203,Conus attenuatus,Conus attenuatus,slender cone,NA
192633.0,W-Msc-420216,Conus mus,Conus mus,mouse cone,NA
192634.0,W-Msc-215479,Conus miles,Conus miles,soldier cone,NA
192636.0,W-Msc-215446,Conus coronatus,Conus coronatus,crowned cone,NA
192637.0,W-Msc-428162,Conus jaspideus,Conus jaspideus,Jasper cone,NA
192640.0,W-Msc-426407,Conus boholensis,Conus boholensis,null,NA
192641.0,W-Msc-428225,Conus orbignyi,Conus orbignyi,null,NA
192647.0,W-Msc-215432,Conus spectrum,Conus spectrum,null,NA
192648.0,W-Msc-215488,Conus tenuistriatus,Conus tenuistriatus,null,NA
192654.0,W-Msc-428259,Conus radiatus,Conus radiatus,rayed cone,NA
192656.0,W-Msc-428195,Conus luteus,Conus luteus,luteus cone,NA
192664.0,W-Msc-215455,Conus episcopatus,Conus episcopatus,null,NA
192674.0,W-Msc-215451,Conus sponsalis,Conus sponsalis,null,NA
192681.0,W-Msc-426373,Conus teramachii,Conus teramachii,null,NA
192686.0,SLB-118880,Conus parius,Conus parius,null,NA
192692.0,W-Msc-428404,Conus viola,Conus viola,null,NA
192693.0,W-Msc-420206,Conus cancellatus,Conus cancellatus,cancellate cone,NA
192694.0,W-Msc-215511,Conus varius,Conus varius,varius cone,NA
192696.0,W-Msc-428255,Conus purpurascens,Conus purpurascens,purple cone,NA
192697.0,SLB-103803,Conus chiangi,Taranteconus chiangi,null,NA
192699.0,W-Msc-215543,Conus striatellus,Conus striatellus,lineated cone,NA
192700.0,W-Msc-215559,Conus eburneus,Conus eburneus,ivory cone,NA
192701.0,W-Msc-215457,Conus marmoreus,Conus marmoreus,marble cone,NA
192704.0,W-Msc-215510,Conus acutangulus,Conus acutangulus,the sharp-angled cone,NA
192708.0,W-Msc-426452,Conus cinereus,Conus cinereus,null,NA
192712.0,W-Msc-215500,Conus pennaceus,Conus pennaceus,feathered cone,NA
192716.0,W-Msc-426366,Conus aurantius,Conus aurantius,null,NA
192719.0,W-Msc-215522,Conus litteratus,Conus litteratus,lettered cone,NA
192722.0,W-Msc-215567,Conus glans,Conus glans,acorn cone,NA
192727.0,W-Msc-215431,Conus achatinus,Conus achatinus,null,NA
192729.0,W-Msc-426467,Conus crocatus,Conus crocatus,saffron cone,NA
192730.0,W-Msc-426322,Conus aphrodite,Conus aphrodite,null,NA
192737.0,W-Msc-215546,Conus canonicus,Conus canonicus,canonical cone,NA
192743.0,W-Msc-215519,Conus tessulatus,Conus tessulatus,tesselate cone,NA
192754.0,W-Msc-426459,Conus coffeae,Conus coffeae,leaden cone,NA
192772.0,W-Msc-215499,Conus geographus,Conus geographus,geographer cone,NA
192778.0,W-Msc-215516,Conus vexillum,Conus vexillum,vexillum cone,NA
192789.0,W-Msc-215503,Conus tulipa,Conus tulipa,fish hunting cone snail,NA
192793.0,W-Msc-215474,Conus cylindraceus,Conus cylindraceus,cylindrical cone,NA
192796.0,W-Msc-215435,Conus musicus,Conus musicus,music cone,NA
192798.0,W-Msc-420217,Conus patae,Conus patae,sunrise cone,NA
192809.0,W-Msc-426448,Conus ceruttii,Conus ceruttii,null,NA
192811.0,W-Msc-215475,Conus planorbis,Conus planorbis,ringed cone,NA
192812.0,W-Msc-215439,Conus quercinus,Conus quercinus,oak cone,NA
192815.0,W-Msc-215484,Conus auricomus,Conus auricomus,null,NA
192819.0,SLB-100621,Conus omaria,Conus omaria,omaria cone,NA
192820.0,W-Msc-426443,Conus caracteristicus,Conus caracteristicus,characteristic cone,NA
192831.0,W-Msc-426447,Conus centurio,Conus centurio,null,NA
192837.0,W-Msc-426359,Conus archon,Conus archon,null,NA
192843.0,W-Msc-215438,Conus legatus,Conus legatus,ambassador cone,NA
192844.0,W-Msc-215541,Conus lividus,Conus lividus,livid cone,NA
192847.0,W-Msc-426462,Conus consors,Conus consors,singed cone,NA
192849.0,W-Msc-215490,Conus balteatus,Conus balteatus,belted cone,NA
192853.0,W-Msc-215569,Conus virgo,Conus virgo,virgin cone,NA
192869.0,W-Msc-420220,Conus regius,Conus regius,crown cone,NA
192870.0,SLB-100581,Conus arenatus,Conus arenatus,sand-dusted cone,NA
192871.0,W-Msc-426444,Conus cardinalis,Conus cardinalis,null,NA
192879.0,W-Msc-215454,Conus pertusus,Conus pertusus,lovely cone,NA
192929.0,Fis-29881,Cymatogaster aggregata,Cymatogaster aggregata,Shiner perch,NA
192942.0,Fis-22911,Morone saxatilis,Morone saxatilis,Striped bass,NA
192943.0,Fis-23323,Agonostomus monticola,Agonostomus monticola,Mountain mullet,NA
192948.0,Fis-61987,Awaous guamensis,Awaous guamensis,null,NA
193092.0,Fis-22853,Exyrias puntang,Exyrias puntang,Puntang goby,NA
193318.0,Fis-170316,Apogon hyalosoma,Yarica hyalosoma,Humpbacked cardinalfish,NA
194298.0,Fis-142645,Albula argentea,Albula argentea,Longjaw bonefish,NA
194299.0,Fis-28123,Albula glossodonta,Albula glossodonta,Roundjaw bonefish,NA
194301.0,Fis-161121,Albula oligolepis,Albula oligolepis,Smallscale bonefish,NA
194305.0,Fis-29498,Pterothrissus belloci,Pterothrissus belloci,Longfin bonefish,NA
194306.0,Fis-52465,Pterothrissus gissu,Pterothrissus gissu,Japanese gissu,NA
194307.0,Fis-31830,Elops hawaiensis,Elops hawaiensis,Hawaiian ladyfish,NA
194308.0,Fis-31194,Elops senegalensis,Elops senegalensis,Senegalese ladyfish,NA
194812.0,Fis-23171,Lepadogaster lepadogaster,Lepadogaster lepadogaster,Shore clingfish,NA
194815.0,Fis-23677,Ophichthus rufus,Ophichthus rufus,Rufus snake-eel,NA
194816.0,Fis-33202,Bathypterois mediterraneus,Bathypterois dubius,Mediterranean spiderfish,NA
194818.0,Fis-16019,Paralepis speciosa,Paralepis speciosa,null,NA
194819.0,Fis-159524,Coelorinchus mediterraneus,Coelorinchus mediterraneus,null,NA
194821.0,Fis-139533,Eretmophorus kleinenbergi,Eretmophorus kleinenbergi,null,NA
194838.0,Fis-24088,Lepidion lepidion,Lepidion lepidion,Mediterranean codling,NA
194844.0,Fis-23196,Notoscopelus elongatus,Notoscopelus elongatus,null,NA
194846.0,Fis-112814,Echiodon dentatus,Echiodon dentatus,null,NA
194847.0,Fis-59163,Ophidion rochei,Ophidion rochei,null,NA
194848.0,Fis-23716,Parophidion vassali,Parophidion vassali,null,NA
194853.0,Fis-166721,Microlipophrys dalmatinus,Microlipophrys dalmatinus,null,NA
194854.0,Fis-165433,Microlipophrys nigriceps,Microlipophrys nigriceps,Black-headed blenny,NA
194855.0,Fis-112810,Parablennius rouxi,Parablennius rouxi,null,NA
194856.0,Fis-139731,Salaria basilisca,Salaria basilisca,null,NA
194857.0,Fis-59175,Callionymus fasciatus,Callionymus fasciatus,Banded dragonet,NA
194862.0,Fis-137577,Buenia affinis,Buenia affinis,De Buen's goby,NA
194871.0,Fis-49010,Gammogobius steinitzi,Gammogobius steinitzi,Steinitz's goby,NA
194872.0,Fis-112797,Gobius ater,Gobius ater,Bellotti's goby,NA
194873.0,Fis-112801,Gobius bucchichi,Gobius bucchichi,Bucchich's goby,NA
194874.0,Fis-49022,Gobius geniporus,Gobius geniporus,Slender goby,NA
194875.0,Fis-141086,Gobius kolombatovici,Gobius kolombatovici,null,NA
194876.0,Fis-49024,Gobius strictus,Gobius strictus,Schmidt's goby,NA
194877.0,Fis-112805,Gobius vittatus,Gobius vittatus,Striped goby,NA
194879.0,Fis-49086,Millerigobius macrocephalus,Millerigobius macrocephalus,null,NA
194881.0,Fis-49115,Odondebuenia balearica,Odondebuenia balearica,Coralline goby,NA
194882.0,Fis-33242,Pomatoschistus bathi,Pomatoschistus bathi,null,NA
194884.0,Fis-27325,Pomatoschistus quagga,Pomatoschistus quagga,Quagga goby,NA
194887.0,Fis-49152,Pseudaphya ferreri,Pseudaphya ferreri,Ferrer's goby,NA
194893.0,Fis-49171,Zebrus zebrus,Zebrus zebrus,null,NA
194896.0,Fis-163884,Tripterygion tripteronotum,Tripterygion tripteronotum,null,NA
194897.0,Fis-29682,Arnoglossus kessleri,Arnoglossus kessleri,Scaldback,NA
194900.0,Fis-139688,Eutelichthys leptochirus,Eutelichthys leptochirus,null,NA
194902.0,Fis-33742,Cyclothone pygmaea,Cyclothone pygmaea,null,NA
194960.0,Fis-124599,Gouania willdenowi,Gouania willdenowi,Blunt-snouted clingfish,NA
195291.0,Fis-26496,Epinephelus chabaudi,Epinephelus chabaudi,Moustache grouper,NA
195409.0,Fis-22720,Epinephelus itajara,Epinephelus itajara,Atlantic goliath grouper,NA
195422.0,Fis-161448,Cephaloscyllium hiscosellum,Cephaloscyllium hiscosellum,Australian reticulate swellshark,NA
195425.0,Fis-161395,Galeus priapus,Galeus priapus,null,NA
