Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,30,30,30,30,30,30,31,31,31,31,31,32,,,,,,,
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,21,21,22,21,22,22,22,22,22,22,22,23,23,23,23,23,,
South Africa,ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,72,72,72,72,72,73,74,74,74,75,75,76,76,77,77,77,77,78,79,79,,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Sri Lanka,LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,72,73,74,75,76,77,78,79,81,82,83,84,85,86,88,89,91,91,92,92,,
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,
St. Lucia,LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,58,59,59,60,60,61,61,61,62,62,63,63,63,63,64,64,65,65,65,65,,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,26,26,27,27,27,26,26,26,26,27,26,26,26,26,26,26,26,26,26,26,,
Suriname,SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,80,80,80,81,81,81,81,81,82,82,82,82,82,82,83,83,,
Swaziland,SWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,48,48,48,49,49,50,51,51,51,52,52,53,54,54,55,55,55,56,57,57,,
Sweden,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Switzerland,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Syrian Arab Republic,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,85,85,85,86,86,87,87,88,88,89,90,90,91,92,92,93,94,94,95,,
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,89,89,89,89,89,89,90,90,91,92,92,93,94,94,94,94,94,,
Tanzania,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,8,8,8,9,9,9,9,9,9,9,10,10,10,10,10,10,,
Thailand,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,85,86,87,88,88,90,91,92,93,94,94,96,96,96,96,96,96,96,96,96,,
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,37,37,37,39,39,40,41,42,43,43,45,45,46,47,,
Togo,TGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,,
Tonga,TON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,
Trinidad and Tobago,TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,93,93,93,93,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,
Tunisia,TUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,75,76,76,77,78,79,79,80,81,81,82,82,84,84,85,85,85,85,85,,,
Turkey,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,84,85,85,85,85,86,86,87,87,87,87,88,89,89,89,90,90,90,90,90,,
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,97,97,97,97,97,97,97,97,97,97,98,98,,,,,,,,
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,81,81,81,81,82,82,82,82,83,83,83,83,83,83,83,83,84,84,84,85,,
Uganda,UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,28,28,29,29,29,29,29,30,30,30,31,31,32,32,32,33,33,34,34,34,,
Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,94,94,,
United Arab Emirates,ARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,98,98,98,,
United Kingdom,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
United States,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Uruguay,URY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,94,94,94,94,94,95,95,96,96,96,97,98,99,99,99,100,100,100,100,100,,
Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,84,83,83,83,85,86,87,88,90,91,92,94,94,96,97,98,100,100,100,100,,
Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,36,36,36,36,37,39,40,41,43,44,46,47,49,51,52,54,55,57,,
"Venezuela, RB",VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,82,84,84,85,86,86,86,88,88,89,89,90,91,91,91,91,91,,,,,
Vietnam,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,39,41,43,44,46,48,50,52,54,56,58,60,62,64,66,69,70,72,74,76,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,87,87,87,87,88,88,88,88,89,90,90,90,91,91,91,91,92,92,92,,
"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,25,27,28,31,32,33,35,37,38,39,41,43,44,45,47,49,50,52,52,53,,
Zambia,ZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,46,46,46,46,47,47,46,46,47,47,47,47,47,47,48,47,47,48,48,48,,
Zimbabwe,ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,40,41,41,41,41,40,40,40,40,40,41,41,40,40,40,40,40,40,39,40,,
