"ISO3166","COMPONENT","VALUE"
"MEX","implementation-capability",0.68
"MEX","subsidies",0.65625
"MEX","fishing-effort",0.522727272727
"MEX","foreign-fishing",0.6
"GTM","scientific-robustness",0.825396825397
"GTM","policy-transparency",1.0
"GTM","implementation-capability",0.96
"GTM","subsidies",0.03125
"GTM","fishing-effort",0.568181818182
"GTM","foreign-fishing",0.6
"ECU","scientific-robustness",0.539682539683
"ECU","policy-transparency",0.611111111111
"ECU","implementation-capability",0.58
"ECU","subsidies",0.25
"ECU","fishing-effort",0.590909090909
"ECU","foreign-fishing",0.6
"PER","scientific-robustness",0.222222222222
"PER","policy-transparency",0.537037037037
"PER","implementation-capability",0.42
"PER","subsidies",0.28125
"PER","fishing-effort",0.568181818182
"PER","foreign-fishing",0.6
"VEN","scientific-robustness",0.587301587302
"VEN","policy-transparency",0.777777777778
"VEN","implementation-capability",0.72
"VEN","subsidies",0.75
"VEN","fishing-effort",0.409090909091
"VEN","foreign-fishing",0.55
"FRO","scientific-robustness",0.015873015873
"FRO","policy-transparency",0.0925925925926
"FRO","implementation-capability",0.04
"FRO","subsidies",0.46875
"FRO","fishing-effort",0.909090909091
"FRO","foreign-fishing",0.6
"SJM","scientific-robustness",0.15873015873
"SJM","policy-transparency",0.481481481481
"SJM","implementation-capability",0.3
"SJM","subsidies",0.28125
"SJM","fishing-effort",0.75
"SJM","foreign-fishing",0.6
"PYF","scientific-robustness",0.507936507937
"PYF","policy-transparency",0.0925925925926
"PYF","implementation-capability",0.24
"PYF","subsidies",0.96875
"PYF","fishing-effort",0.636363636364
"PYF","foreign-fishing",0.05
"KIR","scientific-robustness",0.349206349206
"KIR","policy-transparency",0.12962962963
"KIR","implementation-capability",0.48
"KIR","subsidies",0.03125
"KIR","fishing-effort",0.0681818181818
"KIR","foreign-fishing",0.9
"Jarvis Island","scientific-robustness",0.047619047619
"Jarvis Island","policy-transparency",0.222222222222
"Jarvis Island","implementation-capability",0.06
"Jarvis Island","subsidies",0.46875
"Jarvis Island","fishing-effort",0.295454545455
"Jarvis Island","foreign-fishing",0.05
"Palmyra Atoll","scientific-robustness",0.047619047619
"Palmyra Atoll","policy-transparency",0.185185185185
"Palmyra Atoll","implementation-capability",0.08
"Palmyra Atoll","subsidies",0.46875
"Palmyra Atoll","fishing-effort",0.272727272727
"Palmyra Atoll","foreign-fishing",0.05
"ASM","scientific-robustness",0.111111111111
"ASM","policy-transparency",0.240740740741
"ASM","implementation-capability",0.32
"ASM","subsidies",0.125
"ASM","fishing-effort",0.386363636364
"ASM","foreign-fishing",0.05
"WSM","scientific-robustness",0.52380952381
"WSM","policy-transparency",0.388888888889
"WSM","implementation-capability",0.44
"WSM","subsidies",0.1875
"WSM","fishing-effort",0.204545454545
"WSM","foreign-fishing",0.05
"COK","scientific-robustness",0.238095238095
"COK","policy-transparency",0.0185185185185
"COK","implementation-capability",0.14
"COK","subsidies",0.03125
"COK","fishing-effort",0.977272727273
"COK","foreign-fishing",0.6
"NIU","scientific-robustness",0.587301587302
"NIU","policy-transparency",0.0185185185185
"NIU","implementation-capability",0.42
"NIU","subsidies",0.46875
"NIU","fishing-effort",0.0227272727273
"NIU","foreign-fishing",1.0
"TON","scientific-robustness",0.492063492063
"TON","policy-transparency",0.37037037037
"TON","implementation-capability",0.62
"TON","subsidies",0.46875
"TON","fishing-effort",0.181818181818
"TON","foreign-fishing",0.05
"TKL","scientific-robustness",0.904761904762
"TKL","policy-transparency",0.0925925925926
"TKL","implementation-capability",0.88
"TKL","subsidies",0.03125
"TKL","fishing-effort",0.136363636364
"TKL","foreign-fishing",1.0
"KIR","scientific-robustness",0.31746031746
"KIR","policy-transparency",0.111111111111
"KIR","implementation-capability",0.5
"KIR","subsidies",0.03125
"KIR","fishing-effort",0.0454545454545
"KIR","foreign-fishing",0.9
"Howland Island and Baker Island","scientific-robustness",0.0634920634921
"Howland Island and Baker Island","policy-transparency",0.203703703704
"Howland Island and Baker Island","implementation-capability",0.04
"Howland Island and Baker Island","subsidies",0.46875
"Howland Island and Baker Island","fishing-effort",0.272727272727
"Howland Island and Baker Island","foreign-fishing",0.05
"Johnston Atoll","scientific-robustness",0.0634920634921
"Johnston Atoll","policy-transparency",0.222222222222
"Johnston Atoll","implementation-capability",0.08
"Johnston Atoll","subsidies",0.46875
"Johnston Atoll","fishing-effort",0.295454545455
"Johnston Atoll","foreign-fishing",0.05
"USA","scientific-robustness",0.174603174603
"USA","policy-transparency",0.333333333333
"USA","implementation-capability",0.3
"USA","subsidies",0.40625
"USA","fishing-effort",0.5
"USA","foreign-fishing",0.05
"WLF","scientific-robustness",0.84126984127
"WLF","policy-transparency",0.277777777778
"WLF","implementation-capability",0.78
"WLF","subsidies",0.90625
"WLF","fishing-effort",0.545454545455
"WLF","foreign-fishing",0.05
"NZL","scientific-robustness",0.301587301587
"NZL","policy-transparency",0.444444444444
"NZL","implementation-capability",0.48
"NZL","subsidies",0.0625
"NZL","fishing-effort",0.636363636364
"NZL","foreign-fishing",0.3
"USA","scientific-robustness",0.31746031746
"USA","policy-transparency",0.444444444444
"USA","implementation-capability",0.46
"USA","subsidies",0.59375
"USA","fishing-effort",0.590909090909
"USA","foreign-fishing",0.5
"USA","scientific-robustness",0.31746031746
"USA","policy-transparency",0.444444444444
"USA","implementation-capability",0.44
"USA","subsidies",0.59375
"USA","fishing-effort",0.568181818182
"USA","foreign-fishing",0.05
"BLZ","scientific-robustness",0.47619047619
"BLZ","policy-transparency",0.444444444444
"BLZ","implementation-capability",0.7
"BLZ","subsidies",0.125
"BLZ","fishing-effort",0.454545454545
"BLZ","foreign-fishing",0.05
"JAM","scientific-robustness",0.634920634921
"JAM","policy-transparency",0.796296296296
"JAM","implementation-capability",0.7
"JAM","subsidies",0.59375
"JAM","fishing-effort",0.409090909091
"JAM","foreign-fishing",0.45
"GUY","scientific-robustness",0.761904761905
"GUY","policy-transparency",0.537037037037
"GUY","implementation-capability",0.74
"GUY","subsidies",0.21875
"GUY","fishing-effort",0.454545454545
"GUY","foreign-fishing",0.6
"SUR","scientific-robustness",0.571428571429
"SUR","policy-transparency",0.37037037037
"SUR","implementation-capability",0.62
"SUR","subsidies",0.46875
"SUR","fishing-effort",0.431818181818
"SUR","foreign-fishing",0.6
"GUF","scientific-robustness",0.492063492063
"GUF","policy-transparency",0.037037037037
"GUF","implementation-capability",0.56
"GUF","subsidies",0.90625
"GUF","fishing-effort",0.636363636364
"GUF","foreign-fishing",0.65
"USA","scientific-robustness",0.222222222222
"USA","policy-transparency",0.37037037037
"USA","implementation-capability",0.3
"USA","subsidies",0.65625
"USA","fishing-effort",0.613636363636
"USA","foreign-fishing",0.05
"BRA","scientific-robustness",0.52380952381
"BRA","policy-transparency",0.703703703704
"BRA","implementation-capability",0.74
"BRA","subsidies",0.53125
"BRA","fishing-effort",0.477272727273
"BRA","foreign-fishing",0.4
"ARG","scientific-robustness",0.190476190476
"ARG","policy-transparency",0.703703703704
"ARG","implementation-capability",0.4
"ARG","subsidies",0.46875
"ARG","fishing-effort",0.727272727273
"ARG","foreign-fishing",0.05
"URY","scientific-robustness",0.492063492063
"URY","policy-transparency",0.537037037037
"URY","implementation-capability",0.5
"URY","subsidies",0.34375
"URY","fishing-effort",0.318181818182
"URY","foreign-fishing",0.45
"FIN","scientific-robustness",0.285714285714
"FIN","policy-transparency",0.574074074074
"FIN","implementation-capability",0.4
"FIN","subsidies",0.78125
"FIN","fishing-effort",0.772727272727
"FIN","foreign-fishing",0.05
"DNK","scientific-robustness",0.15873015873
"DNK","policy-transparency",0.425925925926
"DNK","implementation-capability",0.28
"DNK","subsidies",0.625
"DNK","fishing-effort",0.681818181818
"DNK","foreign-fishing",0.3
"DEU","scientific-robustness",0.269841269841
"DEU","policy-transparency",0.5
"DEU","implementation-capability",0.38
"DEU","subsidies",0.90625
"DEU","fishing-effort",0.590909090909
"DEU","foreign-fishing",0.05
"NLD","scientific-robustness",0.333333333333
"NLD","policy-transparency",0.62962962963
"NLD","implementation-capability",0.44
"NLD","subsidies",0.75
"NLD","fishing-effort",0.795454545455
"NLD","foreign-fishing",0.05
"POL","scientific-robustness",0.206349206349
"POL","policy-transparency",0.666666666667
"POL","implementation-capability",0.56
"POL","subsidies",0.65625
"POL","fishing-effort",0.522727272727
"POL","foreign-fishing",0.05
"ESP","scientific-robustness",0.380952380952
"ESP","policy-transparency",0.481481481481
"ESP","implementation-capability",0.46
"ESP","subsidies",0.78125
"ESP","fishing-effort",0.704545454545
"ESP","foreign-fishing",0.05
"ESP","scientific-robustness",0.349206349206
"ESP","policy-transparency",0.481481481481
"ESP","implementation-capability",0.48
"ESP","subsidies",0.84375
"ESP","fishing-effort",0.659090909091
"ESP","foreign-fishing",0.05
"PRT","scientific-robustness",0.349206349206
"PRT","policy-transparency",0.611111111111
"PRT","implementation-capability",0.54
"PRT","subsidies",0.84375
"PRT","fishing-effort",0.590909090909
"PRT","foreign-fishing",0.05
"ITA","scientific-robustness",0.492063492063
"ITA","policy-transparency",0.62962962963
"ITA","implementation-capability",0.5
"ITA","subsidies",0.78125
"ITA","fishing-effort",0.613636363636
"ITA","foreign-fishing",0.25
"SCG","scientific-robustness",0.349206349206
"SCG","policy-transparency",0.0185185185185
"SCG","implementation-capability",0.44
"SCG","subsidies",0.90625
"SCG","fishing-effort",0.0227272727273
"SCG","foreign-fishing",0.05
"HRV","scientific-robustness",0.412698412698
"HRV","policy-transparency",0.518518518519
"HRV","implementation-capability",0.56
"HRV","subsidies",0.75
"HRV","fishing-effort",0.590909090909
"HRV","foreign-fishing",1.0
"LTU","scientific-robustness",0.380952380952
"LTU","policy-transparency",0.648148148148
"LTU","implementation-capability",0.5
"LTU","subsidies",0.75
"LTU","fishing-effort",0.704545454545
"LTU","foreign-fishing",0.05
"IRN","scientific-robustness",0.31746031746
"IRN","policy-transparency",0.537037037037
"IRN","implementation-capability",0.42
"IRN","subsidies",0.75
"IRN","fishing-effort",0.454545454545
"IRN","foreign-fishing",0.05
"IRQ","scientific-robustness",0.984126984127
"IRQ","policy-transparency",0.388888888889
"IRQ","implementation-capability",0.78
"IRQ","subsidies",0.46875
"IRQ","fishing-effort",0.25
"IRQ","foreign-fishing",0.05
"GNB","scientific-robustness",0.52380952381
"GNB","policy-transparency",0.333333333333
"GNB","implementation-capability",0.5
"GNB","subsidies",0.09375
"GNB","fishing-effort",0.431818181818
"GNB","foreign-fishing",1.0
"GIN","scientific-robustness",0.52380952381
"GIN","policy-transparency",0.703703703704
"GIN","implementation-capability",0.7
"GIN","subsidies",0.34375
"GIN","fishing-effort",0.272727272727
"GIN","foreign-fishing",0.95
"CIV","scientific-robustness",0.650793650794
"CIV","policy-transparency",0.574074074074
"CIV","implementation-capability",0.62
"CIV","subsidies",0.65625
"CIV","fishing-effort",0.113636363636
"CIV","foreign-fishing",1.0
"NGA","scientific-robustness",0.603174603175
"NGA","policy-transparency",0.703703703704
"NGA","implementation-capability",0.58
"NGA","subsidies",0.28125
"NGA","fishing-effort",0.568181818182
"NGA","foreign-fishing",0.75
"CMR","scientific-robustness",0.793650793651
"CMR","policy-transparency",0.537037037037
"CMR","implementation-capability",0.7
"CMR","subsidies",0.3125
"CMR","fishing-effort",0.568181818182
"CMR","foreign-fishing",1.0
"GAB","scientific-robustness",0.539682539683
"GAB","policy-transparency",0.388888888889
"GAB","implementation-capability",0.68
"GAB","subsidies",0.03125
"GAB","fishing-effort",0.340909090909
"GAB","foreign-fishing",0.6
"AGO","scientific-robustness",0.190476190476
"AGO","policy-transparency",0.444444444444
"AGO","implementation-capability",0.38
"AGO","subsidies",0.84375
"AGO","fishing-effort",0.318181818182
"AGO","foreign-fishing",1.0
"TZA","scientific-robustness",0.444444444444
"TZA","policy-transparency",0.37037037037
"TZA","implementation-capability",0.6
"TZA","subsidies",0.46875
"TZA","fishing-effort",0.386363636364
"TZA","foreign-fishing",0.05
"IND","scientific-robustness",0.634920634921
"IND","policy-transparency",0.685185185185
"IND","implementation-capability",0.56
"IND","subsidies",0.59375
"IND","fishing-effort",0.545454545455
"IND","foreign-fishing",0.35
"BGD","scientific-robustness",0.777777777778
"BGD","policy-transparency",0.388888888889
"BGD","implementation-capability",0.42
"BGD","subsidies",0.46875
"BGD","fishing-effort",0.454545454545
"BGD","foreign-fishing",0.05
"MMR","scientific-robustness",0.603174603175
"MMR","policy-transparency",0.981481481481
"MMR","implementation-capability",0.86
"MMR","subsidies",0.46875
"MMR","fishing-effort",0.568181818182
"MMR","foreign-fishing",0.6
"MYS","scientific-robustness",0.634920634921
"MYS","policy-transparency",0.425925925926
"MYS","implementation-capability",0.34
"MYS","subsidies",0.65625
"MYS","fishing-effort",0.340909090909
"MYS","foreign-fishing",0.6
"MYS","scientific-robustness",0.603174603175
"MYS","policy-transparency",0.351851851852
"MYS","implementation-capability",0.3
"MYS","subsidies",0.65625
"MYS","fishing-effort",0.227272727273
"MYS","foreign-fishing",0.6
"VNM","scientific-robustness",0.619047619048
"VNM","policy-transparency",0.444444444444
"VNM","implementation-capability",0.64
"VNM","subsidies",0.46875
"VNM","fishing-effort",0.477272727273
"VNM","foreign-fishing",0.05
"CHN","scientific-robustness",0.47619047619
"CHN","policy-transparency",0.12962962963
"CHN","implementation-capability",0.1
"CHN","subsidies",0.46875
"CHN","fishing-effort",0.590909090909
"CHN","foreign-fishing",0.05
"JPN","scientific-robustness",0.380952380952
"JPN","policy-transparency",0.5
"JPN","implementation-capability",0.38
"JPN","subsidies",0.90625
"JPN","fishing-effort",0.818181818182
"JPN","foreign-fishing",0.75
"KIR","scientific-robustness",0.603174603175
"KIR","policy-transparency",0.12962962963
"KIR","implementation-capability",0.46
"KIR","subsidies",0.21875
"KIR","fishing-effort",0.477272727273
"KIR","foreign-fishing",0.9
"IDN","scientific-robustness",0.650793650794
"IDN","policy-transparency",0.87037037037
"IDN","implementation-capability",0.68
"IDN","subsidies",0.75
"IDN","fishing-effort",0.545454545455
"IDN","foreign-fishing",0.6
"CAN","scientific-robustness",0.222222222222
"CAN","policy-transparency",0.425925925926
"CAN","implementation-capability",0.34
"CAN","subsidies",0.625
"CAN","fishing-effort",0.727272727273
"CAN","foreign-fishing",0.1
"CAN","scientific-robustness",0.238095238095
"CAN","policy-transparency",0.37037037037
"CAN","implementation-capability",0.34
"CAN","subsidies",0.5625
"CAN","fishing-effort",0.75
"CAN","foreign-fishing",0.3
"SPM","scientific-robustness",0.396825396825
"SPM","policy-transparency",0.12962962963
"SPM","implementation-capability",0.34
"SPM","subsidies",0.96875
"SPM","fishing-effort",0.454545454545
"SPM","foreign-fishing",0.3
"Southern Saint-Martin","scientific-robustness",0.857142857143
"Southern Saint-Martin","policy-transparency",0.0555555555556
"Southern Saint-Martin","implementation-capability",0.4
"Southern Saint-Martin","subsidies",0.21875
"Southern Saint-Martin","fishing-effort",0.386363636364
"Southern Saint-Martin","foreign-fishing",0.05
"MAF","scientific-robustness",0.31746031746
"MAF","policy-transparency",0.351851851852
"MAF","implementation-capability",0.06
"MAF","subsidies",0.46875
"MAF","fishing-effort",0.954545454545
"MAF","foreign-fishing",0.05
"SWE","scientific-robustness",0.285714285714
"SWE","policy-transparency",0.592592592593
"SWE","implementation-capability",0.46
"SWE","subsidies",0.90625
"SWE","fishing-effort",0.795454545455
"SWE","foreign-fishing",0.85
"NOR","scientific-robustness",0.126984126984
"NOR","policy-transparency",0.388888888889
"NOR","implementation-capability",0.34
"NOR","subsidies",0.25
"NOR","fishing-effort",0.727272727273
"NOR","foreign-fishing",0.6
"CHL","scientific-robustness",0.285714285714
"CHL","policy-transparency",0.537037037037
"CHL","implementation-capability",0.44
"CHL","subsidies",0.40625
"CHL","fishing-effort",0.636363636364
"CHL","foreign-fishing",0.05
"CHL","scientific-robustness",0.031746031746
"CHL","policy-transparency",0.296296296296
"CHL","implementation-capability",0.24
"CHL","subsidies",0.03125
"CHL","fishing-effort",0.636363636364
"CHL","foreign-fishing",0.05
"GRL","scientific-robustness",0.0952380952381
"GRL","policy-transparency",0.296296296296
"GRL","implementation-capability",0.2
"GRL","subsidies",0.46875
"GRL","fishing-effort",0.613636363636
"GRL","foreign-fishing",0.6
"ISL","scientific-robustness",0.0793650793651
"ISL","policy-transparency",0.537037037037
"ISL","implementation-capability",0.12
"ISL","subsidies",0.46875
"ISL","fishing-effort",0.931818181818
"ISL","foreign-fishing",0.45
"IRL","scientific-robustness",0.365079365079
"IRL","policy-transparency",0.722222222222
"IRL","implementation-capability",0.48
"IRL","subsidies",0.65625
"IRL","fishing-effort",0.659090909091
"IRL","foreign-fishing",0.05
"GBR","scientific-robustness",0.269841269841
"GBR","policy-transparency",0.518518518519
"GBR","implementation-capability",0.36
"GBR","subsidies",0.5
"GBR","fishing-effort",0.454545454545
"GBR","foreign-fishing",0.45
"FRA","scientific-robustness",0.31746031746
"FRA","policy-transparency",0.425925925926
"FRA","implementation-capability",0.38
"FRA","subsidies",0.71875
"FRA","fishing-effort",0.681818181818
"FRA","foreign-fishing",0.05
"FRA","scientific-robustness",0.349206349206
"FRA","policy-transparency",0.462962962963
"FRA","implementation-capability",0.36
"FRA","subsidies",0.75
"FRA","fishing-effort",0.636363636364
"FRA","foreign-fishing",0.05
"GGY","scientific-robustness",0.555555555556
"GGY","policy-transparency",0.351851851852
"GGY","implementation-capability",0.6
"GGY","subsidies",0.46875
"GGY","fishing-effort",0.363636363636
"GGY","foreign-fishing",0.05
"MDV","scientific-robustness",0.714285714286
"MDV","policy-transparency",0.296296296296
"MDV","implementation-capability",0.52
"MDV","subsidies",0.3125
"MDV","fishing-effort",0.863636363636
"MDV","foreign-fishing",0.7
"IOT","scientific-robustness",0.396825396825
"IOT","policy-transparency",0.111111111111
"IOT","implementation-capability",0.46
"IOT","subsidies",0.03125
"IOT","fishing-effort",1.0
"IOT","foreign-fishing",1.0
"EGY","scientific-robustness",0.619047619048
"EGY","policy-transparency",0.537037037037
"EGY","implementation-capability",0.66
"EGY","subsidies",0.46875
"EGY","fishing-effort",0.25
"EGY","foreign-fishing",0.05
"EGY","scientific-robustness",0.571428571429
"EGY","policy-transparency",0.537037037037
"EGY","implementation-capability",0.62
"EGY","subsidies",0.46875
"EGY","fishing-effort",0.295454545455
"EGY","foreign-fishing",0.05
"SDN","scientific-robustness",0.650793650794
"SDN","policy-transparency",0.37037037037
"SDN","implementation-capability",0.48
"SDN","subsidies",0.46875
"SDN","fishing-effort",0.545454545455
"SDN","foreign-fishing",0.6
"BHR","scientific-robustness",0.650793650794
"BHR","policy-transparency",0.148148148148
"BHR","implementation-capability",0.46
"BHR","subsidies",0.21875
"BHR","fishing-effort",0.636363636364
"BHR","foreign-fishing",0.05
"QAT","scientific-robustness",0.857142857143
"QAT","policy-transparency",0.481481481481
"QAT","implementation-capability",0.46
"QAT","subsidies",0.90625
"QAT","fishing-effort",0.272727272727
"QAT","foreign-fishing",0.05
"GUM","scientific-robustness",0.365079365079
"GUM","policy-transparency",0.166666666667
"GUM","implementation-capability",0.18
"GUM","subsidies",0.34375
"GUM","fishing-effort",0.454545454545
"GUM","foreign-fishing",0.05
"MNP","scientific-robustness",0.15873015873
"MNP","policy-transparency",0.296296296296
"MNP","implementation-capability",0.16
"MNP","subsidies",0.3125
"MNP","fishing-effort",0.409090909091
"MNP","foreign-fishing",0.05
"VIR","scientific-robustness",0.126984126984
"VIR","policy-transparency",0.296296296296
"VIR","implementation-capability",0.44
"VIR","subsidies",0.46875
"VIR","fishing-effort",0.545454545455
"VIR","foreign-fishing",0.05
"SAU","scientific-robustness",0.857142857143
"SAU","policy-transparency",0.388888888889
"SAU","implementation-capability",0.9
"SAU","subsidies",0.90625
"SAU","fishing-effort",0.568181818182
"SAU","foreign-fishing",0.05
"GIB","scientific-robustness",0.777777777778
"GIB","policy-transparency",0.111111111111
"GIB","implementation-capability",0.42
"GIB","subsidies",0.46875
"GIB","fishing-effort",0.431818181818
"GIB","foreign-fishing",0.05
"RUS","scientific-robustness",0.380952380952
"RUS","policy-transparency",0.759259259259
"RUS","implementation-capability",0.7
"RUS","subsidies",0.28125
"RUS","fishing-effort",0.431818181818
"RUS","foreign-fishing",0.05
"ISR","scientific-robustness",0.857142857143
"ISR","policy-transparency",0.12962962963
"ISR","implementation-capability",0.44
"ISR","subsidies",0.46875
"ISR","fishing-effort",0.295454545455
"ISR","foreign-fishing",0.05
"HND","scientific-robustness",0.873015873016
"HND","policy-transparency",0.962962962963
"HND","implementation-capability",0.64
"HND","subsidies",0.28125
"HND","fishing-effort",0.681818181818
"HND","foreign-fishing",0.05
"GTM","scientific-robustness",0.825396825397
"GTM","policy-transparency",1.0
"GTM","implementation-capability",0.94
"GTM","subsidies",0.03125
"GTM","fishing-effort",0.568181818182
"GTM","foreign-fishing",0.6
"SVN","scientific-robustness",0.460317460317
"SVN","policy-transparency",0.5
"SVN","implementation-capability",0.48
"SVN","subsidies",0.75
"SVN","fishing-effort",0.613636363636
"SVN","foreign-fishing",0.05
"COD","scientific-robustness",0.936507936508
"COD","policy-transparency",0.0925925925926
"COD","implementation-capability",1.0
"COD","subsidies",0.46875
"COD","fishing-effort",0.613636363636
"COD","foreign-fishing",0.05
"JOR","scientific-robustness",1.0
"JOR","policy-transparency",0.814814814815
"JOR","implementation-capability",0.64
"JOR","subsidies",0.03125
"JOR","fishing-effort",0.909090909091
"JOR","foreign-fishing",0.05
"JEY","scientific-robustness",0.507936507937
"JEY","policy-transparency",0.240740740741
"JEY","implementation-capability",0.42
"JEY","subsidies",0.46875
"JEY","fishing-effort",0.340909090909
"JEY","foreign-fishing",0.85
"Jarvis Island","scientific-robustness",0.047619047619
"Jarvis Island","policy-transparency",0.222222222222
"Jarvis Island","implementation-capability",0.06
"Jarvis Island","subsidies",0.46875
"Jarvis Island","fishing-effort",0.295454545455
"Jarvis Island","foreign-fishing",0.05
"Wake Island","scientific-robustness",0.0634920634921
"Wake Island","policy-transparency",0.185185185185
"Wake Island","implementation-capability",0.08
"Wake Island","subsidies",0.46875
"Wake Island","fishing-effort",0.25
"Wake Island","foreign-fishing",0.05
