am_sid,iucn_sid,map_iucn_sid,map_subpop,sciname,category,spp_group
Fis-23995,161453.0,161453.0,NA,Dasyatis pastinaca,DD,CHONDRICHTHYES
Fis-52108,161454.0,161454.0,NA,Bathyraja isotrachys,LC,CHONDRICHTHYES
Fis-23086,161455.0,161455.0,NA,Cephalurus cephalus,DD,CHONDRICHTHYES
NA,22696391.0,22696391.0,NA,Falco cenchroides,LC,BOTW_marine
NA,161456.0,161456.0,NA,Squatina formosa,EN,CHONDRICHTHYES
Fis-35524,161457.0,161457.0,NA,Pseudobatos glaucostigmus,DD,CHONDRICHTHYES
Fis-23253,161458.0,161458.0,NA,Scyliorhinus garmani,DD,CHONDRICHTHYES
NA,161459.0,161459.0,NA,Raja maderensis,VU,CHONDRICHTHYES
NA,161460.0,161460.0,NA,Galeus cadenati,DD,CHONDRICHTHYES
Fis-132546,161461.0,161461.0,NA,Leucoraja fullonica,VU,CHONDRICHTHYES
Fis-52113,161462.0,161462.0,NA,Bathyraja diplotaenia,LC,CHONDRICHTHYES
Fis-27241,161463.0,161463.0,NA,Rhinoptera marginata,NT,CHONDRICHTHYES
Fis-132547,161464.0,161464.0,NA,Leucoraja circularis,EN,CHONDRICHTHYES
Fis-159119,161465.0,161465.0,NA,Pastinachus solocirostris,EN,CHONDRICHTHYES
Fis-30566,161466.0,161466.0,NA,Raja inornata,LC,CHONDRICHTHYES
NA,161467.0,161467.0,NA,Potamotrygon signata,DD,CHONDRICHTHYES
Fis-31585,161468.0,161468.0,NA,Eridacnis radcliffei,LC,CHONDRICHTHYES
NA,161469.0,161469.0,NA,Squalus raoulensis,LC,CHONDRICHTHYES
Fis-23000,161470.0,161470.0,NA,Apristurus indicus,DD,CHONDRICHTHYES
Fis-24311,161471.0,161471.0,NA,Bathyraja parmifera,LC,CHONDRICHTHYES
Fis-61164,161473.0,161473.0,NA,Galeus longirostris,DD,CHONDRICHTHYES
NA,161475.0,161475.0,NA,Hydrolagus lusitanicus,LC,CHONDRICHTHYES
NA,161476.0,161476.0,NA,Acroteriobatus variegatus,DD,CHONDRICHTHYES
Fis-58997,161477.0,161477.0,NA,Malacoraja senta,EN,CHONDRICHTHYES
NA,161478.0,161478.0,NA,Rhinobatos annandalei,DD,CHONDRICHTHYES
Fis-23130,161479.0,161479.0,NA,Galeus arae,LC,CHONDRICHTHYES
NA,161480.0,161480.0,NA,Mustelus mosis,DD,CHONDRICHTHYES
Fis-63249,161481.0,161481.0,NA,Anacanthobatis americanus,DD,CHONDRICHTHYES
NA,161483.0,161483.0,NA,Hongeo koreana,DD,CHONDRICHTHYES
Fis-23256,161484.0,161484.0,NA,Scyliorhinus stellaris,NT,CHONDRICHTHYES
Fis-31595,161485.0,161485.0,NA,Mustelus punctulatus,DD,CHONDRICHTHYES
Fis-28825,161486.0,161486.0,NA,Bathyraja spinosissima,LC,CHONDRICHTHYES
Fis-131817,161487.0,161487.0,NA,Okamejei meerdervoortii,DD,CHONDRICHTHYES
Fis-29406,161488.0,161488.0,NA,Halaelurus boesemani,DD,CHONDRICHTHYES
Fis-164471,161489.0,161489.0,NA,Dentiraja lemprieri,LC,CHONDRICHTHYES
Fis-131851,161490.0,161490.0,NA,Amblyraja georgiana,DD,CHONDRICHTHYES
Fis-131855,161491.0,161491.0,NA,Amblyraja jenseni,LC,CHONDRICHTHYES
Fis-132550,161492.0,161492.0,NA,Leucoraja wallacei,LC,CHONDRICHTHYES
NA,22693452.0,22693452.0,NA,Calidris pygmaea,CR,BOTW_marine
NA,161493.0,161493.0,NA,Okamejei philipi,DD,CHONDRICHTHYES
Fis-126299,161494.0,161494.0,NA,Anacanthobatis longirostris,DD,CHONDRICHTHYES
Fis-25398,161495.0,161495.0,NA,Fontitrygon margarita,EN,CHONDRICHTHYES
Fis-160854,161496.0,161496.0,NA,Spiniraja whitleyi,VU,CHONDRICHTHYES
NA,161497.0,161497.0,NA,Parmaturus melanobranchus,DD,CHONDRICHTHYES
Fis-125905,161498.0,161498.0,NA,Galeus springeri,DD,CHONDRICHTHYES
NA,161499.0,161499.0,NA,Ctenacis fehlmanni,DD,CHONDRICHTHYES
Fis-159150,161500.0,161500.0,NA,Brochiraja microspinifera,DD,CHONDRICHTHYES
Fis-25903,161501.0,161501.0,NA,Iago omanensis,LC,CHONDRICHTHYES
NA,161502.0,161502.0,NA,Fenestraja maceachrani,DD,CHONDRICHTHYES
NA,161504.0,161504.0,NA,Bathyraja tunae,DD,CHONDRICHTHYES
Fis-47495,161505.0,161505.0,NA,Maculabatis toshi,LC,CHONDRICHTHYES
NA,161506.0,161506.0,NA,Paragaleus randalli,NT,CHONDRICHTHYES
NA,161507.0,161507.0,NA,Hemitriakis japanica,LC,CHONDRICHTHYES
NA,161508.0,161508.0,NA,Centroscyllium ritteri,DD,CHONDRICHTHYES
NA,161509.0,161509.0,NA,Parmaturus albimarginatus,DD,CHONDRICHTHYES
NA,22693464.0,22693464.0,NA,Calidris falcinellus,LC,BOTW_marine
NA,161510.0,161510.0,NA,Mobula rochebrunei,VU,CHONDRICHTHYES
Fis-54864,161511.0,161511.0,NA,Tetronarce macneilli,DD,CHONDRICHTHYES
Fis-131810,161512.0,161512.0,NA,Rajella fuliginea,LC,CHONDRICHTHYES
Fis-27236,161513.0,161513.0,NA,Taeniurops grabata,DD,CHONDRICHTHYES
Fis-131840,161514.0,161514.0,NA,Dipturus oregoni,DD,CHONDRICHTHYES
Fis-23221,161515.0,161515.0,NA,Poroderma pantherinum,DD,CHONDRICHTHYES
NA,161516.0,161516.0,NA,Gymnura tentaculata,DD,CHONDRICHTHYES
Fis-29381,161517.0,161517.0,NA,Etmopterus lucifer,LC,CHONDRICHTHYES
Fis-30325,161518.0,161518.0,NA,Mustelus norrisi,DD,CHONDRICHTHYES
Fis-25430,161519.0,161519.0,NA,Zanobatus schoenleinii,DD,CHONDRICHTHYES
Fis-60598,161520.0,161520.0,NA,Fontitrygon margaritella,DD,CHONDRICHTHYES
Fis-23078,161521.0,161521.0,NA,Centroscyllium fabricii,LC,CHONDRICHTHYES
Fis-131996,161522.0,161522.0,NA,Neoraja carolinensis,DD,CHONDRICHTHYES
Fis-47427,161523.0,161523.0,NA,Narcine lingula,DD,CHONDRICHTHYES
Fis-23058,161524.0,161524.0,NA,Carcharhinus isodon,LC,CHONDRICHTHYES
NA,22693468.0,22693468.0,NA,Calidris pugnax,LC,BOTW_marine
NA,161525.0,161525.0,NA,Squatina tergocellatoides,VU,CHONDRICHTHYES
Fis-23044,161526.0,161526.0,NA,Carcharhinus albimarginatus,VU,CHONDRICHTHYES
Fis-52118,161381.0,161381.0,NA,Bathyraja minispinosa,LC,CHONDRICHTHYES
Fis-132003,161528.0,161528.0,NA,Raja bahamensis,DD,CHONDRICHTHYES
Fis-32092,161529.0,161529.0,NA,Bathyraja maccaini,NT,CHONDRICHTHYES
NA,161530.0,161530.0,NA,Rhinoptera neglecta,DD,CHONDRICHTHYES
NA,161531.0,161531.0,NA,Holohalaelurus grennian,DD,CHONDRICHTHYES
Fis-131820,161532.0,161532.0,NA,Okamejei hollandi,DD,CHONDRICHTHYES
Fis-154456,161533.0,161533.0,NA,Hemitrygon bennetti,DD,CHONDRICHTHYES
Fis-52133,161534.0,161534.0,NA,Rhinoraja kujiensis,LC,CHONDRICHTHYES
Fis-132520,161535.0,161535.0,NA,Dipturus gudgeri,NT,CHONDRICHTHYES
Fis-51856,161536.0,161536.0,NA,Squalus blainville,DD,CHONDRICHTHYES
NA,161537.0,161537.0,NA,Okamejei mengae,DD,CHONDRICHTHYES
Fis-156398,161539.0,161539.0,NA,Hemigaleus australiensis,LC,CHONDRICHTHYES
Fis-139869,161540.0,161540.0,NA,Maculabatis pastinacoides,VU,CHONDRICHTHYES
NA,161541.0,161541.0,NA,Urotrygon reticulata,VU,CHONDRICHTHYES
Fis-131853,161542.0,161542.0,NA,Amblyraja radiata,VU,CHONDRICHTHYES
NA,22693472.0,22693472.0,NA,Steganopus tricolor,LC,BOTW_marine
Fis-25891,161543.0,161543.0,NA,Paragaleus tengi,DD,CHONDRICHTHYES
Fis-29503,161544.0,161544.0,NA,Schroederichthys maculatus,LC,CHONDRICHTHYES
Fis-115735,161527.0,161527.0,NA,Breviraja colesi,DD,CHONDRICHTHYES
Fis-159332,161546.0,161546.0,NA,Urogymnus lobistomus,VU,CHONDRICHTHYES
Fis-139871,161547.0,161547.0,NA,Pateobatis uarnacoides,VU,CHONDRICHTHYES
Fis-131815,161548.0,161548.0,NA,Okamejei powelli,DD,CHONDRICHTHYES
Fis-29362,161549.0,161549.0,NA,Deania hystricosa,DD,CHONDRICHTHYES
Fis-159148,161550.0,161550.0,NA,Brochiraja albilabiata,DD,CHONDRICHTHYES
Fis-23104,161551.0,161551.0,NA,Deania profundorum,LC,CHONDRICHTHYES
NA,161552.0,161552.0,NA,Somniosus longus,DD,CHONDRICHTHYES
Fis-159585,161553.0,161553.0,NA,Insentiraja subtilispinosa,LC,CHONDRICHTHYES
NA,161554.0,161554.0,NA,Narcine insolita,DD,CHONDRICHTHYES
NA,161555.0,161555.0,NA,Acroteriobatus leucospilus,DD,CHONDRICHTHYES
NA,161545.0,161545.0,NA,Narcine prodorsalis,DD,CHONDRICHTHYES
Fis-132130,161557.0,161557.0,NA,Chiloscyllium hasselti,NT,CHONDRICHTHYES
NA,22693490.0,22693490.0,NA,Phalaropus lobatus,LC,BOTW_marine
Fis-29544,161558.0,161558.0,NA,Squatina japonica,VU,CHONDRICHTHYES
NA,22696453.0,22696453.0,NA,Falco columbarius,LC,BOTW_marine
NA,161559.0,161559.0,NA,Notoraja ochroderma,DD,CHONDRICHTHYES
Fis-131196,161560.0,161560.0,NA,Narcine maculata,DD,CHONDRICHTHYES
Fis-27677,161561.0,161561.0,NA,Bathyraja smithii,DD,CHONDRICHTHYES
NA,161562.0,161562.0,NA,Torpedo bauchotae,DD,CHONDRICHTHYES
Fis-29458,161563.0,161563.0,NA,Orectolobus japonicus,DD,CHONDRICHTHYES
Fis-23045,161564.0,161564.0,NA,Carcharhinus altimus,DD,CHONDRICHTHYES
NA,22711374.0,22711374.0,NA,Cistothorus palustris,LC,BOTW_marine
Fis-131832,161565.0,161565.0,NA,Dipturus garricki,DD,CHONDRICHTHYES
Fis-47488,161566.0,161566.0,NA,Maculabatis gerrardi,VU,CHONDRICHTHYES
Fis-29398,161567.0,161567.0,NA,Galeus nipponensis,DD,CHONDRICHTHYES
Fis-30331,161568.0,161568.0,NA,Myliobatis freminvillii,DD,CHONDRICHTHYES
Fis-25062,161569.0,161569.0,NA,Myliobatis aquila,DD,CHONDRICHTHYES
Fis-148497,161570.0,161570.0,NA,Lamiopsis temminckii,EN,CHONDRICHTHYES
NA,161571.0,161571.0,NA,Mustelus widodoi,DD,CHONDRICHTHYES
NA,161572.0,161572.0,NA,Potamotrygon castexi,DD,CHONDRICHTHYES
NA,161573.0,161573.0,NA,Potamotrygon yepezi,DD,CHONDRICHTHYES
NA,22693494.0,22693494.0,NA,Phalaropus fulicarius,LC,BOTW_marine
Fis-23159,161574.0,161574.0,NA,Holohalaelurus regani,LC,CHONDRICHTHYES
Fis-52138,161575.0,161575.0,NA,Rhinoraja longicauda,LC,CHONDRICHTHYES
NA,161576.0,161576.0,NA,Hemitrygon sinensis,DD,CHONDRICHTHYES
Fis-115472,161577.0,161577.0,NA,Arhynchobatis asperrimus,DD,CHONDRICHTHYES
Fis-23079,161578.0,161578.0,NA,Centroscyllium ornatum,DD,CHONDRICHTHYES
Fis-139780,161579.0,161579.0,NA,Brevitrygon walga,NT,CHONDRICHTHYES
Fis-30723,161580.0,161580.0,NA,Tetronarce nobiliana,DD,CHONDRICHTHYES
NA,161581.0,161581.0,NA,Parmaturus pilosus,DD,CHONDRICHTHYES
Fis-47352,161582.0,161582.0,NA,Megatrygon microps,DD,CHONDRICHTHYES
NA,161583.0,161583.0,NA,Scymnodalatias garricki,DD,CHONDRICHTHYES
NA,161584.0,161584.0,NA,Fenestraja atripinna,DD,CHONDRICHTHYES
NA,161585.0,161585.0,NA,Etmopterus decacuspidatus,DD,CHONDRICHTHYES
Fis-31188,161586.0,161586.0,NA,Raja straeleni,DD,CHONDRICHTHYES
Fis-131802,161587.0,161587.0,NA,Rajella fyllae,LC,CHONDRICHTHYES
NA,161588.0,161588.0,NA,Paratrygon ajereba,DD,CHONDRICHTHYES
NA,22693520.0,22693520.0,NA,Nycticryphes semicollaris,LC,BOTW_marine
Fis-27336,161589.0,161589.0,NA,Platyrhina sinensis,VU,CHONDRICHTHYES
Fis-161494,161590.0,161590.0,NA,Neotrygon kuhlii,DD,CHONDRICHTHYES
NA,161591.0,161591.0,NA,Cephaloscyllium silasi,DD,CHONDRICHTHYES
NA,161592.0,161592.0,NA,Fenestraja mamillidens,DD,CHONDRICHTHYES
NA,161593.0,161593.0,NA,Heteronarce prabhui,DD,CHONDRICHTHYES
Fis-52110,161594.0,161594.0,NA,Bathyraja violacea,DD,CHONDRICHTHYES
Fis-24312,161595.0,161595.0,NA,Raja rhina,LC,CHONDRICHTHYES
Fis-47343,161596.0,161596.0,NA,Aptychotrema rostrata,LC,CHONDRICHTHYES
Fis-31568,161597.0,161597.0,NA,Alopias pelagicus,VU,CHONDRICHTHYES
Fis-159113,161598.0,161598.0,NA,Pateobatis hortlei,VU,CHONDRICHTHYES
Fis-31187,161599.0,161599.0,NA,Raja miraletus,LC,CHONDRICHTHYES
Fis-156241,161600.0,161600.0,NA,Rhinoraja taranetzi,LC,CHONDRICHTHYES
Fis-131831,161601.0,161601.0,NA,Dipturus doutrei,DD,CHONDRICHTHYES
NA,161602.0,161602.0,NA,Brochiraja asperula,DD,CHONDRICHTHYES
NA,161603.0,161603.0,NA,Anacanthobatis nanhaiensis,DD,CHONDRICHTHYES
NA,161604.0,161604.0,NA,Leucoraja yucatanensis,DD,CHONDRICHTHYES
Fis-52106,161605.0,161605.0,NA,Notoraja tobitukai,DD,CHONDRICHTHYES
Fis-31581,161606.0,161606.0,NA,Cirrhoscyllium japonicum,DD,CHONDRICHTHYES
NA,22693528.0,22693528.0,NA,Actophilornis africanus,LC,BOTW_marine
Fis-28947,161607.0,161607.0,NA,Narke dipterygia,DD,CHONDRICHTHYES
NA,161608.0,161608.0,NA,Tetronarce formosa,DD,CHONDRICHTHYES
NA,161609.0,161609.0,NA,Potamotrygon orbignyi,LC,CHONDRICHTHYES
Fis-131846,161610.0,161610.0,NA,Dipturus teevani,DD,CHONDRICHTHYES
NA,161611.0,161611.0,NA,Glyphis siamensis,CR,CHONDRICHTHYES
Fis-52129,161612.0,161612.0,NA,Bathyraja smirnovi,LC,CHONDRICHTHYES
NA,161613.0,161613.0,NA,Torpedo suessii,DD,CHONDRICHTHYES
Fis-58273,161614.0,161614.0,NA,Narke capensis,DD,CHONDRICHTHYES
Fis-35264,161615.0,161615.0,NA,Pateobatis fai,VU,CHONDRICHTHYES
NA,161616.0,161616.0,NA,Chiloscyllium burmensis,DD,CHONDRICHTHYES
NA,161617.0,161617.0,NA,Dipturus johannisdavesi,DD,CHONDRICHTHYES
NA,161618.0,161618.0,NA,Hemitrygon laevigata,NT,CHONDRICHTHYES
Fis-32093,161619.0,161619.0,NA,Bathyraja meridionalis,DD,CHONDRICHTHYES
NA,161620.0,161620.0,NA,Hypanus rudis,DD,CHONDRICHTHYES
Fis-28553,161621.0,161621.0,NA,Himantura undulata,VU,CHONDRICHTHYES
Fis-131893,161622.0,161622.0,NA,Rajella kukujevi,LC,CHONDRICHTHYES
Fis-131992,161623.0,161623.0,NA,Bathyraja fedorovi,LC,CHONDRICHTHYES
NA,161624.0,161624.0,NA,Benthobatis yangi,VU,CHONDRICHTHYES
NA,161625.0,161625.0,NA,Halaelurus quagga,DD,CHONDRICHTHYES
Fis-132548,161626.0,161626.0,NA,Leucoraja naevus,LC,CHONDRICHTHYES
Fis-54855,161628.0,161628.0,NA,Narcine tasmaniensis,LC,CHONDRICHTHYES
Fis-24314,161629.0,161629.0,NA,Raja stellulata,LC,CHONDRICHTHYES
Fis-28270,161630.0,161630.0,NA,Gymnura japonica,DD,CHONDRICHTHYES
Fis-131864,161631.0,161631.0,NA,Leucoraja ocellata,EN,CHONDRICHTHYES
NA,161632.0,161632.0,NA,Heteronarce bentuviai,DD,CHONDRICHTHYES
Fis-31600,161633.0,161633.0,NA,Mustelus manazo,DD,CHONDRICHTHYES
Fis-29484,161634.0,161634.0,NA,Pristiophorus japonicus,DD,CHONDRICHTHYES
NA,161556.0,161556.0,NA,Dactylobatus armatus,DD,CHONDRICHTHYES
Fis-132525,161636.0,161636.0,NA,Okamejei acutispina,DD,CHONDRICHTHYES
Fis-160853,161637.0,161637.0,NA,Dipturus australis,VU,CHONDRICHTHYES
NA,161638.0,161638.0,NA,Squatina legnota,DD,CHONDRICHTHYES
NA,161639.0,161639.0,NA,Paragaleus leucolomatus,DD,CHONDRICHTHYES
Fis-30324,161640.0,161640.0,NA,Mustelus lunulatus,LC,CHONDRICHTHYES
Fis-54385,161641.0,161641.0,NA,Bathyraja hesperafricana,DD,CHONDRICHTHYES
Fis-131788,161642.0,161642.0,NA,Fenestraja plutonia,DD,CHONDRICHTHYES
NA,161643.0,161643.0,NA,Dasyatis chrysonota,LC,CHONDRICHTHYES
Fis-160266,161644.0,161644.0,NA,Halaelurus maculosus,LC,CHONDRICHTHYES
Fis-131819,161645.0,161645.0,NA,Okamejei kenojei,DD,CHONDRICHTHYES
Fis-58409,161646.0,161646.0,NA,Narcine rierai,DD,CHONDRICHTHYES
NA,22696495.0,22696495.0,NA,Falco cherrug,EN,BOTW_marine
NA,161647.0,161647.0,NA,Notoraja hirticauda,DD,CHONDRICHTHYES
Fis-24133,161648.0,161648.0,NA,Mustelus henlei,LC,CHONDRICHTHYES
Fis-29377,161649.0,161649.0,NA,Etmopterus brachyurus,DD,CHONDRICHTHYES
NA,161650.0,161650.0,NA,Haploblepharus pictus,LC,CHONDRICHTHYES
Fis-160887,161651.0,161651.0,NA,Orectolobus parvimaculatus,LC,CHONDRICHTHYES
Fis-160938,161652.0,161652.0,NA,Holohalaelurus favus,EN,CHONDRICHTHYES
Fis-131843,161653.0,161653.0,NA,Dipturus springeri,DD,CHONDRICHTHYES
Fis-54787,161655.0,161655.0,NA,Irolita waitii,LC,CHONDRICHTHYES
NA,22696500.0,22696500.0,NA,Falco rusticolus,LC,BOTW_marine
NA,161656.0,161656.0,NA,Fenestraja sinusmexicanus,DD,CHONDRICHTHYES
NA,161657.0,161657.0,NA,Potamotrygon histrix,DD,CHONDRICHTHYES
Fis-30564,161658.0,161658.0,NA,Raja eglanteria,LC,CHONDRICHTHYES
Fis-32091,161659.0,161659.0,NA,Bathyraja irrasa,NT,CHONDRICHTHYES
NA,161660.0,161660.0,NA,Narcine atzi,DD,CHONDRICHTHYES
Fis-24308,161661.0,161661.0,NA,Bathyraja aleutica,LC,CHONDRICHTHYES
Fis-23241,161662.0,161662.0,NA,Rhizoprionodon longurio,DD,CHONDRICHTHYES
NA,161663.0,161663.0,NA,Heteronarce mollis,DD,CHONDRICHTHYES
Fis-160886,161664.0,161664.0,NA,Orectolobus floridus,LC,CHONDRICHTHYES
Fis-47411,161665.0,161665.0,NA,Narke japonica,VU,CHONDRICHTHYES
Fis-131718,161666.0,161666.0,NA,Neoraja caerulea,LC,CHONDRICHTHYES
NA,161667.0,161667.0,NA,Haploblepharus kistnasamyi,CR,CHONDRICHTHYES
Fis-23105,161635.0,161635.0,NA,Deania quadrispinosa,NT,CHONDRICHTHYES
Fis-52100,161669.0,161669.0,NA,Beringraja pulchra,VU,CHONDRICHTHYES
NA,161670.0,161670.0,NA,Anacanthobatis stenosoma,DD,CHONDRICHTHYES
NA,161672.0,161672.0,NA,Apristurus sibogae,DD,CHONDRICHTHYES
Fis-33294,161673.0,161673.0,NA,Raja polystigma,LC,CHONDRICHTHYES
Fis-30995,161674.0,161674.0,NA,Hexatrygon bickelli,LC,CHONDRICHTHYES
Fis-23158,161675.0,161675.0,NA,Holohalaelurus punctatus,EN,CHONDRICHTHYES
NA,161668.0,161668.0,NA,Squalus lalannei,DD,CHONDRICHTHYES
NA,161677.0,161677.0,NA,Rhinobatos lionotus,DD,CHONDRICHTHYES
NA,161679.0,161679.0,NA,Cirrhoscyllium formosanum,DD,CHONDRICHTHYES
NA,161676.0,161676.0,NA,Tetronarce tokionis,DD,CHONDRICHTHYES
Fis-126296,161681.0,161681.0,NA,Anacanthobatis folirostris,DD,CHONDRICHTHYES
Fis-126306,161682.0,161682.0,NA,Cruriraja rugosa,DD,CHONDRICHTHYES
NA,161683.0,161683.0,NA,Bathyraja microtrachys,LC,CHONDRICHTHYES
Fis-132551,161685.0,161685.0,NA,Leucoraja leucosticta,DD,CHONDRICHTHYES
Fis-30573,161686.0,161686.0,NA,Raja texana,DD,CHONDRICHTHYES
NA,161687.0,161687.0,NA,Potamotrygon brachyura,DD,CHONDRICHTHYES
NA,161688.0,161688.0,NA,Brochiraja aenigma,DD,CHONDRICHTHYES
Fis-28850,161689.0,161689.0,NA,Urotrygon aspidura,DD,CHONDRICHTHYES
NA,161690.0,161690.0,NA,Narcine oculifera,DD,CHONDRICHTHYES
Fis-31017,161691.0,161691.0,NA,Raja brachyura,NT,CHONDRICHTHYES
Fis-26148,161692.0,161692.0,NA,Himantura uarnak,VU,CHONDRICHTHYES
Fis-131789,161693.0,161693.0,NA,Fenestraja cubensis,DD,CHONDRICHTHYES
Fis-32721,161694.0,161694.0,NA,Raja equatorialis,DD,CHONDRICHTHYES
Fis-25889,161695.0,161695.0,NA,Chaenogaleus macrostoma,VU,CHONDRICHTHYES
Fis-23898,161696.0,161696.0,NA,Alopias superciliosus,VU,CHONDRICHTHYES
Fis-47714,161697.0,161697.0,NA,Acroteriobatus ocellatus,DD,CHONDRICHTHYES
NA,161698.0,161698.0,NA,Makararaja chindwinensis,DD,CHONDRICHTHYES
NA,161699.0,161699.0,NA,Plesiotrygon iwamae,DD,CHONDRICHTHYES
Fis-149485,161700.0,161700.0,NA,Narcine lasti,LC,CHONDRICHTHYES
Fis-52109,161701.0,161701.0,NA,Bathyraja trachouros,LC,CHONDRICHTHYES
Fis-131870,161702.0,161702.0,NA,Rajella purpuriventralis,LC,CHONDRICHTHYES
NA,161703.0,161703.0,NA,Squalus bucephalus,DD,CHONDRICHTHYES
NA,161704.0,161704.0,NA,Leucoraja compagnoi,DD,CHONDRICHTHYES
Fis-23133,161705.0,161705.0,NA,Galeus murinus,LC,CHONDRICHTHYES
Fis-24310,161706.0,161706.0,NA,Bathyraja kincaidii,DD,CHONDRICHTHYES
NA,22696545.0,22696545.0,NA,Tachybaptus ruficollis,LC,BOTW_marine
Fis-25414,161707.0,161707.0,NA,Paragaleus pectoralis,DD,CHONDRICHTHYES
Fis-63232,161708.0,161708.0,NA,Breviraja spinosa,DD,CHONDRICHTHYES
NA,161709.0,161709.0,NA,Orectolobus halei,LC,CHONDRICHTHYES
Fis-131465,161710.0,161710.0,NA,Cruriraja andamanica,DD,CHONDRICHTHYES
Fis-115739,161711.0,161711.0,NA,Cruriraja poeyi,DD,CHONDRICHTHYES
Fis-115966,161712.0,161712.0,NA,Cruriraja atlantis,DD,CHONDRICHTHYES
Fis-32609,161713.0,161713.0,NA,Rhinobatos schlegelii,DD,CHONDRICHTHYES
Fis-23152,161714.0,161714.0,NA,Heterodontus japonicus,LC,CHONDRICHTHYES
NA,161715.0,161715.0,NA,Mustelus griseus,DD,CHONDRICHTHYES
Fis-32719,161716.0,161716.0,NA,Narcine entemedor,DD,CHONDRICHTHYES
Fis-29521,161717.0,161717.0,NA,Scymnodon ringens,DD,CHONDRICHTHYES
Fis-131839,161718.0,161718.0,NA,Dipturus olseni,DD,CHONDRICHTHYES
NA,161719.0,161719.0,NA,Fluvitrygon kittipongi,EN,CHONDRICHTHYES
NA,161720.0,161720.0,NA,Heterodontus omanensis,DD,CHONDRICHTHYES
NA,161721.0,161721.0,NA,Rajella annandalei,DD,CHONDRICHTHYES
Fis-123550,161722.0,161722.0,NA,Bathyraja bergi,LC,CHONDRICHTHYES
Fis-64122,161723.0,161723.0,NA,Raja pita,DD,CHONDRICHTHYES
Fis-120202,161724.0,161724.0,NA,Cephaloscyllium umbratile,DD,CHONDRICHTHYES
Fis-23141,161680.0,161680.0,NA,Halaelurus buergeri,DD,CHONDRICHTHYES
Fis-160669,161726.0,161726.0,NA,Parmaturus albipenis,DD,CHONDRICHTHYES
Fis-58165,161727.0,161727.0,NA,Etmopterus unicolor,DD,CHONDRICHTHYES
Fis-28787,161728.0,161728.0,NA,Brevitrygon imbricata,DD,CHONDRICHTHYES
NA,22696565.0,22696565.0,NA,Tachybaptus pelzelnii,VU,BOTW_marine
Fis-132537,161729.0,161729.0,NA,Dipturus nidarosiensis,NT,CHONDRICHTHYES
Fis-35538,161730.0,161730.0,NA,Urotrygon munda,DD,CHONDRICHTHYES
Fis-20033,161731.0,161731.0,NA,Pteroplatytrygon violacea,LC,CHONDRICHTHYES
Fis-131432,161732.0,161732.0,NA,Galeus antillensis,DD,CHONDRICHTHYES
Fis-31586,161733.0,161733.0,NA,Proscyllium habereri,DD,CHONDRICHTHYES
Fis-132527,161735.0,161735.0,NA,Okamejei boesemani,DD,CHONDRICHTHYES
NA,161736.0,161736.0,NA,Atelomycterus baliensis,VU,CHONDRICHTHYES
Fis-24125,161737.0,161737.0,NA,Mobula hypostoma,DD,CHONDRICHTHYES
Fis-131838,161738.0,161738.0,NA,Dipturus macrocauda,DD,CHONDRICHTHYES
Fis-26346,161739.0,161739.0,NA,Bathyraja eatonii,DD,CHONDRICHTHYES
NA,161740.0,161740.0,NA,Centroscyllium excelsum,DD,CHONDRICHTHYES
NA,22693556.0,22693556.0,NA,Chionis albus,LC,BOTW_marine
NA,161741.0,161741.0,NA,Hemitrygon navarrae,DD,CHONDRICHTHYES
NA,161742.0,161742.0,NA,Rhinoraja odai,LC,CHONDRICHTHYES
Fis-30586,161743.0,161743.0,NA,Pseudobatos lentiginosus,NT,CHONDRICHTHYES
Fis-35265,161744.0,161744.0,NA,Pateobatis jenkinsii,VU,CHONDRICHTHYES
Fis-32811,161745.0,161745.0,NA,Temera hardwickii,VU,CHONDRICHTHYES
Fis-33775,161746.0,161746.0,NA,Heteronarce garmani,VU,CHONDRICHTHYES
Fis-35539,161747.0,161747.0,NA,Urotrygon nana,DD,CHONDRICHTHYES
Fis-33107,161748.0,161748.0,NA,Dasyatis marmorata,DD,CHONDRICHTHYES
NA,161749.0,NA,NA,Isurus oxyrinchus,VU,NA
NA,161750.0,NA,NA,Isurus oxyrinchus,VU,NA
Fis-132526,161725.0,161725.0,NA,Okamejei schmidti,DD,CHONDRICHTHYES
NA,161751.0,NA,NA,Isurus oxyrinchus,NT,NA
NA,22693567.0,22693567.0,NA,Chionis minor,LC,BOTW_marine
NA,22696589.0,22696589.0,NA,Poliocephalus poliocephalus,LC,BOTW_marine
NA,22693570.0,22693570.0,NA,Pluvianellus socialis,NT,BOTW_marine
NA,44168.0,NA,NA,Squalus acanthias,CR,NA
NA,22696596.0,22696596.0,NA,Podiceps major,LC,BOTW_marine
NA,22696599.0,22696599.0,NA,Podiceps grisegena,LC,BOTW_marine
NA,44071.0,NA,NA,Carcharias taurus,NT,NA
NA,44070.0,NA,NA,Carcharias taurus,CR,NA
NA,44177.0,NA,NA,Amblyrhynchus cristatus ssp. nanus,EN,NA
NA,22696602.0,22696602.0,NA,Podiceps cristatus,LC,BOTW_marine
NA,44173.0,NA,NA,Amblyrhynchus cristatus ssp. albemarlensis,VU,NA
NA,44166.0,44166.0,NA,Aonyx cinereus,VU,TERRESTRIAL_MAMMALS_marine
