code,iso,country,ACSAT.1990,ACSAT.1991,ACSAT.1992,ACSAT.1993,ACSAT.1994,ACSAT.1995,ACSAT.1996,ACSAT.1997,ACSAT.1998,ACSAT.1999,ACSAT.2000,ACSAT.2001,ACSAT.2002,ACSAT.2003,ACSAT.2004,ACSAT.2005,ACSAT.2006,ACSAT.2007,ACSAT.2008,ACSAT.2009,ACSAT.2010,ACSAT.2011
428,LVA,Latvia,-8888,-8888,-8888,-8888,-8888,-8888,-8888,78.6598491,78.643444,78.6179287,78.6009647,78.5881142,78.5770569,78.5715173,78.5824944,78.5935803,78.5899314,78.58257,78.5752277,78.5678656,-8888,-8888
422,LBN,Lebanon,-8888,-8888,-8888,97.9404572,97.9838871,98.0265517,98.0685122,98.1096363,98.1500868,98.1650842,98.1800104,98.1948527,98.2096955,98.2245356,98.2393382,98.2541296,-8888,-8888,-8888,-8888,-8888,-8888
426,LSO,Lesotho,-8888,-8888,-8888,-8888,24.1394833,24.2431588,24.3467988,24.4401995,24.5361033,24.713584,24.8855071,25.0511945,25.2107562,25.3637796,25.5100376,25.6489646,25.7805933,25.9035538,26.0176684,26.1227312,26.2186838,26.3054375
430,LBR,Liberia,-8888,-8888,-8888,-8888,10.18436,10.2526937,11.6410723,10.7816062,10.4584517,11.0434558,11.6301466,12.2181978,12.8079605,14.0902189,15.4405134,15.0570975,15.1827041,15.7802966,16.3795695,16.9817012,17.5870692,18.1955892
434,LBY,Libya,96.5329468,96.5335598,96.5341455,96.5347498,96.5353461,96.5359437,96.5365288,96.5371972,96.5379501,96.5388043,96.5397159,96.5407195,96.5417949,96.5429551,96.5441887,96.545493,96.5468943,96.5483618,96.5499006,96.5515011,96.5531843,96.5549454
438,LIE,Liechtenstein,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
440,LTU,Lithuania,-8888,-8888,-8888,-8888,-8888,-8888,-8888,86.749314,86.7335941,86.7178605,86.7020778,86.6844157,86.6605611,86.6366904,86.612734,86.6099607,86.6286333,86.6472549,86.6658988,86.6844931,-8888,-8888
442,LUX,Luxembourg,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
446,MAC,Macao,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
807,MKD,Macedonia,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,89.91091,89.9048398,89.8987516,89.8926877,89.8882412,90.0880179,90.2891746,90.4923137,90.6978432,90.9063196,91.118107,91.3337562
450,MDG,Madagascar,7.8651493,8.1532053,8.4418146,8.7307599,8.9958161,9.258641,9.5215191,9.7843633,10.0472609,10.3101683,10.5731271,10.8360366,11.0989874,11.3619477,11.6249517,11.9141559,12.2037709,12.4936994,12.7840016,13.0741323,13.3642763,13.6543306
454,MWI,Malawi,38.5217738,39.2445775,39.9636718,40.678786,41.3898805,42.0967587,42.7993055,43.4972345,44.1904825,44.8677999,45.5413494,46.2137068,46.8848659,47.554814,48.2235416,48.8910467,49.5573093,50.2223276,50.8860942,51.5483071,52.2087243,52.8670841
458,MYS,Malaysia,84.4399959,85.2366562,86.0592123,86.8755622,87.6813657,88.476435,89.2608554,90.0343406,90.7972235,91.5494642,92.2912278,93.0224309,93.7424361,94.4517686,95.1510315,95.5867917,95.6009389,95.6144181,95.6272466,95.6394333,95.6509973,95.6619588
462,MDV,Maldives,67.9825401,67.9574142,67.9317903,67.9065343,67.8811622,69.7392969,71.706568,73.656188,75.5888383,77.4996277,79.4401177,81.4846413,83.4772874,85.416078,87.2991326,89.123425,90.8873518,92.5864551,94.2213424,95.7935966,97.3043988,97.9776994
466,MLI,Mali,15.2820613,15.5656094,15.8497095,16.1339227,16.418654,16.7037338,16.9892892,17.2748781,17.5656836,17.8745958,18.1842593,18.4941096,18.804618,19.1155583,19.4270804,19.7385874,20.0505621,20.3627814,20.6753739,20.987728,21.2994384,21.6102515
470,MLT,Malta,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
584,MHL,Marshall Islands,64.6400778,65.1942479,65.7457109,66.2929656,66.8387224,67.3815872,67.9211504,68.4585179,68.992875,69.5218894,70.0527376,70.577967,71.1001421,71.6225573,72.140548,72.6559948,73.1698908,73.6791968,74.1868381,74.6928609,75.195233,75.6950525
474,MTQ,Martinique,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,91.6614834,91.663571,91.6654648,91.6670862,91.6686286,91.671923,91.6770936,91.6839773,91.6927459,91.6855186
478,MRT,Mauritania,16.4307749,16.4372218,16.4436631,16.4500948,17.0455917,17.6420004,18.2392167,18.8373422,19.4362958,20.0361329,20.6368156,21.2383844,21.8474017,22.4647233,23.0911788,23.7275982,24.374888,25.0338659,25.7053933,26.3903388,26.4811593,26.5807812
480,MUS,Mauritius,88.9131026,88.9082693,88.9035107,88.8986568,88.8938897,88.8890843,88.8843303,88.8795308,88.8746952,89.0070665,89.1398773,89.2740832,89.4085271,89.5433992,89.6781569,89.8133428,89.9487954,90.0846627,90.2213578,90.3586921,90.4967164,90.6351863
175,MYT,Mayotte,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
484,MEX,Mexico,65.8635358,66.8957631,67.9140686,68.9179539,69.9082187,70.8848048,71.8220803,72.7355812,73.6403469,74.536335,75.4309966,76.3270757,77.2121995,78.0863763,78.949828,79.8024219,80.6445728,81.4763143,82.2978323,83.1090878,83.9103926,84.7015534
583,FSM,Micronesia,19.4478763,19.4209562,19.3941607,21.311428,23.2279707,24.9783182,26.6876112,28.4037537,30.1259235,31.8537445,33.641448,35.5913878,37.5417719,39.4913455,41.4418963,43.3919155,45.3460729,47.3058896,49.2692562,51.2378474,53.209861,55.1863872
498,MDA,Moldova,-8888,-8888,76.2853019,76.2674637,76.2496099,76.2317488,76.213895,76.7911404,77.3756127,77.9673821,78.5663602,79.1728091,79.7864197,80.407293,81.0353755,81.7335638,82.4875416,83.2282367,83.9556937,84.6688444,85.3680709,86.0535411
492,MCO,Monaco,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
496,MNG,Mongolia,-8888,-8888,-8888,-8888,49.5937283,49.5762817,49.5588442,49.4467982,49.3348881,49.2746756,49.4225894,49.7829753,50.134758,50.4770888,50.8101932,51.13226,51.4446762,51.7467077,52.0387078,52.3189678,52.6631159,53.0019135
499,MNE,Montenegro,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,89.6749459,89.7281532,89.7808431,89.8332379,89.8852041,89.9367331,89.9599944,89.9691897,89.9785352,89.98777,89.9970597,90.0062655,90.0153605,90.024531
500,MSR,Montserrat,69.7591936,70.7705193,71.7856484,72.7924286,73.8021855,74.8090108,75.828063,76.8342141,77.8395785,78.8485168,79.8620969,80.8810764,81.888412,82.8899637,82.901165,82.8898018,82.8993056,82.8913601,-8888,-8888,-8888,-8888
504,MAR,Morocco,52.9873103,54.2464244,55.4859379,56.7041607,57.9024718,58.9277237,59.9111159,60.8848278,61.8494621,62.8048164,63.7510664,64.6876722,65.6151771,66.5334019,67.4425088,68.3420398,69.2341764,69.338883,69.4451308,69.5529037,69.6621796,69.7649835
508,MOZ,Mozambique,9.0795608,9.3978246,9.7268317,10.0651516,10.4140783,11.1676428,11.9298712,12.698945,13.1771862,13.6279437,14.0787288,14.5292869,14.9798638,15.4303717,15.8808921,16.3311838,16.781476,17.2316942,17.6819132,18.1363108,18.5951464,19.0583479
104,MMR,Myanmar,-8888,54.5139269,54.5685664,54.6292569,54.696093,54.7691786,56.2111947,57.6525025,59.0923989,60.5301649,61.9650689,63.3963562,64.8232536,66.244964,67.6606733,69.0695346,70.4706793,71.8632088,73.2432027,74.6104514,75.9647434,77.3058779
516,NAM,Namibia,23.7779097,24.1394867,24.5774613,25.0457782,25.5101894,25.9701747,26.4260204,26.8764499,27.3224641,27.7635095,28.199863,28.6302565,29.0557249,29.4757566,29.8903413,30.2993196,30.7024794,31.0997673,31.4910504,31.8761435,32.1022437,32.3298067
520,NRU,Nauru,65.6983728,65.7045114,65.7062028,65.7063484,65.7000913,65.6970913,65.7031795,65.6989461,65.7020684,65.6977902,65.7006274,65.6977902,65.6855921,65.6774194,65.6726768,65.6614594,65.656765,65.6490053,65.6385069,65.6286722,65.6167723,65.6092355
524,NPL,Nepal,6.7086877,8.1111855,9.5339146,10.9553913,12.3759468,13.7951871,15.2130719,16.628791,18.0426433,19.4541684,20.8632769,22.262286,23.5924373,24.9197182,26.2441306,27.5653147,28.8834438,30.1983398,31.5099851,32.8180353,34.1226436,35.4236258
528,NLD,Netherlands,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
530,ANT,Netherlands Antilles,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
540,NCL,New Caledonia,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
554,NZL,New Zealand,88,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
558,NIC,Nicaragua,43.0708914,43.5731527,44.0736314,44.5720063,45.0685678,45.5633335,46.0568026,46.548136,47.0376348,47.5252316,48.0109995,48.4946398,48.9764593,49.4563535,49.9343915,50.4103544,50.8867982,51.3635463,51.840477,51.9117619,51.9851981,52.0607565
562,NER,Niger,4.2574675,4.5271971,4.7980884,5.070069,5.3432114,5.617506,5.8929828,6.169575,6.4473603,6.7263298,7.0065144,7.2878337,7.5735282,7.8638775,8.1591893,8.4597723,8.7659651,9.0781205,9.3965906,9.453204,9.5141727,9.579604
566,NGA,Nigeria,38.0551319,37.6900443,37.3264041,36.9638566,36.6024862,36.2422398,35.8830935,35.5250278,35.1680171,34.8120388,34.4570672,34.1030771,33.7500417,33.3979346,33.0467285,32.6963953,32.3469061,31.9982337,31.6503494,31.3032226,30.9568261,30.6111303
570,NIU,Niue,-8888,68.5427574,68.539823,68.562472,68.5571688,68.5424354,70.701837,72.8371194,74.9875684,77.1121352,79.2631579,81.3714903,83.5268104,85.6900452,87.7893519,89.9169632,92.0876446,94.2428035,96.3344051,98.4778293,100,100
574,NFK,Norfolk Island,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
408,PRK,North Korea,-8888,-8888,53.251045,53.2637801,53.2735791,53.2804159,53.2872545,55.1845947,57.0826489,58.9814057,60.8808778,62.7810248,64.681888,66.5834519,68.48573,70.3886824,72.292345,74.1967026,76.1017725,78.0075104,79.9159862,81.8273641
580,MNP,Northern Mariana Islands,84.0038205,84.8224795,85.6417826,86.4611491,87.2784949,88.0974321,88.9169561,89.7364815,90.5554362,91.3738353,92.1922492,93.0113899,93.8307898,94.648723,95.4681013,96.2867871,97.1063237,97.9253757,97.9252715,97.924292,97.9250456,97.9255893
578,NOR,Norway,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
512,OMN,Oman,81.7637061,82.4423921,83.1037272,83.7439517,84.0020178,84.8334556,85.6657945,86.4992197,87.333587,88.1689724,89.0052969,89.8426665,90.6809925,91.5203425,92.3846757,93.257447,94.1171275,94.9637805,95.797552,96.6184649,96.6251862,96.6319355
586,PAK,Pakistan,26.8454559,27.9278721,29.0044557,30.0745051,31.1386192,32.1965311,33.2483905,34.293544,35.3336073,36.3693198,37.3986356,38.420936,39.4367394,40.4458068,41.4482617,42.443539,43.4321084,44.4137507,45.3885733,46.3603199,47.3290177,47.4472219
585,PLW,Palau,46.4775664,50.1195786,53.7372593,57.3325176,60.9021662,64.4546192,67.740477,70.9910606,74.2684375,77.574698,81.0348425,84.8366148,88.530118,92.1159509,95.5966268,98.0407917,99.325371,100,100,100,100,100
591,PAN,Panama,57.6912124,58.5273083,59.349214,60.1549536,60.9457917,61.7209815,62.4807401,63.2233531,63.950211,64.6607022,65.3551642,66.0240952,66.6696643,67.2923775,67.8931504,68.4729525,69.0326818,69.5733663,70.0958495,70.6011235,71.0900473,71.2392385
598,PNG,Papua New Guinea,20.1664689,20.0796802,19.9884637,19.898441,19.8092336,19.7024483,19.5976279,19.4950667,19.3944225,19.2958004,19.1990108,19.1044046,19.0208175,18.947846,18.8850959,18.832169,18.7887075,18.7544,18.7290091,18.7122848,18.7040281,18.7040773
600,PRY,Paraguay,37.7946256,39.8102257,41.8297878,43.8117156,45.7896366,47.7702323,49.7538098,51.7390247,53.7269933,55.7172432,57.7100495,59.7040551,61.7004052,63.6985676,65.6952262,67.6894125,69.6814414,69.9739758,70.2615404,70.54409,70.8216129,-8888
604,PER,Peru,54.3376353,55.2031106,56.0628113,56.9158982,57.7851384,58.6481907,59.5047663,60.3539998,61.1968451,62.0330405,62.8629148,63.6856852,64.5022366,65.3123407,66.11631,66.9134387,67.7045503,68.4894432,69.2684112,70.0384792,70.8005658,71.5546631
608,PHL,Philippines,56.8113479,57.6631234,58.5157431,59.3692626,60.2236239,61.0788481,61.9349162,62.7918792,63.6496861,64.5083553,65.3678708,66.2320024,67.1002144,67.9720281,68.846953,69.7244971,70.604169,71.4854768,72.367931,73.2510388,74.1343088,74.1531815
612,PCN,Pitcairn,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
616,POL,Poland,-8888,-8888,-8888,-8888,-8888,-8888,89.3845435,89.3916208,89.398706,89.4057882,89.4128766,89.4199412,89.4241814,89.4066155,89.3890091,89.3714326,89.35349,89.3352046,89.3188821,-8888,-8888,-8888
620,PRT,Portugal,93.6582796,94.0793858,94.5025826,94.9193627,95.3299156,95.7341488,96.1321045,96.5236389,96.908899,97.2878278,97.6604672,98.0267552,98.3866174,98.7401642,99.0875339,99.4288512,99.7642761,99.990281,100,100,100,100
630,PRI,Puerto Rico,99.2803533,99.2803415,99.2803502,99.2803372,99.2803357,99.2803417,99.2803352,99.2803387,99.2803511,99.2803495,99.2803498,99.2803422,99.280354,99.2803433,99.2803451,99.2803516,99.2803525,99.2803428,99.2803369,99.2803396,99.2803432,99.2803414
634,QAT,Qatar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
638,REU,Reunion,97.8086185,97.8424887,97.8747838,97.905581,97.934922,97.9627448,97.9892835,98.014188,98.0380134,98.0604471,98.0810139,98.0998201,98.1171065,98.1328498,98.1473593,98.1606199,98.1727069,98.1837527,98.1939306,98.2031653,98.2116095,98.2193121
642,ROU,Romania,71.0753554,71.4145123,71.6024673,71.6295756,71.6571559,71.6852827,71.7138827,71.7431796,71.7729557,71.8032832,71.8340876,71.8655926,71.9130866,71.999156,72.085208,72.0872127,72.0892184,72.0912275,72.0932364,-8888,-8888,-8888
643,RUS,Russia,73.8083621,73.6354424,73.462551,73.2896897,73.1168564,72.944052,72.7712748,72.5985285,72.42581,72.2531199,72.0804577,71.9078266,71.735223,71.5418073,71.3413569,71.1512099,70.9894796,70.84579,70.7009236,70.5547769,70.4074655,70.4323479
646,RWA,Rwanda,31.5030175,32.9450698,34.5321051,36.1380805,37.7416521,39.3406815,40.9332458,42.5157434,44.0861731,45.6407549,47.1759659,48.6865151,50.1686449,51.4541945,52.7075898,53.9539371,55.1938133,56.4267392,57.6522287,58.86981,60.0789627,61.2791889
654,SHN,Saint Helena,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
659,KNA,Saint Kitts and Nevis,-8888,-8888,-8888,-8888,-8888,87.2707034,87.2695246,87.271455,87.27054,87.2710482,87.270794,87.2705857,87.2703828,87.2712476,87.2710792,87.2694365,87.2698801,87.2698444,-8888,-8888,-8888,-8888
662,LCA,Saint Lucia,57.629562,58.1531673,58.6424931,59.1315978,59.6206671,60.1093379,60.5984351,61.04356,61.4923093,61.9449241,62.4010235,62.8538515,63.2552604,63.6691247,64.0948231,64.5324459,64.9812577,65.4411024,65.380603,65.3231511,65.2670902,65.2155143
666,SPM,Saint Pierre and Miquelon,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
670,VCT,Saint Vincent and the Grenadines,63.2048693,64.2002691,65.1949977,66.1900399,67.185375,68.1802622,69.1750965,70.1701257,71.1649847,72.1597493,73.1553142,74.1496662,75.1447064,76.140244,76.1398596,76.1399476,76.1398483,76.1397396,-8888,-8888,-8888,-8888
882,WSM,Samoa,92.7412156,92.6887954,92.6375237,92.5865159,92.535791,92.4853052,92.4345028,92.3844067,92.3333122,92.2828811,92.2327512,92.1821611,92.1272018,92.0693755,92.0121982,91.9544822,91.8967062,91.8395605,91.782035,91.7248261,91.6670763,91.6094717
674,SMR,San Marino,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
678,STP,Sao Tome and Principe,-8888,-8888,-8888,-8888,18.1172702,18.2256615,18.3342401,18.4428323,18.5507737,19.7226936,20.9041912,22.0944015,23.2929247,24.4977641,25.7073667,26.9220689,28.1402852,29.3636924,30.5895453,31.819832,33.0519901,34.287291
682,SAU,Saudi Arabia,91.5393735,91.5393763,92.1189011,92.6984251,93.2779496,93.8574707,94.4369955,95.0165186,95.5960458,96.1755659,96.7550908,97.334618,97.9141383,98.4936625,99.0731879,99.6527116,100,100,100,100,100,100
686,SEN,Senegal,35.8015172,36.54802,37.293313,38.0371645,38.7798196,39.5211805,40.2613241,41.0000233,41.7374967,42.4736607,43.2085907,43.9420726,44.6743224,45.4052435,46.1399792,46.8781745,47.6197114,48.3643656,49.1119334,49.8622063,50.6149805,51.3700351
688,SRB,Serbia,95.8882691,95.8957082,95.9006955,95.9056626,95.9106433,95.9156137,95.9205973,95.9255567,95.9305228,95.9354888,95.9404596,96.0534135,96.1671549,96.2824656,96.3982792,96.5145728,96.6313709,96.7486607,96.8666119,96.9852022,97.1044788,97.224428
690,SYC,Seychelles,97.1012656,97.1016713,97.1012695,97.1017261,97.1006269,97.1011972,97.1017564,97.1010691,97.1012611,97.1006297,97.1010993,97.1004847,97.1006944,97.101396,97.101572,97.1010501,97.1005208,97.1015004,97.1005516,97.1014998,97.1011813,97.1005652
694,SLE,Sierra Leone,10.9497843,11.0434537,11.1369041,11.2299855,11.3228232,11.4153813,11.5077381,11.5996424,11.6913376,11.7827052,11.8738437,11.9645201,12.0549593,12.1450649,12.234887,12.3242653,12.4150143,12.5070437,12.6003518,12.694926,12.7907524,12.8878
702,SGP,Singapore,99.1844857,99.2361585,99.2878347,99.339482,99.3911362,99.4427968,99.4944551,99.5461347,99.5977947,99.6494388,99.7010946,99.752773,99.8044252,99.8560957,99.9077439,99.9593999,100,100,100,100,100,100
703,SVK,Slovakia,99.7550698,99.7556299,99.7555152,99.755394,99.7552751,99.7546422,99.753996,99.7533533,99.7526938,99.7520435,99.7513712,99.7506956,99.7498226,99.7489639,99.7480661,99.74717,99.7462801,99.7453495,99.7444363,99.7434871,99.742609,99.7417711
705,SVN,Slovenia,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
90,SLB,Solomon Islands,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,25.4577572,25.7131775,25.9736593,26.2393551,26.5103881,26.786007,27.0670807,27.3532196,27.6448833,27.9410446,28.2427882,28.5450697
706,SOM,Somalia,-8888,-8888,-8888,21.2059104,21.3126528,21.4200751,21.5283001,21.6369052,21.6882574,21.7517572,21.8276902,21.9155921,22.0160965,22.1317334,22.2629358,22.4101507,22.5738248,22.7543893,22.9490734,23.1478968,23.3508722,23.558009
710,ZAF,South Africa,63.9255924,64.1015567,64.2665151,64.8321811,65.3941923,65.9522975,66.5066908,67.057283,67.6043292,68.1473751,68.6866086,69.2214074,69.7523731,70.2788449,70.8008399,71.3183707,71.8314555,72.3401085,72.8443573,73.3442164,73.8397126,73.9616276
410,KOR,South Korea,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
724,ESP,Spain,99.9759805,99.9759564,99.975943,99.9759332,99.9759223,99.9759098,99.975898,99.9758866,99.9758771,99.9770732,99.9782692,99.9794662,99.9806671,99.9818648,99.9830666,99.9842656,99.9854673,99.9866717,99.987875,99.9890793,99.9890726,99.9890625
144,LKA,Sri Lanka,67.6024257,68.6948814,69.7907371,70.8900343,71.9926621,73.0986119,74.2078393,75.3203355,76.4360367,77.5549204,78.6769427,79.8020843,80.9302985,82.0612836,83.1943473,84.3288126,85.4640224,86.5993244,87.7340644,88.8675882,89.9992469,91.1283723
275,PSE,State of Palestine,-8888,86.475438,86.5384123,86.6006656,86.6624295,86.7235889,87.4251556,88.1163856,88.7640027,89.4173963,90.0663736,90.7109153,91.3510661,91.986882,92.6183937,93.2456065,93.8677276,94.1325965,94.274079,94.2783575,94.2826684,94.2869962
736,SDN,Sudan,26.7660697,27.1867449,27.3335623,27.4096709,27.1727152,26.9063214,26.6168183,26.3220042,26.0246862,25.7274516,25.4328497,25.1413024,24.8509819,24.5606935,24.2693578,23.9758117,23.6709261,23.3522698,23.0288119,22.7144159,22.4173022,23.5132913
740,SUR,Suriname,-8888,-8888,-8888,-8888,80.1381998,80.2612865,80.3840723,80.5057182,80.6268772,80.8411469,81.053281,81.2633731,81.4713454,81.6774856,81.8816956,82.0833016,82.2822942,82.4780059,82.6707645,82.7732798,82.8738401,82.9728438
744,SJM,Svalbard and Jan Mayen Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
748,SWZ,Swaziland,48.502747,48.5079445,48.5130341,48.5181667,49.0004278,49.4824049,49.9640475,50.441388,50.8954922,51.3513978,51.8091202,52.2688016,52.7301559,53.1933713,53.6583273,54.1250908,54.593577,55.0638257,55.537474,56.014191,56.4936226,56.9754764
752,SWE,Sweden,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
756,CHE,Switzerland,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
760,SYR,Syria,84.5372601,84.5792137,84.6212283,84.663131,84.7051009,85.3768472,86.0465465,86.7082234,87.3621641,88.0082641,88.6465889,89.2769436,89.8995326,90.5142817,91.1212551,91.7203154,92.3119233,92.8959128,93.4721586,94.040534,94.6009246,95.1532206
999,TWN,Taiwan,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
762,TJK,Tajikistan,-8888,-8888,-8888,88.619938,88.587321,88.5550344,88.5230774,88.4915699,88.9813421,89.4757733,89.9860793,90.5090615,91.0322919,91.5557471,92.0807621,92.6056679,93.1304346,93.6551034,94.1796475,94.7040639,94.7042125,94.704354
834,TZA,Tanzania,6.6191506,6.8184162,7.0222796,7.2307756,7.4440421,7.6621511,7.8852216,8.1132422,8.3463999,8.584742,8.8284088,9.0773445,9.331773,9.5917338,9.8578779,10.1302711,10.4091642,10.6947483,10.9872234,11.2867882,11.593646,11.9080037
764,THA,Thailand,81.7468874,82.7206853,83.6903668,84.655878,85.6172314,86.5743958,87.5273509,88.4760748,89.420549,90.3607528,91.2966551,92.2274489,93.1525429,93.5377389,93.5513892,93.5643799,93.5534569,93.5332146,93.5118237,93.4892701,93.4655411,93.4406217
626,TLS,Timor-Leste,-8888,-8888,-8888,-8888,-8888,37.0740733,37.1363871,37.1990678,37.2626164,37.3267216,37.3647886,37.4163951,37.4820825,37.5617937,37.6558483,37.7641986,37.8869255,38.0238883,38.1752611,38.3411205,38.5214634,38.7164878
768,TGO,Togo,13.158309,13.0498566,12.9439168,12.8401723,12.7389899,12.6402646,12.5441165,12.4502081,12.3588804,12.2700749,12.1838847,12.0999557,12.0186643,11.9399016,11.8637975,11.7899559,11.7188026,11.6501684,11.5842112,11.5205057,11.4594749,11.40098
772,TKL,Tokelau,41.392169,41.377132,41.3992298,41.3524057,41.3385827,45.0657895,48.7246566,52.3901809,56.0664112,59.7708466,63.4664948,67.1542553,70.8100559,74.4996294,78.2061369,81.9008264,85.5555556,89.1986063,92.8884987,92.8697183,92.9515419,92.9453263
776,TON,Tonga,95.4314241,95.2415928,95.052711,94.8639851,94.6755703,94.487368,94.2991393,94.1108844,93.922612,93.7350535,93.5467402,93.3598034,93.1723421,92.9850791,92.798596,92.6114183,92.4249882,92.2389344,92.0542221,91.8700915,91.6882892,91.5079084
780,TTO,Trinidad and Tobago,92.6412636,92.6100669,92.5788225,92.5475438,92.5163607,92.4851143,92.4538815,92.422577,92.3913451,92.3600734,92.3287499,92.2974613,92.266145,92.2348428,92.2035492,92.1721837,92.1408978,92.1095113,92.1094783,92.1094714,92.1094475,92.1094069
788,TUN,Tunisia,72.5875524,73.7217582,74.8318471,75.9162201,76.9408409,77.8034929,78.6548052,79.4940886,80.3221084,81.1386916,81.944058,82.7376933,83.5202373,84.2915581,85.0415258,85.7345365,86.4221321,87.1042296,87.7809184,88.4520239,89.1193285,89.7825073
792,TUR,Turkey,83.5310459,83.7592738,84.1661327,84.5673739,84.9636478,85.3547347,85.7408426,86.1213746,86.4969405,86.8673513,87.2328038,87.5965223,87.9567932,88.3050131,88.5939388,88.8801927,89.1640579,89.4454532,89.8922434,90.3406459,90.776292,90.9970296
795,TKM,Turkmenistan,98.0824973,98.0808515,98.0792241,98.0775903,98.0759426,98.0771058,98.0813977,98.0856741,98.0899794,98.1852944,98.2805422,98.375719,98.470857,98.5659152,98.6609098,98.7560446,98.8513378,98.9467657,99.0423301,99.047367,99.0526171,99.0580575
796,TCA,Turks and Caicos Islands,-8888,-8888,-8888,-8888,-8888,81.3995956,81.3985749,81.4009217,81.3995108,81.3975986,81.4020029,81.4019684,81.4007985,81.4009756,81.3983186,81.3992336,81.3992022,81.4004186,-8888,-8888,-8888,-8888
798,TUV,Tuvalu,73.0564194,73.6196996,74.1623641,74.6829908,75.2067915,75.7342582,76.2629534,76.7907077,77.3194772,77.8536377,78.394734,78.9251399,79.4543547,79.9895725,80.520423,81.0604498,81.5967941,82.1348084,82.6793378,83.2143586,83.2400529,83.2639383
800,UGA,Uganda,27.1459086,27.5389262,27.9200438,28.3005947,28.6805878,29.0600077,29.4388661,29.8171308,30.1948195,30.5719191,30.9484238,31.3243248,31.6996207,32.0774628,32.4539257,32.8279203,33.1993792,33.5682078,33.9343118,34.2976032,34.6579921,35.0153995
804,UKR,Ukraine,-8888,-8888,-8888,-8888,96.7729432,96.776249,96.7795588,96.7828572,96.7861573,96.6804471,95.1228603,95.0177021,94.9165987,94.8186521,94.7225514,94.6283013,94.5332931,94.4384702,94.3438543,94.2493877,94.2622731,94.2755461
784,ARE,United Arab Emirates,97.3821796,97.3781713,97.3741556,97.3700856,97.366031,97.3619344,97.3712431,97.3790497,97.3911784,97.4045905,97.4314742,97.4780596,97.5370319,97.5714791,97.5384372,97.470824,97.4814529,97.4916664,97.5014754,97.5109006,97.5199456,97.5286291
