"ASD","yr","ScientificName","ct"
"483",2000,"Notothenia rossii",0.45655
"483",2000,"Notothenia squamifrons",4.936
"483",2000,"Nototheniops larseni",0.018
"483",2000,"Nototheniops nudifrons",0.005
"483",2000,"Pagothenia hansoni",0.004
"483",2000,"Parachaenichthys georgianus",0.009
"483",2000,"Paralomis formosa",1.524
"483",2000,"Paralomis spinosissima",0.29219
"483",2000,"Patagonotothen brevicauda",0.604
"483",2000,"Pseudochaenichthys georgianus",0.37547
"483",2000,"Raja georgiana",0.226
"483",2000,"Rajiformes",0.48758
"483",2001,"Antimora rostrata",0.04897
"483",2001,"Bathyraja eatonii",0.28372
"483",2001,"Champsocephalus gunnari",958.86623
"483",2001,"Channichthyidae",0.19293
"483",2001,"Dissostichus eleginoides",4044.14746
"483",2001,"Euphausia superba",52382.32993
"483",2001,"Illex argentinus",17.8
"483",2001,"Macrourus whitsoni",0.207
"483",2001,"Martialia hyadesi",2.151
"483",2001,"Notothenia gibberifrons",0.101
"483",2001,"Paralomis formosa",10.626
"483",2001,"Pseudochaenichthys georgianus",6.03405
"483",2001,"Rajiformes",13.35272
"483",2002,"Chaenocephalus aceratus",5.05794
"483",2002,"Champsocephalus gunnari",2664.91263
"483",2002,"Coryphaenoides rupestris",9.1
"483",2002,"Dissostichus eleginoides",5738.51928
"483",2002,"Euphausia superba",43239.22011
"483",2002,"Gymnoscopelus nicholsi",0.057
"483",2002,"Halaelurus canescens",0.019
"483",2002,"Illex argentinus",48.6
"483",2002,"Muraenolepis microps",0.02898
"483",2002,"Notothenia gibberifrons",1.283
"483",2002,"Notothenia rossii",5.68757
"483",2002,"Nototheniidae",10
"483",2002,"Nototheniops larseni",0.016
"483",2002,"Osteichthyes",1.36
"483",2002,"Paralomis formosa",56.452
"483",2002,"Paralomis spinosissima",55.52397
"483",2002,"Patagonotothen brevicauda",0.39
"483",2002,"Pseudochaenichthys georgianus",6.07799
"483",2003,"Antimora rostrata",3.69976
"483",2003,"Chaenocephalus aceratus",0.999
"483",2003,"Dissostichus eleginoides",7523.68102
"483",2003,"Lithodidae",0.71231
"483",2003,"Macrourus holotrachys",0.01199
"483",2003,"Macrourus spp",58.801
"483",2003,"Muraenolepis microps",0.000999616
"483",2003,"Muraenolepis spp",0.004
"483",2003,"Nototheniidae",0.01199
"483",2003,"Paralomis formosa",0.185
"483",2003,"Paralomis spinosissima",0.05876
"483",2003,"Pseudochaenichthys georgianus",4.995
"483",2003,"Raja georgiana",0.663
"483",2004,"Antimora rostrata",9.02224
"483",2004,"Callorhinchidae",5.96
"483",2004,"Chaenocephalus aceratus",0.18728
"483",2004,"Champsocephalus gunnari",2682.72276
"483",2004,"Dissostichus eleginoides",4494.16381
"483",2004,"Elasmobranchii",0.036
"483",2004,"Euphausia superba",57780.01608
"483",2004,"Lithodidae",0.25775
"483",2004,"Paralomis aculeata",0.003996136
"483",2004,"Paralomis formosa",0.274
"483",2004,"Pseudochaenichthys georgianus",1.5411
"483",2004,"Rajiformes",35.03185
"483",2005,"Antimora rostrata",18.73072
"483",2005,"Chaenocephalus aceratus",1.79921
"483",2005,"Channichthyidae",0.006
"483",2005,"Dissostichus eleginoides",3031.79788
"483",2005,"Macrourus spp",125.076
"483",2005,"Muraenolepis marmoratus",0.047385
"483",2005,"Muraenolepis spp",0.002
"483",2005,"Myctophidae",1.14416
"483",2005,"Neolithodes diomedeae",0.443
"483",2005,"Notothenia rossii",0.108
"483",2005,"Nototheniidae",0.05745
"483",2005,"Nototheniops larseni",0.235
"483",2005,"Parachaenichthys georgianus",1e-04
"483",2005,"Paralomis spinosissima",0.02154
"483",2005,"Pseudochaenichthys georgianus",25.029335
"483",2005,"Rajiformes",8.39164
"483",2006,"Antimora rostrata",33.22014
"483",2006,"Chaenocephalus aceratus",0.06296
"483",2006,"Champsocephalus gunnari",2168.73632
"483",2006,"Channichthyidae",0.50305
"483",2006,"Euphausia superba",14601.9317
"483",2006,"Lithodidae",1.19972
"483",2006,"Macrourus spp",131.93995
"483",2006,"Notothenia rossii",1.19578
"483",2006,"Pseudochaenichthys georgianus",5.50882
"483",2006,"Rajiformes",7.25094
"483",2007,"Adelieledone polymorpha",0.006555
"483",2007,"Antimora rostrata",26.36327
"483",2007,"Artedidraco mirus",0.000237
"483",2007,"Cephalopoda",0.00036
"483",2007,"Chaenocephalus aceratus",0.381456002
"483",2007,"Champsocephalus gunnari",4344.510363873
"483",2007,"Dissostichus eleginoides",3536.861732999
"483",2007,"Euphausia superba",20565.96882
"483",2007,"Gymnoscopelus nicholsi",0.00165
"483",2007,"Lamna nasus",0.1
"483",2007,"Mancopsetta maculata",0.023441
"483",2007,"Muraenolepis microps",0.023408
"483",2007,"Neolithodes diomedeae",0.01865
"483",2007,"Notolepis annulata",3.6e-05
"483",2007,"Notothenia gibberifrons",0.718639011
"483",2007,"Notothenia rossii",1.151657983
"483",2007,"Notothenia squamifrons",1.396244946
"483",2007,"Nototheniops nudifrons",0.0072653
"483",2007,"Pagothenia hansoni",0.209012
"483",2007,"Parachaenichthys georgianus",0.033836
"483",2007,"Paralomis formosa",0.270383
"483",2007,"Pareledone turqueti",0.257207
"483",2007,"Patagonotothen brevicauda",0.089892
"483",2007,"Psilodraco breviceps",0.00167
"483",2007,"Raja georgiana",0.319460001
"483",2007,"Rajiformes",3.85052
"483",2008,"Adelieledone polymorpha",0.002753
"483",2008,"Artedidraco mirus",0.000209
"483",2008,"Channichthyidae",0.30498
"483",2008,"Dissostichus eleginoides",3861.980809978
"483",2008,"Euphausia superba",60237.92023
"483",2008,"Gymnoscopelus bolini",0.000149
"483",2008,"Gymnoscopelus nicholsi",0.001047
"483",2008,"Lithodidae",0.48616
"483",2008,"Macrourus spp",161.53234
"483",2008,"Mancopsetta maculata",0.015974
"483",2008,"Melanostigma spp",0.000162
"483",2008,"Muraenolepis microps",0.062672
"483",2008,"Muraenolepis spp",0.003
"483",2008,"Notothenia angustifrons",3.1e-05
"483",2008,"Notothenia gibberifrons",0.899155006
"483",2008,"Notothenia kempi",0.0035
"483",2008,"Notothenia rossii",2.713585961
"483",2008,"Notothenia squamifrons",0.467685003
"483",2008,"Nototheniidae",0.05152
"483",2008,"Nototheniops nudifrons",0.008862
"483",2008,"Pagothenia hansoni",0.238911001
"483",2008,"Parachaenichthys georgianus",0.0179262
"483",2008,"Paradiplospinus gracilis",3e-05
"483",2008,"Patagonotothen brevicauda",0.323950003
"483",2008,"Protomyctophum choriodon",2.7e-05
"483",2008,"Psilodraco breviceps",0.002602
"483",2008,"Raja georgiana",0.223908001
"483",2009,"Artedidraco mirus",7.8e-05
"483",2009,"Cephalopoda",0.001298
"483",2009,"Chaenocephalus aceratus",0.487500999
"483",2009,"Gymnoscopelus nicholsi",0.316085001
"483",2009,"Macrourus spp",109.92969
"483",2009,"Mancopsetta maculata",0.002529
"483",2009,"Moroteuthis knipovitchi",0.003001
"483",2009,"Muraenolepis microps",0.041452
"483",2009,"Myctophidae",0.218
"483",2009,"Notothenia rossii",2.484909976
"483",2009,"Nototheniidae",0.00125
"483",2009,"Paradiplospinus gracilis",0.000896
"483",2009,"Patagonotothen brevicauda",0.730789997
"483",2009,"Rajiformes",22.17827
"483",2009,"Trematomus vicarius",0.000102
"483",2010,"Adelieledone polymorpha",0.000125
"483",2010,"Antimora rostrata",15.73702
"483",2010,"Chaenocephalus aceratus",1.228335
"483",2010,"Champsocephalus gunnari",12.01707498
"483",2010,"Liparididae",1e-05
"483",2010,"Lithodes murrayi",0.1095
"483",2010,"Magnisudis prionosa",0.000525
"483",2010,"Muraenolepis microps",0.01834
"483",2010,"Myctophidae",0.000115
"483",2010,"Notothenia gibberifrons",1.731784996
"483",2010,"Nototheniidae",0.001835
"483",2010,"Nototheniops larseni",0.037968
"483",2010,"Nototheniops nudifrons",0.011538
"483",2010,"Pagothenia hansoni",0.096282998
"483",2010,"Parachaenichthys georgianus",0.010859
"483",2010,"Paradiplospinus gracilis",3e-05
"483",2010,"Paralomis formosa",9.151895
"483",2010,"Paralomis spinosissima",52.843613
"483",2010,"Patagonotothen brevicauda",1.164779983
"483",2010,"Pseudochaenichthys georgianus",1.889856
"483",2010,"Psilodraco breviceps",0.001755
"483",2011,"Antimora rostrata",8.85257
"483",2011,"Artedidraco mirus",0.000152
"483",2011,"Borostomias antarcticus",0.000213
"483",2011,"Chaenocephalus aceratus",0.892834003
"483",2011,"Champsocephalus gunnari",11.692514993
"483",2011,"Dissostichus mawsoni",0.062
"483",2011,"Electrona antarctica",0.000206
"483",2011,"Lamna nasus",0.08
"483",2011,"Lithodes murrayi",0.0015
"483",2011,"Lithodidae",0.1707
"483",2011,"Moroteuthis knipovitchi",6e-04
"483",2011,"Muraenolepis spp",0.0028
"483",2011,"Notothenia rossii",3.654525026
"483",2011,"Nototheniops nudifrons",0.020818
"483",2011,"Osteichthyes",0.162738
"483",2011,"Parachaenichthys georgianus",0.049229
"483",2011,"Paradiplospinus gracilis",0.000403
"483",2011,"Paralomis formosa",0.000625
"483",2011,"Paralomis spinosissima",0.041035
"483",2011,"Rajiformes",4.4544
"483",2012,"Artedidraco mirus",1e-04
"483",2012,"Champsocephalus gunnari",999.068
"483",2012,"Dissostichus eleginoides",1805.6852
"483",2012,"Euphausia superba",56414.636
"483",2012,"Gempylidae",8e-04
"483",2012,"Gymnoscopelus nicholsi",2e-04
"483",2012,"Lithodidae",0.0261
"483",2012,"Mancopsetta maculata",0.0032
"483",2012,"Muraenolepis microps",0.0017
"483",2012,"Notothenia rossii",0.0998
"483",2012,"Nototheniidae",6e-04
"483",2012,"Nototheniops larseni",0.0021
"483",2012,"Nototheniops nudifrons",9e-04
"483",2012,"Osteichthyes",4e-04
"483",2012,"Paradiplospinus gracilis",1e-04
"483",2012,"Paralomis formosa",3e-04
"483",2012,"Patagonotothen brevicauda",76.5272
"483",2012,"Pseudochaenichthys georgianus",0.1534
"483",2012,"Raja georgiana",0.0942
"483",2012,"Teuthoidea",2e-04
"484",1986,"Euphausia superba",1
"484",1992,"Dissostichus eleginoides",29.799
"484",1992,"Euphausia superba",50
"484",1993,"Dissostichus eleginoides",9.54
"484",2005,"Macrourus spp",3.444
"484",2006,"Dissostichus mawsoni",0.4333
"484",2006,"Lithodidae",0.0088
"484",2006,"Muraenolepis spp",0.00064
"484",2006,"Nototheniidae",0.00979
"484",2007,"Lithodidae",0.0036
"484",2007,"Macrourus spp",13.94906
"484",2007,"Muraenolepis spp",0.02742
"484",2007,"Nototheniidae",0.0355
"484",2007,"Rajiformes",1.7477
"484",2008,"Antimora rostrata",0.3924
"484",2008,"Dissostichus eleginoides",97.63326
"484",2008,"Dissostichus mawsoni",0.3144
"484",2008,"Rajiformes",3.453
"484",2009,"Antimora rostrata",0.59371
"484",2009,"Dissostichus mawsoni",59.09237
"484",2009,"Macrourus spp",26.10988
"484",2009,"Muraenolepis spp",0.52187
"484",2009,"Rajiformes",0.6623
"484",2010,"Antimora rostrata",0.69908
"484",2010,"Channichthyidae",0.0017
"484",2010,"Dissostichus mawsoni",56.31124
"484",2010,"Lithodidae",0.001
"484",2010,"Macrourus spp",15.8271
"484",2010,"Muraenolepis spp",0.34797
"484",2010,"Nototheniidae",0.0033
"484",2010,"Rajiformes",2.2689
"484",2011,"Channichthyidae",5e-04
"484",2011,"Dissostichus eleginoides",38.64937
"484",2011,"Macrourus spp",5.39202
"484",2012,"Antimora rostrata",0.0998
"484",2012,"Macrourus spp",6.21
"484",2012,"Macrourus whitsoni",0.5675
"484",2012,"Muraenolepis spp",0.0904
"484",2012,"Nototheniidae",0.003
"485",1991,"Euphausia superba",30
"486",1981,"Euphausia superba",216.99868
"486",1983,"Euphausia superba",734.9955
"486",1987,"Euphausia superba",5
"486",2004,"Dissostichus eleginoides",6.78
"486",2005,"Antimora rostrata",0.042996829
"486",2005,"Bathyraja eatonii",0.026
"486",2005,"Macrourus spp",5.79
"486",2006,"Antimora rostrata",2.7277
"486",2006,"Dissostichus mawsoni",63.0491
"486",2006,"Lithodidae",0.133
"486",2006,"Notothenia kempi",0.00264
"486",2007,"Chaenocephalus aceratus",0.0228
"486",2007,"Channichthyidae",0.3162
"486",2007,"Dissostichus mawsoni",34.4097
"486",2007,"Lithodes murrayi",0.007
"486",2007,"Lithodidae",0.059
"486",2007,"Macrourus spp",12.67405
"486",2007,"Macrourus whitsoni",0.1694
"486",2007,"Muraenolepis marmoratus",0.01795
"486",2007,"Muraenolepis spp",0.10165
"486",2007,"Notothenia kempi",0.0451
"486",2007,"Paralomis spp",0.0011
"486",2008,"Antimora rostrata",0.46602
"486",2008,"Dissostichus mawsoni",11.11777
"486",2008,"Lithodidae",0.0477
"486",2008,"Macrourus spp",1.29256
"486",2008,"Muraenolepis spp",7e-04
"486",2009,"Antimora rostrata",1.10048
"486",2009,"Channichthyidae",0.1398
"486",2009,"Chionobathyscus dewitti",0.2813
"486",2009,"Dissostichus eleginoides",17.12309
"486",2009,"Dissostichus mawsoni",265.36098
"486",2009,"Lithodidae",0.2428
"486",2009,"Macrourus spp",4.5932
"486",2009,"Muraenolepis spp",0.0056
"486",2009,"Raja spp",0.008
"486",2010,"Antimora rostrata",0.8224
"486",2010,"Channichthyidae",0.0401
"486",2010,"Dissostichus eleginoides",49.68723
"486",2010,"Lithodes spp",0.0027
"486",2010,"Muraenolepis microps",0.0023
"486",2010,"Muraenolepis spp",0.0097
"486",2010,"Nototheniidae",0.0015
"486",2010,"Octopodidae",0.0011
"486",2010,"Paralomis spp",0.003
"486",2011,"Antimora rostrata",0.70647
"486",2011,"Channichthyidae",0.37109
"486",2011,"Dissostichus eleginoides",32.48149
"486",2011,"Dissostichus mawsoni",359.21028
"486",2011,"Macrourus spp",8.27038
"486",2011,"Muraenolepis spp",0.01735
"486",2012,"Antimora rostrata",0.82
"58",1971,"Notothenia squamifrons",24545
"58",1971,"Osteichthyes",679
"58",1972,"Notothenia squamifrons",52912
"58",1973,"Notothenia rossii",20361
"58",1973,"Notothenia squamifrons",2368
"58",1975,"Notothenia squamifrons",10198
"58",1975,"Osteichthyes",575
"58",1976,"Osteichthyes",548
"58",1977,"Notothenia rossii",97
"58",1977,"Notothenia squamifrons",308
"58",1977,"Osteichthyes",11
"58",1978,"Dissostichus eleginoides",192
"58",1978,"Euphausia superba",28154
"58",1978,"Notothenia squamifrons",25559
"58",1979,"Euphausia superba",28522
"58",1979,"Osteichthyes",104
"584",1979,"Euphausia superba",517
"584",1980,"Euphausia superba",83764
"584",1980,"Osteichthyes",239
"584",1981,"Osteichthyes",375
"584",1982,"Osteichthyes",368
"584",1983,"Euphausia superba",47579
"584",1985,"Euphausia superba",4167
"584",1986,"Euphausia superba",10164
"584",1987,"Chaenodraco wilsoni",1099
"584",1987,"Osteichthyes",22
"5841",1976,"Euphausia superba",446
"5841",1980,"Euphausia superba",22151
"5841",1983,"Euphausia superba",27756
"5841",1984,"Euphausia superba",8195
"5841",1984,"Pleuragramma antarcticum",243.986
"5841",1985,"Euphausia superba",2249
"5841",1986,"Euphausia superba",5283
"5841",1987,"Euphausia superba",3953
"5841",1994,"Euphausia superba",899
"5841",1995,"Euphausia superba",1266
"5841",1999,"Antimora rostrata",0.005
"5841",1999,"Macrourus spp",0.103
"5841",2005,"Antimora rostrata",0.02768
"5841",2005,"Careproctus spp",0.0014
"5841",2005,"Chaenocephalus aceratus",0.9015
"5841",2005,"Channichthyidae",0.41713
"5841",2005,"Dissostichus mawsoni",479.0144
"5841",2005,"Lycodichthys antarcticus",3e-04
"5841",2005,"Macrourus spp",12.9787
"5841",2005,"Nototheniidae",0.00274
"5841",2005,"Pogonophryne permitini",0.00334
"5841",2005,"Pogonophryne spp",0.0016
"5841",2005,"Rajiformes",0.05
"5841",2006,"Bathyraja spp",0.008
"5841",2006,"Cephalopoda",5e-04
"5841",2006,"Muraenolepis spp",0.1119
"5841",2007,"Antimora rostrata",0.0315
"5841",2007,"Bathyraja eatonii",0.1001
"5841",2007,"Chaenocephalus aceratus",0.61346
"5841",2007,"Dissostichus mawsoni",540.389818
"5841",2007,"Macrourus whitsoni",0.558
"5841",2007,"Nototheniidae",0.133
"5841",2007,"Octopodidae",0.014
"5841",2007,"Pogonophryne permitini",0.0315
"5841",2008,"Antimora rostrata",0.0253
"5841",2008,"Chaenocephalus aceratus",0.237
"5841",2008,"Channichthyidae",0.1519
"5841",2008,"Chionobathyscus dewitti",0.7649
"5841",2008,"Cryodraco antarcticus",0.0132
"5841",2008,"Dissostichus mawsoni",409.733386
"5841",2008,"Lampris guttatus",0.03
"5841",2008,"Macrouridae",1.3151
"5841",2008,"Muraenolepis microps",0.1832
"5841",2008,"Muraenolepis spp",0.019
"5841",2009,"Antimora rostrata",0.01053
"5841",2009,"Channichthyidae",0.16753
"5841",2009,"Macrourus spp",7.59949
"5841",2009,"Muraenolepis spp",0.1625
"5841",2009,"Octopodidae",0.0038
"5841",2009,"Pachycara brachycephalum",0.00898
"5841",2009,"Pogonophryne spp",0.02596
"5841",2009,"Rajiformes",0.0088
"5841",2010,"Antimora rostrata",0.0628
"5841",2010,"Channichthyidae",0.2219
"5841",2010,"Dissostichus eleginoides",2.22973
"5841",2010,"Dissostichus mawsoni",194.00997
"5841",2010,"Macrourus spp",6.1903
"5841",2011,"Careproctus spp",0.00063
"5841",2011,"Chionobathyscus dewitti",0.0561
"5841",2011,"Dissostichus eleginoides",0.027
"5841",2011,"Dissostichus mawsoni",214.218
"5841",2011,"Muraenolepis microps",0.0107
"5841",2011,"Muraenolepis spp",0.03352
"5841",2011,"Notothenia kempi",0.0013
"5841",2011,"Octopodidae",0.02876
"5841",2012,"Dissostichus mawsoni",157.334
"5841",2012,"Macrourus spp",1.5569
"5841",2012,"Muraenolepis spp",0.0743
"5841",2012,"Patagonotothen brevicauda",0.0118
"5842",1974,"Euphausia superba",283
"5842",1978,"Pleuragramma antarcticum",286.05
"5842",1979,"Euphausia superba",14135
"5842",1979,"Pleuragramma antarcticum",35.3
"5842",1980,"Pleuragramma antarcticum",30.6
"5842",1983,"Chaenodraco wilsoni",73.916
"5842",1983,"Euphausia superba",4250
"5842",1985,"Chionodraco hamatus",0.432
"5842",1985,"Dissostichus mawsoni",0.103
"5842",1985,"Osteichthyes",0.038
"5842",1985,"Pleuragramma antarcticum",984.28
"5842",1985,"Trematomus eulepidotus",0.562
"5842",1986,"Chionodraco hamatus",2.343
"5842",1986,"Osteichthyes",0.485
"5842",1986,"Trematomus eulepidotus",0.538
"5842",1988,"Chaenodraco wilsoni",1862.4
"5842",1988,"Euphausia superba",6490
"5842",1988,"Pleuragramma antarcticum",67.272
"5842",1989,"Chionodraco hamatus",1.736
"5842",1989,"Dissostichus mawsoni",0.304
"5842",1989,"Osteichthyes",2.922
"5842",1989,"Pagothenia hansoni",2.163
"5842",1989,"Pleuragramma antarcticum",29.222
"5842",1990,"Chaenodraco wilsoni",3519.295
"5842",1990,"Chionodraco hamatus",2.818
"5842",1990,"Macrourus whitsoni",0.034
"5842",1990,"Notothenia kempi",0.598
"5842",1990,"Osteichthyes",2.803
"5842",1991,"Chaenodraco wilsoni",0.022
"5842",1991,"Dissostichus mawsoni",0.01
"5842",1991,"Pleuragramma antarcticum",0.399
"5842",1991,"Rajiformes",0.001
"5842",2000,"Macrourus spp",0.015
"5842",2000,"Macrourus whitsoni",0.3
"5842",2000,"Osteichthyes",0.067
"5842",2001,"Chaenodraco wilsoni",11.46
"5842",2001,"Dissostichus eleginoides",0.038
"5842",2003,"Bathyraja spp",0.216
"5842",2003,"Channichthyidae",0.104
"5842",2003,"Chionodraco myersi",0.017
"5842",2003,"Dissostichus eleginoides",0.205
"5842",2003,"Dissostichus mawsoni",117.228
"5842",2003,"Macrourus spp",11.866
"5842",2003,"Muraenolepis marmoratus",0.014
"5842",2003,"Muraenolepis spp",0.32
"5842",2003,"Notothenia kempi",0.002
"5842",2003,"Nototheniidae",0.141
"5842",2003,"Rajiformes",0.103
"5842",2004,"Antimora rostrata",0.002
"5842",2004,"Artedidraconidae",0.012
"5842",2004,"Chaenocephalus aceratus",0.045
"5842",2004,"Dissostichus eleginoides",0.129
"5842",2004,"Dissostichus mawsoni",19.652
"5842",2004,"Loliginidae, Ommastrephidae",0.015
"5842",2004,"Macrourus spp",0.629
"5842",2004,"Muraenolepis microps",0.004
"5842",2004,"Octopodidae",0.001
"5842",2004,"Rajiformes",0.04
"5842",2005,"Antimora rostrata",0.57522
"5842",2005,"Bathyraja eatonii",1.133
"5842",2005,"Channichthyidae",0.69241
"5842",2005,"Chionobathyscus dewitti",0.0264
"5842",2005,"Cryodraco antarcticus",0.0012
"5842",2005,"Dissostichus eleginoides",1.3554
"5842",2005,"Dissostichus mawsoni",125.14184
"5842",2005,"Lampris immaculatus",0.064
"5842",2005,"Macrourus spp",26.61346
"5842",2005,"Muraenolepis marmoratus",0.0942
"5842",2005,"Muraenolepis spp",0.72377
"5842",2005,"Notothenia squamifrons",0.0215
"5842",2006,"Cephalopoda",0.0075
"5842",2006,"Channichthyidae",0.0601
"5842",2006,"Macrourus spp",4.4909
"5842",2006,"Octopodidae",0.0045
"5842",2006,"Rajiformes",0.0085
"5842",2007,"Chaenocephalus aceratus",0.0205
"5842",2007,"Channichthyidae",0.128
"5842",2007,"Chionobathyscus dewitti",0.10715
"5842",2007,"Dissostichus eleginoides",0.1075
"5842",2007,"Dissostichus mawsoni",123.5345
"5842",2007,"Macrourus spp",6.31294
"5842",2007,"Macrourus whitsoni",0.745
"5842",2007,"Muraenolepis marmoratus",0.03815
"5842",2007,"Muraenolepis spp",0.1014
"5842",2007,"Pogonophryne permitini",2e-04
"5842",2008,"Antimora rostrata",0.0852
"5842",2008,"Bathyraja eatonii",0.3915
"5842",2008,"Chaenocephalus aceratus",0.352
"5842",2008,"Chionobathyscus dewitti",0.461
"5842",2008,"Dissostichus eleginoides",0.208
"5842",2008,"Dissostichus mawsoni",216.308
"5842",2008,"Macrourus spp",8.45
"5842",2008,"Macrourus whitsoni",3.069
"5842",2008,"Muraenolepis spp",0.1201
"5842",2008,"Raja spp",0.083
"5842",2009,"Antimora rostrata",0.01015
"5842",2009,"Channichthyidae",0.01365
"5842",2009,"Chionobathyscus dewitti",0.09285
"5842",2009,"Dissostichus mawsoni",66.25506
"5842",2009,"Macrourus spp",1.39795
"5842",2009,"Muraenolepis spp",0.0288
"5842",2009,"Pogonophryne spp",0.0163
"5842",2010,"Antimora rostrata",0.0105
"5842",2010,"Channichthyidae",0.1336
"5842",2010,"Macrourus spp",3.5321
"5842",2010,"Muraenolepis spp",0.0766
"5842",2011,"Channichthyidae",0.07036
"5842",2011,"Muraenolepis spp",0.00705
"5842",2011,"Pogonophryne spp",0.00101
"5842",2012,"Channichthyidae",0.1087
"5842",2012,"Macrourus spp",0.9325
"5842",2012,"Muraenolepis spp",0.0119
"5843",1979,"Euphausia superba",25
"5843",1997,"Macrourus holotrachys",0.078
"5843",1997,"Osteichthyes",0.001
"5843",1997,"Rajiformes",0.019
"5843a",2005,"Antimora rostrata",2.0501
"5843a",2005,"Raja georgiana",15.066
"5843a",2005,"Raja taaf",0.3567
"5843a",2006,"Macrourus spp",0.7469
"5843a",2006,"Rajiformes",7.1445
"5843a",2007,"Dissostichus mawsoni",1.18822
"5843a",2007,"Lithodidae",0.032
"5843a",2007,"Macrourus whitsoni",0.34465
"5843a",2007,"Rajiformes",0.023
"5843a",2008,"Antimora rostrata",0.001
"5843a",2008,"Dissostichus mawsoni",0.026
"5843a",2008,"Macrourus spp",0.0925
"5843a",2008,"Raja taaf",1.534
"5843a",2009,"Antimora rostrata",2.4718
"5843a",2009,"Dissostichus eleginoides",30.85425
"5843a",2009,"Dissostichus mawsoni",0.065
"5843a",2009,"Lithodidae",0.0015
"5843a",2009,"Macrourus spp",1.5363
"5843a",2009,"Rajiformes",1.85885
"5843a",2011,"Antimora rostrata",0.3465
"5843a",2011,"Dissostichus eleginoides",3.59313
"5843a",2011,"Macrourus spp",0.17
"5843a",2011,"Rajiformes",0.0554
"5843a",2012,"Antimora rostrata",3.0187
"5843a",2012,"Dissostichus eleginoides",36.8038
"5843a",2012,"Macrourus spp",3.6148
"5843a",2012,"Raja taaf",32.1533
"5843b",2004,"Dissostichus eleginoides",0.531
"5843b",2004,"Dissostichus mawsoni",6.268
"5843b",2004,"Macrourus spp",0.131
"5843b",2005,"Antimora rostrata",0.1565
"5843b",2005,"Bathyraja maccaini",0.8099
"5843b",2005,"Dissostichus eleginoides",0.225
"5843b",2005,"Dissostichus mawsoni",297.2485
"5843b",2005,"Lampris immaculatus",0.015
"5843b",2005,"Muraenolepis spp",0.0043
"5843b",2005,"Raja georgiana",4.3276
"5843b",2005,"Somniosus microcephalus",0.3
"5843b",2006,"Bathyraja murrayi",0.1095
"5843b",2006,"Dissostichus eleginoides",43.89471
"5843b",2006,"Dissostichus mawsoni",316.66799
"5843b",2006,"Lithodidae",0.001
"5843b",2006,"Macrourus spp",8.11505
"5843b",2006,"Raja spp",0.024
"5843b",2006,"Rajiformes",0.9288
"5843b",2007,"Antimora rostrata",0.57385
"5843b",2007,"Channichthyidae",0.004
"5843b",2007,"Dissostichus eleginoides",74.2726
"5843b",2007,"Dissostichus mawsoni",176.25315
"5843b",2007,"Lithodes spp",0.027
"5843b",2007,"Lithodidae",0.0329
"5843b",2007,"Macrourus spp",8.4099
"5843b",2007,"Macrourus whitsoni",8.4353
"5843b",2007,"Muraenolepis spp",0.068
"5843b",2007,"Notothenia squamifrons",0.2513
"5843b",2007,"Rajiformes",1.6017
"5843b",2007,"Salilota australis",0.0352
"5843b",2008,"Antimora rostrata",1.14688
"5843b",2008,"Bathydraconidae",1e-04
"5843b",2008,"Chionobathyscus dewitti",0.001
"5843b",2008,"Dissostichus mawsoni",100.54766
"5843b",2008,"Lithodidae",0.03315
"5843b",2008,"Macrouridae",0.212
"5843b",2008,"Macrourus spp",6.521
"5843b",2008,"Macrourus whitsoni",2.97563
"5843b",2008,"Muraenolepis orangiensis",0.0015
"5843b",2008,"Muraenolepis spp",0.03469
"5843b",2008,"Notothenia kempi",0.31985
"5843b",2008,"Nototheniidae",0.08923
"5843b",2008,"Raja spp",0.34
"5843b",2008,"Raja taaf",0.88834
"5843b",2008,"Rajiformes",0.0327
"5843b",2009,"Antimora rostrata",0.11205
"5843b",2009,"Dissostichus eleginoides",15.0643
"5843b",2009,"Dissostichus mawsoni",89.21876
"5843b",2009,"Lithodidae",0.00465
"5843b",2009,"Macrourus spp",3.6884
"5843b",2009,"Muraenolepis spp",0.02565
"5843b",2009,"Notothenia squamifrons",0.225
"5843b",2009,"Rajiformes",1.47745
"5843b",2010,"Antimora rostrata",0.0674
"5843b",2010,"Dissostichus eleginoides",1.66258
"5843b",2010,"Muraenolepis spp",0.0023
"5843b",2010,"Rajiformes",0.1434
"5843b",2011,"Dissostichus eleginoides",2.26982
"5843b",2011,"Dissostichus mawsoni",8.4651
"5843b",2011,"Macrourus spp",1.2372
"5843b",2011,"Muraenolepis spp",8e-04
"5843b",2012,"Antimora rostrata",0.0215
"5843b",2012,"Dissostichus eleginoides",5.2954
"5843b",2012,"Dissostichus mawsoni",3.7264
"5843b",2012,"Muraenolepis spp",0.0028
"5843b",2012,"Rajiformes",0.0589
"5844",1975,"Euphausia superba",96
"5844",1977,"Euphausia superba",640
"5844",1977,"Osteichthyes",821.2
"5844",1978,"Dissostichus eleginoides",3.7
"5844",1978,"Notothenia rossii",1.8
"5844",1979,"Euphausia superba",23
"5844",1979,"Notothenia rossii",23.5
"5844",1979,"Nototheniidae",594.8
"5844a",1977,"Notothenia squamifrons",580
"5844a",1978,"Notothenia squamifrons",5883
"5844a",1979,"Notothenia squamifrons",234
"5844a",1980,"Notothenia rossii",34
